IDCode,Year,Nuclear (% sub energy),Renewables (% sub energy),Fossil fuels (% sub energy)
SWE,2014,28.158,38.918,32.924
SWE,2015,23.582,44.85,31.568
SWE,2016,26.675,40.276,33.048
SWE,2017,26.753,41.486,31.761
SWE,2018,28.309,40.322,31.368
SWE,2019,26.651,42.237,31.112
CHE,1965,0,37.573,62.427
CHE,1966,0,39.985,60.015
CHE,1967,0,40.627,59.373
CHE,1968,0,38.187,61.813
CHE,1969,0.668,35.266,64.066
CHE,1970,2.013,33.248,64.74
CHE,1971,1.548,32.326,66.126
CHE,1972,4.327,27.31,68.362
CHE,1973,6.432,27.101,66.467
CHE,1974,7.55,29.753,62.697
CHE,1975,8.005,33.251,58.744
CHE,1976,8.547,27.828,63.626
CHE,1977,7.89,33.928,58.182
CHE,1978,8.275,31.208,60.517
CHE,1979,11.676,29.644,58.68
CHE,1980,13.27,31.099,55.631
CHE,1981,14.216,32.977,52.808
CHE,1982,14.336,34.445,51.219
CHE,1983,14.291,32.255,53.454
CHE,1984,17.281,28.36,54.359
CHE,1985,19.658,28.447,51.895
CHE,1986,18.737,27.878,53.385
CHE,1987,19.224,29.611,51.165
CHE,1988,18.911,30.336,50.753
CHE,1989,20.238,27.045,52.717
CHE,1990,20.08,25.867,54.053
CHE,1991,18.998,27.103,53.899
CHE,1992,19.102,27.229,53.668
CHE,1993,19.087,29.859,51.054
CHE,1994,18.968,31.069,49.963
CHE,1995,20.44,29.559,50.002
CHE,1996,21.314,25.072,53.614
CHE,1997,20.174,27.754,52.072
CHE,1998,20.386,27.162,52.452
CHE,1999,18.872,31.073,50.055
CHE,2000,20.502,29.419,50.079
CHE,2001,19.346,30.675,49.98
CHE,2002,20.946,27.961,51.093
CHE,2003,21.234,27.787,50.979
CHE,2004,20.991,27.245,51.764
CHE,2005,18.808,26.188,55.004
CHE,2006,21.402,24.897,53.701
CHE,2007,21.644,28.47,49.886
CHE,2008,20.64,28.006,51.339
CHE,2009,20.558,27.691,51.733
CHE,2010,20.259,28.61,51.104
CHE,2011,21.503,27.187,51.279
CHE,2012,19.295,30.508,50.164
CHE,2013,19.089,29.648,51.229
CHE,2014,21.104,30.909,47.912
CHE,2015,17.975,31.757,50.088
CHE,2016,17.394,30.863,51.437
CHE,2017,16.623,30.572,52.322
CHE,2018,19.365,30.526,49.498
CHE,2019,18.165,30.642,50.524
TWN,1965,0,10.277,89.723
TWN,1966,0,9.869,90.131
TWN,1967,0,8.945,91.055
TWN,1968,0,11.441,88.559
TWN,1969,0,8.618,91.382
TWN,1970,0,7.426,92.574
TWN,1971,0,6.376,93.624
TWN,1972,0,7.023,92.977
TWN,1973,0,5.613,94.387
TWN,1974,0,8.126,91.874
TWN,1975,0,8.248,91.752
TWN,1976,0,5.504,94.496
TWN,1977,0.116,4.71,95.174
TWN,1978,2.648,4.925,92.428
TWN,1979,5.914,4.267,89.819
TWN,1980,7.261,2.591,90.148
TWN,1981,10.108,4.539,85.353
TWN,1982,12.342,4.518,83.14
TWN,1983,15.79,4.17,80.04
TWN,1984,19.389,3.461,77.15
TWN,1985,19.394,4.053,76.553
TWN,1986,16.762,3.817,79.421
TWN,1987,19.184,3.192,77.625
TWN,1988,16.181,2.469,81.351
TWN,1989,14.05,2.574,83.376
TWN,1990,15.375,3.147,81.478
TWN,1991,15.631,1.882,82.487
TWN,1992,14.219,2.931,82.85
TWN,1993,13.62,1.773,84.607
TWN,1994,13.064,2.041,84.895
TWN,1995,12.493,1.895,85.613
TWN,1996,12.812,1.81,85.378
TWN,1997,11.556,1.837,86.607
TWN,1998,11.102,2.056,86.842
TWN,1999,10.488,1.585,87.928
TWN,2000,10.304,1.504,88.193
TWN,2001,9.147,1.667,89.186
TWN,2002,9.726,1.112,89.162
TWN,2003,9.075,1.131,89.794
TWN,2004,8.727,1.123,90.15
TWN,2005,8.686,1.288,90.026
TWN,2006,8.434,1.315,90.252
TWN,2007,8.18,1.36,90.46
TWN,2008,8.649,1.422,89.929
TWN,2009,8.891,1.345,89.764
TWN,2010,8.382,1.425,90.192
TWN,2011,8.522,1.497,89.981
TWN,2012,8.124,1.827,90.049
TWN,2013,8.145,1.808,90.047
TWN,2014,8.054,1.574,90.372
TWN,2015,6.965,1.682,91.353
TWN,2016,5.912,2.064,92.024
TWN,2017,4.151,1.982,93.867
TWN,2018,5.023,1.969,93.008
TWN,2019,5.99,2.51,91.5
THA,1965,0,7.645,92.355
THA,1966,0,8.119,91.881
THA,1967,0,9.171,90.829
THA,1968,0,7.333,92.667
THA,1969,0,5.162,94.838
THA,1970,0,7.414,92.586
THA,1971,0,7.672,92.328
THA,1972,0,5.326,94.674
THA,1973,0,5.465,94.535
THA,1974,0,6.874,93.126
THA,1975,0,8.622,91.378
THA,1976,0,8.737,91.263
THA,1977,0,7.122,92.878
THA,1978,0,4.225,95.775
THA,1979,0,6.201,93.799
THA,1980,0,2.415,97.585
THA,1981,0,5.573,94.427
THA,1982,0,7.021,92.979
THA,1983,0,6.059,93.941
THA,1984,0,6.139,93.861
THA,1985,0,5.299,94.701
THA,1986,0,7.448,92.552
THA,1987,0,4.766,95.234
THA,1988,0,3.926,96.074
THA,1989,0,5.042,94.958
THA,1990,0,3.793,96.207
THA,1991,0,3.163,96.837
THA,1992,0,2.641,97.359
THA,1993,0,2.021,97.979
THA,1994,0,2.204,97.796
THA,1995,0,3.041,96.959
THA,1996,0,2.963,97.037
THA,1997,0,2.786,97.214
THA,1998,0,2.207,97.793
THA,1999,0,1.476,98.524
THA,2000,0,2.401,97.599
THA,2001,0,2.396,97.604
THA,2002,0,2.587,97.413
THA,2003,0,2.467,97.533
THA,2004,0,2.105,97.895
THA,2005,0,2.003,97.997
THA,2006,0,2.621,97.379
THA,2007,0,2.684,97.316
THA,2008,0,2.691,97.309
THA,2009,0,2.779,97.221
THA,2010,0,2.517,97.483
THA,2011,0,3.122,96.878
THA,2012,0,3.409,96.591
THA,2013,0,3.395,96.605
THA,2014,0,3.793,96.207
THA,2015,0,3.719,96.281
THA,2016,0,4.037,95.963
THA,2017,0,4.679,95.321
THA,2018,0,5.588,94.412
THA,2019,0,6.185,93.815
TTO,1965,0,0,100
TTO,1966,0,0,100
TTO,1967,0,0,100
TTO,1968,0,0,100
TTO,1969,0,0,100
TTO,1970,0,0,100
TTO,1971,0,0.215,99.785
TTO,1972,0,0.156,99.844
TTO,1973,0,0.131,99.869
TTO,1974,0,0.117,99.883
TTO,1975,0,0.133,99.867
TTO,1976,0,0.098,99.902
TTO,1977,0,0.114,99.886
TTO,1978,0,0.143,99.857
TTO,1979,0,0.162,99.838
TTO,1980,0,0.151,99.849
TTO,1981,0,0.104,99.896
TTO,1982,0,0.084,99.916
TTO,1983,0,0.077,99.923
TTO,1984,0,0.063,99.937
TTO,1985,0,0.08,99.92
TTO,1986,0,0.118,99.882
TTO,1987,0,0.148,99.852
TTO,1988,0,0.118,99.882
TTO,1989,0,0.115,99.885
TTO,1990,0,0.124,99.876
TTO,1991,0,0.1,99.9
TTO,1992,0,0.113,99.887
TTO,1993,0,0.1,99.9
TTO,1994,0,0.108,99.892
TTO,1995,0,0.103,99.897
TTO,1996,0,0.047,99.953
TTO,1997,0,0.05,99.95
TTO,1998,0,0.049,99.951
TTO,1999,0,0.044,99.956
TTO,2000,0,0.047,99.953
TTO,2001,0,0.064,99.936
TTO,2002,0,0.053,99.947
TTO,2003,0,0.024,99.976
TTO,2004,0,0.04,99.96
TTO,2005,0,0.036,99.964
TTO,2006,0,0.036,99.964
TTO,2007,0,0.026,99.974
TTO,2008,0,0.028,99.972
TTO,2009,0,0.027,99.973
TTO,2010,0,0.004,99.996
TTO,2011,0,0.005,99.995
TTO,2012,0,0.005,99.995
TTO,2013,0,0.004,99.996
TTO,2014,0,0.005,99.995
TTO,2015,0,0.006,99.994
TTO,2016,0,0.007,99.993
TTO,2017,0,0.006,99.994
TTO,2018,0,0.006,99.994
TTO,2019,0,0.006,99.994
TUR,1965,0,6.957,93.043
TUR,1966,0,6.543,93.457
TUR,1967,0,6.568,93.432
TUR,1968,0,7.406,92.594
TUR,1969,0,7.328,92.672
TUR,1970,0,6.083,93.917
TUR,1971,0,4.758,95.242
TUR,1972,0,5.192,94.808
TUR,1973,0,3.794,96.206
TUR,1974,0,4.735,95.265
TUR,1975,0,7.315,92.685
TUR,1976,0,9.063,90.937
TUR,1977,0,8.524,91.476
TUR,1978,0,8.689,91.311
TUR,1979,0,10.157,89.843
TUR,1980,0,10.762,89.238
TUR,1981,0,11.827,88.173
TUR,1982,0,12.066,87.934
TUR,1983,0,9.331,90.669
TUR,1984,0,10.514,89.486
TUR,1985,0,8.719,91.281
TUR,1986,0,7.908,92.092
TUR,1987,0,10.893,89.107
TUR,1988,0,15.436,84.564
TUR,1989,0,9.721,90.279
TUR,1990,0,11.566,88.434
TUR,1991,0,11.12,88.88
TUR,1992,0,12.385,87.615
TUR,1993,0,14.576,85.424
TUR,1994,0,13.555,86.445
TUR,1995,0,14.143,85.857
TUR,1996,0,14.737,85.263
TUR,1997,0,13.895,86.105
TUR,1998,0,14.351,85.649
TUR,1999,0,12.072,87.928
TUR,2000,0,10.073,89.927
TUR,2001,0,8.6,91.4
TUR,2002,0,10.911,89.089
TUR,2003,0,10.716,89.284
TUR,2004,0,12.968,87.032
TUR,2005,0,10.801,89.199
TUR,2006,0,10.837,89.142
TUR,2007,0,8.29,91.697
TUR,2008,0,7.75,92.235
TUR,2009,0,8.424,91.569
TUR,2010,0,11.618,88.376
TUR,2011,0,11.269,88.717
TUR,2012,0,11.844,88.096
TUR,2013,0,12.593,87.097
TUR,2014,0,9.216,90.672
TUR,2015,0,13.312,86.611
TUR,2016,0,13.592,86.336
TUR,2017,0,12.324,87.604
TUR,2018,0,13.909,85.997
TUR,2019,0,18.473,81.426
TKM,1985,0,0.006,99.994
TKM,1986,0,0.005,99.995
TKM,1987,0,0.005,99.995
TKM,1988,0,0.005,99.995
TKM,1989,0,0.005,99.995
TKM,1990,0,0.005,99.995
TKM,1991,0,0.005,99.995
TKM,1992,0,0.008,99.992
TKM,1993,0,0.011,99.989
TKM,1994,0,0.009,99.991
TKM,1995,0,0.01,99.99
TKM,1996,0,0.009,99.991
TKM,1997,0,0.012,99.988
TKM,1998,0,0.011,99.989
TKM,1999,0,0.01,99.99
TKM,2000,0,0.007,99.993
TKM,2001,0,0.006,99.994
TKM,2002,0,0.007,99.993
TKM,2003,0,0.005,99.995
TKM,2004,0,0.005,99.995
TKM,2005,0,0.005,99.995
TKM,2006,0,0.005,99.995
TKM,2007,0,0.005,99.995
TKM,2008,0,0.006,99.994
TKM,2009,0,0.004,99.996
TKM,2010,0,0.003,99.997
TKM,2011,0,0.003,99.997
TKM,2012,0,0.004,99.996
TKM,2013,0,0.005,99.995
TKM,2014,0,0.006,99.994
TKM,2015,0,0.006,99.994
TKM,2016,0,0.008,99.992
TKM,2017,0,0.008,99.992
TKM,2018,0,0.007,99.993
TKM,2019,0,0.006,99.994
UKR,1985,5.335,1.072,93.593
UKR,1986,4.255,1.061,94.684
UKR,1987,4.919,0.936,94.145
UKR,1988,7.02,1.163,91.816
UKR,1989,6.777,1.032,92.191
UKR,1990,6.673,0.921,92.406
UKR,1991,7.108,1.108,91.784
UKR,1992,8.008,0.856,91.136
UKR,1993,9.649,1.416,88.935
UKR,1994,10.444,1.838,87.718
UKR,1995,11.101,1.567,87.332
UKR,1996,13.01,1.411,85.578
UKR,1997,13.761,1.707,84.532
UKR,1998,13.323,2.787,83.89
UKR,1999,12.7,2.525,84.775
UKR,2000,13.585,1.981,84.434
UKR,2001,13.47,2.131,84.399
UKR,2002,13.824,1.71,84.466
UKR,2003,13.996,1.594,84.41
UKR,2004,14.853,2.012,83.135
UKR,2005,14.988,2.094,82.918
UKR,2006,14.937,2.139,82.924
UKR,2007,15.315,1.733,82.952
UKR,2008,15.266,2.009,82.725
UKR,2009,16.499,2.411,81.09
UKR,2010,16.48,2.475,81.045
UKR,2011,15.963,1.981,82.057
UKR,2012,16.254,2.026,81.72
UKR,2013,15.724,2.856,81.377
UKR,2014,18.881,2.172,78.906
UKR,2015,22.475,1.822,75.663
UKR,2016,19.69,2.252,78.014
UKR,2017,22.283,2.829,74.832
UKR,2018,21.317,3.269,75.364
UKR,2019,21.728,3.107,75.112
ARE,1965,0,0,100
ARE,1966,0,0,100
ARE,1967,0,0,100
ARE,1968,0,0,100
ARE,1969,0,0,100
ARE,1970,0,0,100
ARE,1971,0,0,100
ARE,1972,0,0,100
ARE,1973,0,0,100
ARE,1974,0,0,100
ARE,1975,0,0,100
ARE,1976,0,0,100
ARE,1977,0,0,100
ARE,1978,0,0,100
ARE,1979,0,0,100
ARE,1980,0,0,100
ARE,1981,0,0,100
ARE,1982,0,0,100
ARE,1983,0,0,100
ARE,1984,0,0,100
ARE,1985,0,0,100
ARE,1986,0,0,100
ARE,1987,0,0,100
ARE,1988,0,0,100
ARE,1989,0,0,100
ARE,1990,0,0,100
ARE,1991,0,0,100
ARE,1992,0,0,100
ARE,1993,0,0,100
ARE,1994,0,0,100
ARE,1995,0,0,100
ARE,1996,0,0,100
ARE,1997,0,0,100
ARE,1998,0,0,100
ARE,1999,0,0,100
ARE,2000,0,0,100
ARE,2001,0,0,100
ARE,2002,0,0,100
ARE,2003,0,0,100
ARE,2004,0,0,100
ARE,2005,0,0,100
ARE,2006,0,0,100
ARE,2007,0,0,100
ARE,2008,0,0,100
ARE,2009,0,0.002,99.998
ARE,2010,0,0.005,99.995
ARE,2011,0,0.005,99.995
ARE,2012,0,0.006,99.994
ARE,2013,0,0.02,99.98
ARE,2014,0,0.071,99.929
ARE,2015,0,0.065,99.935
ARE,2016,0,0.067,99.933
ARE,2017,0,0.151,99.849
ARE,2018,0,0.246,99.754
ARE,2019,0,0.771,99.229
GBR,1965,1.816,0.554,97.63
GBR,1966,2.415,0.542,97.043
GBR,1967,2.78,0.583,96.637
GBR,1968,3.02,0.429,96.551
GBR,1969,3.241,0.362,96.397
GBR,1970,2.835,0.494,96.671
GBR,1971,3.059,0.375,96.567
GBR,1972,3.215,0.369,96.416
GBR,1973,2.918,0.4,96.681
GBR,1974,3.69,0.447,95.863
GBR,1975,3.532,0.447,96.021
GBR,1976,4.125,0.518,95.357
GBR,1977,4.483,0.443,95.074
GBR,1978,4.146,0.453,95.401
GBR,1979,4.076,0.458,95.467
GBR,1980,4.324,0.462,95.214
GBR,1981,4.562,0.531,94.908
GBR,1982,5.353,0.552,94.095
GBR,1983,6.055,0.55,93.395
GBR,1984,6.549,0.55,92.9
GBR,1985,7.112,0.46,92.428
GBR,1986,6.691,0.54,92.769
GBR,1987,6.266,0.475,93.259
GBR,1988,7.105,0.547,92.348
GBR,1989,8.023,0.534,91.442
GBR,1990,7.296,0.635,92.069
GBR,1991,7.667,0.569,91.765
GBR,1992,8.402,0.691,90.907
GBR,1993,9.665,0.619,89.717
GBR,1994,9.666,0.764,89.569
GBR,1995,9.708,0.73,89.563
GBR,1996,9.852,0.592,89.556
GBR,1997,10.396,0.76,88.844
GBR,1998,10.428,0.907,88.665
GBR,1999,10.023,1.013,88.964
GBR,2000,8.886,1.036,90.079
GBR,2001,9.248,0.98,89.772
GBR,2002,9.165,1.162,89.673
GBR,2003,9.065,1.1,89.835
GBR,2004,8.082,1.436,90.482
GBR,2005,8.105,1.714,90.182
GBR,2006,7.537,1.888,90.574
GBR,2007,6.448,2.171,91.38
GBR,2008,5.435,2.633,91.932
GBR,2009,7.481,3.21,89.309
GBR,2010,6.526,3.294,90.18
GBR,2011,7.616,4.422,87.962
GBR,2012,7.632,4.919,87.449
GBR,2013,7.645,6.275,86.08
GBR,2014,7.282,7.99,84.728
GBR,2015,7.899,9.853,82.249
GBR,2016,8.103,9.907,81.99
GBR,2017,7.921,11.628,80.45
GBR,2018,7.309,13.042,79.649
GBR,2019,6.388,14.454,79.158
USA,1965,0.073,4.049,95.878
USA,1966,0.105,3.864,96.031
USA,1967,0.141,4.21,95.649
USA,1968,0.217,4.008,95.775
USA,1969,0.229,4.251,95.52
USA,1970,0.347,4.073,95.58
USA,1971,0.593,4.273,95.133
USA,1972,0.801,4.185,95.014
USA,1973,1.188,4.031,94.782
USA,1974,1.664,4.544,93.793
USA,1975,2.581,4.633,92.787
USA,1976,2.711,4.21,93.078
USA,1977,3.468,3.275,93.256
USA,1978,3.804,4.066,92.13
USA,1979,3.47,4.027,92.502
USA,1980,3.544,4.138,92.317
USA,1981,3.965,4.059,91.976
USA,1982,4.29,4.929,90.781
USA,1983,4.476,5.335,90.189
USA,1984,4.741,4.993,90.266
USA,1985,5.566,4.459,89.975
USA,1986,5.97,4.598,89.432
USA,1987,6.35,3.95,89.701
USA,1988,7.028,3.431,89.541
USA,1989,6.895,4.034,89.071
USA,1990,7.497,4.436,88.067
USA,1991,7.972,4.435,87.593
USA,1992,7.934,3.995,88.071
USA,1993,7.665,4.289,88.045
USA,1994,7.897,3.99,88.112
USA,1995,8.129,4.472,87.399
USA,1996,7.88,4.711,87.408
USA,1997,7.287,4.805,87.908
USA,1998,7.758,4.41,87.832
USA,1999,8.24,4.304,87.455
USA,2000,8.341,3.78,87.879
USA,2001,8.655,3.203,88.142
USA,2002,8.601,3.761,87.638
USA,2003,8.34,3.921,87.739
USA,2004,8.391,3.85,87.759
USA,2005,8.265,3.962,87.772
USA,2006,8.336,4.408,87.257
USA,2007,8.369,4.128,87.504
USA,2008,8.525,4.75,86.725
USA,2009,8.832,5.515,85.654
USA,2010,8.576,5.562,85.862
USA,2011,8.427,6.559,85.014
USA,2012,8.373,6.541,85.087
USA,2013,8.312,6.746,84.942
USA,2014,8.262,6.859,84.88
USA,2015,8.293,7.047,84.66
USA,2016,8.344,7.82,83.836
USA,2017,8.259,8.568,83.173
USA,2018,7.951,8.467,83.582
USA,2019,8.025,8.712,83.263
UZB,1985,0,3.132,96.868
UZB,1986,0,2.707,97.293
UZB,1987,0,3.89,96.11
UZB,1988,0,3.879,96.121
UZB,1989,0,2.934,97.066
UZB,1990,0,3.637,96.363
UZB,1991,0,3.258,96.742
UZB,1992,0,3.568,96.432
UZB,1993,0,3.883,96.117
UZB,1994,0,3.844,96.156
UZB,1995,0,3.388,96.612
UZB,1996,0,3.464,96.536
UZB,1997,0,3.098,96.902
UZB,1998,0,3.085,96.915
UZB,1999,0,2.699,97.301
UZB,2000,0,2.744,97.256
UZB,2001,0,2.783,97.217
UZB,2002,0,2.779,97.221
UZB,2003,0,3.437,96.563
UZB,2004,0,3.062,96.938
UZB,2005,0,3.312,96.688
UZB,2006,0,3.009,96.991
UZB,2007,0,3.11,96.89
UZB,2008,0,2.232,97.768
UZB,2009,0,3.265,96.735
UZB,2010,0,4.13,95.87
UZB,2011,0,2.736,97.264
UZB,2012,0,3.096,96.904
UZB,2013,0,3.024,96.976
UZB,2014,0,2.854,97.146
UZB,2015,0,2.901,97.099
UZB,2016,0,3.724,96.276
UZB,2017,0,4.242,95.758
UZB,2018,0,2.886,97.114
UZB,2019,0,3.25,96.75
VEN,1965,0,1.988,98.012
VEN,1966,0,2.007,97.993
VEN,1967,0,2.233,97.767
VEN,1968,0,3.479,96.521
VEN,1969,0,3.995,96.005
VEN,1970,0,5.095,94.905
VEN,1971,0,6.589,93.411
VEN,1972,0,6.963,93.037
VEN,1973,0,6.29,93.71
VEN,1974,0,7.534,92.466
VEN,1975,0,8.4,91.6
VEN,1976,0,9.103,90.897
VEN,1977,0,9.393,90.607
VEN,1978,0,9.244,90.756
VEN,1979,0,9.764,90.236
VEN,1980,0,8.933,91.067
VEN,1981,0,8.906,91.094
VEN,1982,0,9.155,90.845
VEN,1983,0,10.503,89.497
VEN,1984,0,11.551,88.449
VEN,1985,0,12.589,87.411
VEN,1986,0,13.021,86.979
VEN,1987,0,16.005,83.995
VEN,1988,0,17.051,82.949
VEN,1989,0,17.139,82.861
VEN,1990,0,17.21,82.79
VEN,1991,0,20.633,79.367
VEN,1992,0,20.228,79.772
VEN,1993,0,20.538,79.462
VEN,1994,0,20.434,79.566
VEN,1995,0,19.9,80.1
VEN,1996,0,21.392,78.608
VEN,1997,0,21.523,78.477
VEN,1998,0,20.513,79.487
VEN,1999,0,22.252,77.748
VEN,2000,0,22.642,77.358
VEN,2001,0,20.397,79.603
VEN,2002,0,20.005,79.995
VEN,2003,0,22.507,77.493
VEN,2004,0,23.231,76.769
VEN,2005,0,24.336,75.664
VEN,2006,0,22.974,77.026
VEN,2007,0,23.145,76.855
VEN,2008,0,23.241,76.759
VEN,2009,0,22.964,77.036
VEN,2010,0,21.618,78.382
VEN,2011,0,22.29,77.71
VEN,2012,0,20.92,79.08
VEN,2013,0,21.757,78.243
VEN,2014,0,21.129,78.871
VEN,2015,0,20.292,79.708
VEN,2016,0,18.688,81.312
VEN,2017,0,18.694,81.306
VEN,2018,0,20.78,79.22
VEN,2019,0,25.391,74.609
VNM,1965,0,3.213,96.787
VNM,1966,0,2.107,97.893
VNM,1967,0,1.686,98.314
VNM,1968,0,1.815,98.185
VNM,1969,0,1.728,98.272
VNM,1970,0,1.841,98.159
VNM,1971,0,2.113,97.887
VNM,1972,0,1.498,98.502
VNM,1973,0,1.412,98.588
VNM,1974,0,1.9,98.1
VNM,1975,0,2.035,97.965
VNM,1976,0,3.92,96.08
VNM,1977,0,3.948,96.052
VNM,1978,0,5.078,94.922
VNM,1979,0,5.893,94.107
VNM,1980,0,7.671,92.329
VNM,1981,0,7.751,92.249
VNM,1982,0,7.511,92.489
VNM,1983,0,5.626,94.374
VNM,1984,0,7.299,92.701
VNM,1985,0,6.782,93.218
VNM,1986,0,5.898,94.102
VNM,1987,0,5.147,94.853
VNM,1988,0,6.668,93.332
VNM,1989,0,15.102,84.898
VNM,1990,0,19.664,80.336
VNM,1991,0,22.785,77.215
VNM,1992,0,23.88,76.12
VNM,1993,0,23.048,76.952
VNM,1994,0,23.952,76.048
VNM,1995,0,23.625,76.375
VNM,1996,0,23.363,76.637
VNM,1997,0,19.62,80.38
VNM,1998,0,17.262,82.738
VNM,1999,0,20.776,79.224
VNM,2000,0,19.279,80.721
VNM,2001,0,21.226,78.774
VNM,2002,0,19.243,80.757
VNM,2003,0,18.48,81.52
VNM,2004,0,14.086,85.914
VNM,2005,0,12.307,87.693
VNM,2006,0,15.956,84.044
VNM,2007,0,16.528,83.472
VNM,2008,0,15.295,84.705
VNM,2009,0,17.235,82.765
VNM,2010,0,14.347,85.653
VNM,2011,0,18.022,81.978
VNM,2012,0,22.137,77.863
VNM,2013,0,22.378,77.622
VNM,2014,0,21.85,78.15
VNM,2015,0,18.061,81.939
VNM,2016,0,19.307,80.693
VNM,2017,0,24.177,75.823
VNM,2018,0,20.435,79.565
VNM,2019,0,15.216,84.784
OWID_WRL,1965,0.164,6.045,93.769
OWID_WRL,1966,0.21,6.116,93.653
OWID_WRL,1967,0.241,6.024,93.714
OWID_WRL,1968,0.288,5.986,93.705
OWID_WRL,1969,0.32,5.937,93.723
OWID_WRL,1970,0.385,5.855,93.74
OWID_WRL,1971,0.514,5.882,93.583
OWID_WRL,1972,0.677,5.844,93.458
OWID_WRL,1973,0.857,5.612,93.511
OWID_WRL,1974,1.115,6.126,92.74
OWID_WRL,1975,1.538,6.169,92.275
OWID_WRL,1976,1.707,5.846,92.429
OWID_WRL,1977,2.05,5.832,92.096
OWID_WRL,1978,2.301,6.094,91.576
OWID_WRL,1979,2.313,6.187,91.466
OWID_WRL,1980,2.547,6.373,91.04
OWID_WRL,1981,3.023,6.551,90.391
OWID_WRL,1982,3.3,6.736,89.917
OWID_WRL,1983,3.68,6.926,89.336
OWID_WRL,1984,4.261,6.852,88.82
OWID_WRL,1985,4.926,6.808,88.189
OWID_WRL,1986,5.163,6.774,87.969
OWID_WRL,1987,5.427,6.649,87.832
OWID_WRL,1988,5.699,6.609,87.599
OWID_WRL,1989,5.749,6.488,87.665
OWID_WRL,1990,5.845,6.77,87.385
OWID_WRL,1991,6.082,6.892,87.026
OWID_WRL,1992,6.083,6.865,87.052
OWID_WRL,1993,6.249,7.216,86.536
OWID_WRL,1994,6.286,7.196,86.518
OWID_WRL,1995,6.424,7.431,86.145
OWID_WRL,1996,6.468,7.321,86.211
OWID_WRL,1997,6.363,7.415,86.222
OWID_WRL,1998,6.432,7.456,86.112
OWID_WRL,1999,6.559,7.41,86.031
OWID_WRL,2000,6.542,7.391,86.066
OWID_WRL,2001,6.617,7.134,86.249
OWID_WRL,2002,6.536,7.141,86.323
OWID_WRL,2003,6.143,6.91,86.947
OWID_WRL,2004,6.086,7.091,86.824
OWID_WRL,2005,5.866,7.135,86.999
OWID_WRL,2006,5.738,7.266,86.996
OWID_WRL,2007,5.418,7.302,87.28
OWID_WRL,2008,5.307,7.775,86.918
OWID_WRL,2009,5.28,8.069,86.652
OWID_WRL,2010,5.135,8.29,86.574
OWID_WRL,2011,4.775,8.447,86.778
OWID_WRL,2012,4.364,8.847,86.788
OWID_WRL,2013,4.296,9.256,86.447
OWID_WRL,2014,4.317,9.588,86.094
OWID_WRL,2015,4.319,9.842,85.839
OWID_WRL,2016,4.3,10.241,85.459
OWID_WRL,2017,4.237,10.64,85.123
OWID_WRL,2018,4.193,10.959,84.846
OWID_WRL,2019,4.269,11.409,84.32
