IDCode,Year,Nuclear (% sub energy),Renewables (% sub energy),Fossil fuels (% sub energy)
CYP,2013,0,2.969,96.412
CYP,2014,0,2.868,96.731
CYP,2015,0,3.476,96.135
CYP,2016,0,3.375,96.3
CYP,2017,0,3.348,96.345
CYP,2018,0,3.562,96.116
CYP,2019,0,3.926,95.671
CZE,1965,0,1.324,98.676
CZE,1966,0,1.238,98.762
CZE,1967,0,1.134,98.866
CZE,1968,0,0.841,99.159
CZE,1969,0,0.658,99.342
CZE,1970,0,0.902,99.098
CZE,1971,0,0.606,99.394
CZE,1972,0,0.631,99.369
CZE,1973,0,0.536,99.464
CZE,1974,0,0.893,99.107
CZE,1975,0,0.856,99.144
CZE,1976,0,0.663,99.337
CZE,1977,0,0.874,99.126
CZE,1978,0,0.802,99.198
CZE,1979,0,0.994,99.006
CZE,1980,0,1.074,98.926
CZE,1981,0,0.93,99.07
CZE,1982,0,0.762,99.238
CZE,1983,0.091,0.754,99.155
CZE,1984,0.546,0.572,98.881
CZE,1985,1.055,0.736,98.209
CZE,1986,2.678,0.817,96.505
CZE,1987,4.558,1.05,94.392
CZE,1988,5.011,0.89,94.099
CZE,1989,5.433,0.719,93.849
CZE,1990,6.405,0.591,93.004
CZE,1991,6.785,0.609,92.606
CZE,1992,7.06,0.808,92.128
CZE,1993,7.337,0.924,91.73
CZE,1994,7.747,1.056,91.18
CZE,1995,7.005,1.379,91.578
CZE,1996,7.115,1.252,91.582
CZE,1997,7.214,1.266,91.442
CZE,1998,7.839,1.18,90.895
CZE,1999,8.289,1.467,90.13
CZE,2000,7.979,1.336,90.539
CZE,2001,8.414,1.465,90.013
CZE,2002,10.595,1.689,87.565
CZE,2003,13.751,0.998,85.114
CZE,2004,13.568,1.345,85.019
CZE,2005,12.861,1.586,85.547
CZE,2006,13.21,1.782,84.968
CZE,2007,13.34,1.73,84.889
CZE,2008,13.717,1.931,84.098
CZE,2009,14.572,2.5,82.456
CZE,2010,14.304,3.009,82.148
CZE,2011,14.688,3.819,80.786
CZE,2012,15.754,4.251,79.343
CZE,2013,16.192,4.951,78.189
CZE,2014,16.237,4.91,78.07
CZE,2015,14.536,5.103,79.616
CZE,2016,13.178,5.136,80.918
CZE,2017,14.743,5.004,79.487
CZE,2018,15.503,4.873,78.869
CZE,2019,15.812,5.183,78.162
DNK,1965,0,0.042,99.958
DNK,1966,0,0.038,99.962
DNK,1967,0,0.037,99.963
DNK,1968,0,0.029,99.971
DNK,1969,0,0.027,99.973
DNK,1970,0,0.027,99.973
DNK,1971,0,0.029,99.971
DNK,1972,0,0.028,99.972
DNK,1973,0,0.028,99.972
DNK,1974,0,0.031,99.969
DNK,1975,0,0.028,99.972
DNK,1976,0,0.023,99.977
DNK,1977,0,0.031,99.969
DNK,1978,0,0.035,99.965
DNK,1979,0,0.041,99.959
DNK,1980,0,0.053,99.947
DNK,1981,0,0.061,99.939
DNK,1982,0,0.068,99.932
DNK,1983,0,0.137,99.863
DNK,1984,0,0.139,99.861
DNK,1985,0,0.149,99.851
DNK,1986,0,0.256,99.744
DNK,1987,0,0.342,99.658
DNK,1988,0,0.529,99.471
DNK,1989,0,0.82,99.18
DNK,1990,0,1.168,98.832
DNK,1991,0,1.338,98.662
DNK,1992,0,1.868,98.132
DNK,1993,0,2.154,97.846
DNK,1994,0,1.955,98.045
DNK,1995,0,2.119,97.881
DNK,1996,0,1.996,98.004
DNK,1997,0,3.103,96.897
DNK,1998,0,4.315,95.685
DNK,1999,0,4.966,95.034
DNK,2000,0,6.581,93.419
DNK,2001,0,6.843,93.157
DNK,2002,0,7.92,92.08
DNK,2003,0,8.694,91.306
DNK,2004,0,10.781,89.219
DNK,2005,0,11.447,88.553
DNK,2006,0,9.678,90.303
DNK,2007,0,11.368,88.602
DNK,2008,0,11.504,88.459
DNK,2009,0,12.123,87.82
DNK,2010,0,14.173,85.676
DNK,2011,0,17.035,82.255
DNK,2012,0,19.16,79.565
DNK,2013,0,19.62,79.162
DNK,2014,0,22.746,75.95
DNK,2015,0,24.696,73.966
DNK,2016,0,23.695,74.98
DNK,2017,0,27.821,70.858
DNK,2018,0,26.718,71.959
DNK,2019,0,30.163,68.429
ECU,1965,0,8.031,91.969
ECU,1966,0,8.737,91.263
ECU,1967,0,8.897,91.103
ECU,1968,0,7.866,92.134
ECU,1969,0,8.218,91.782
ECU,1970,0,7.653,92.347
ECU,1971,0,7.567,92.433
ECU,1972,0,7.323,92.677
ECU,1973,0,6.685,93.315
ECU,1974,0,6.583,93.417
ECU,1975,0,8.172,91.828
ECU,1976,0,7.146,92.854
ECU,1977,0,5.537,94.463
ECU,1978,0,7.514,92.486
ECU,1979,0,6.463,93.537
ECU,1980,0,6.265,93.735
ECU,1981,0,5.042,94.958
ECU,1982,0,5.273,94.727
ECU,1983,0,10.386,89.614
ECU,1984,0,17.612,82.388
ECU,1985,0,15.085,84.915
ECU,1986,0,17.637,82.363
ECU,1987,0,19.516,80.484
ECU,1988,0,17.825,82.175
ECU,1989,0,17.743,82.257
ECU,1990,0,17.296,82.704
ECU,1991,0,15.928,84.072
ECU,1992,0,15.685,84.315
ECU,1993,0,17.699,82.301
ECU,1994,0,18.395,81.605
ECU,1995,0,15.268,84.732
ECU,1996,0,16.503,83.497
ECU,1997,0,15.247,84.753
ECU,1998,0,15.102,84.898
ECU,1999,0,18.301,81.699
ECU,2000,0,20.577,79.423
ECU,2001,0,18.726,81.274
ECU,2002,0,20.078,79.922
ECU,2003,0,18.726,81.274
ECU,2004,0,17.804,82.196
ECU,2005,0,15.73,84.27
ECU,2006,0,15.394,84.606
ECU,2007,0,18.55,81.45
ECU,2008,0,21.545,78.455
ECU,2009,0,17.949,82.051
ECU,2010,0,15.077,84.902
ECU,2011,0,18.204,81.772
ECU,2012,0,18.82,81.151
ECU,2013,0,16.452,83.516
ECU,2014,0,16.333,83.615
ECU,2015,0,18.607,81.301
ECU,2016,0,22.434,77.44
ECU,2017,0,27.008,72.901
ECU,2018,0,26.149,73.733
ECU,2019,0,30.387,69.48
EGY,1965,0,5.267,94.733
EGY,1966,0,5.274,94.726
EGY,1967,0,6.643,93.357
EGY,1968,0,9.41,90.59
EGY,1969,0,15.256,84.744
EGY,1970,0,14.378,85.622
EGY,1971,0,15.061,84.939
EGY,1972,0,13.872,86.128
EGY,1973,0,14.659,85.341
EGY,1974,0,15.295,84.705
EGY,1975,0,15.331,84.669
EGY,1976,0,15.121,84.879
EGY,1977,0,15.751,84.249
EGY,1978,0,16.363,83.637
EGY,1979,0,14.476,85.524
EGY,1980,0,12.95,87.05
EGY,1981,0,11.857,88.143
EGY,1982,0,10.91,89.09
EGY,1983,0,9.406,90.594
EGY,1984,0,8.482,91.518
EGY,1985,0,7.766,92.234
EGY,1986,0,7.438,92.562
EGY,1987,0,7.099,92.901
EGY,1988,0,6.782,93.218
EGY,1989,0,6.899,93.101
EGY,1990,0,7.005,92.995
EGY,1991,0,6.89,93.11
EGY,1992,0,6.818,93.182
EGY,1993,0,6.948,93.052
EGY,1994,0,7.245,92.755
EGY,1995,0,7.134,92.866
EGY,1996,0,6.947,93.053
EGY,1997,0,6.835,93.165
EGY,1998,0,6.75,93.25
EGY,1999,0,7.006,92.994
EGY,2000,0,7.005,92.995
EGY,2001,0,6.762,93.238
EGY,2002,0,6.442,93.558
EGY,2003,0,5.619,94.381
EGY,2004,0,5.379,94.621
EGY,2005,0,5.024,94.976
EGY,2006,0,4.842,95.158
EGY,2007,0,5.05,94.95
EGY,2008,0,5.073,94.927
EGY,2009,0,4.482,95.518
EGY,2010,0,4.114,95.886
EGY,2011,0,4.122,95.878
EGY,2012,0,3.935,96.065
EGY,2013,0,3.932,96.068
EGY,2014,0,3.897,96.103
EGY,2015,0,4.004,95.996
EGY,2016,0,3.906,96.094
EGY,2017,0,3.707,96.293
EGY,2018,0,3.861,96.139
EGY,2019,0,4.556,95.444
EST,1985,0,0,100
EST,1986,0,0,100
EST,1987,0,0,100
EST,1988,0,0,100
EST,1989,0,0,100
EST,1990,0,0,100
EST,1991,0,0,100
EST,1992,0,0,100
EST,1993,0,0,100
EST,1994,0,0,100
EST,1995,0,0.028,99.972
EST,1996,0,0.022,99.978
EST,1997,0,0.036,99.964
EST,1998,0,0.058,99.942
EST,1999,0,0.084,99.916
EST,2000,0,0.093,99.907
EST,2001,0,0.089,99.911
EST,2002,0,0.169,99.831
EST,2003,0,0.203,99.797
EST,2004,0,0.259,99.741
EST,2005,0,0.47,99.53
EST,2006,0,0.56,99.44
EST,2007,0,0.57,99.43
EST,2008,0,0.791,99.154
EST,2009,0,2.408,97.588
EST,2010,0,3.824,95.998
EST,2011,0,4.165,95.687
EST,2012,0,5.118,94.735
EST,2013,0,4.071,95.811
EST,2014,0,4.659,95.148
EST,2015,0,5.512,94.384
EST,2016,0,5.436,94.487
EST,2017,0,7.853,92.112
EST,2018,0,5.771,93.983
EST,2019,0,7.296,92.399
,1965,0.442,6.861,92.697
,1966,0.563,7.173,92.265
,1967,0.633,6.973,92.394
,1968,0.672,6.78,92.548
,1969,0.761,6.231,93.007
,1970,0.775,6.143,93.082
,1971,0.861,6.042,93.096
,1972,1.091,5.996,92.913
,1973,1.137,5.761,93.102
,1974,1.354,6.313,92.333
,1975,1.826,6.513,91.66
,1976,2.016,5.707,92.277
,1977,2.352,6.777,90.871
,1978,2.547,6.523,90.929
,1979,2.738,6.614,90.648
,1980,3.281,6.597,90.122
,1981,4.554,6.853,88.593
,1982,5.115,6.912,87.973
,1983,5.98,7.052,86.968
,1984,7.409,6.951,85.64
,1985,8.155,6.027,85.819
,1986,8.519,5.756,85.725
,1987,8.69,6.132,85.178
,1988,9.464,6.503,84.033
,1989,9.955,5.701,84.344
,1990,9.945,5.807,84.248
,1991,10.355,6.021,83.623
,1992,10.745,6.418,82.838
,1993,11.394,6.83,81.775
,1994,11.539,7.087,81.374
,1995,11.613,7.087,81.3
,1996,11.941,6.721,81.338
,1997,12.121,7.075,80.804
,1998,11.904,7.402,80.693
,1999,12.034,7.546,80.42
,2000,11.99,7.836,80.174
,2001,12.147,7.718,80.135
,2002,12.272,7.346,80.382
,2003,12.08,6.978,80.942
,2004,12.022,7.567,80.411
,2005,11.758,7.799,80.444
,2006,11.561,7.908,80.531
,2007,11.05,8.398,80.552
,2008,11.029,9.122,79.85
,2009,11.092,10.031,78.878
,2010,10.923,10.81,78.267
,2011,11.026,10.884,78.09
,2012,10.725,12.266,77.009
,2013,10.643,13.273,76.084
,2014,11.077,14.032,74.891
,2015,10.653,14.612,74.734
,2016,10.166,14.654,75.179
,2017,9.94,14.609,75.451
,2018,9.879,15.657,74.449
,2019,9.875,16.491,73.612
FIN,1965,0,22.846,77.154
FIN,1966,0,22.266,77.734
FIN,1967,0,23.723,76.277
FIN,1968,0,19.666,80.334
FIN,1969,0,14.871,85.129
FIN,1970,0,14.698,85.302
FIN,1971,0,16.066,83.934
FIN,1972,0,14.797,85.203
FIN,1973,0,13.676,86.324
FIN,1974,0,17.157,82.843
FIN,1975,0,16.222,83.778
FIN,1976,0,11.846,88.154
FIN,1977,3.128,14.424,82.448
FIN,1978,3.69,11.157,85.153
FIN,1979,7.058,11.46,81.483
FIN,1980,7.382,10.815,81.803
FIN,1981,15.328,14.372,70.3
FIN,1982,17.76,13.954,68.286
FIN,1983,18.954,14.629,66.417
FIN,1984,19.358,13.688,66.954
FIN,1985,18.617,12.132,69.251
FIN,1986,18.422,12.047,69.531
FIN,1987,18.025,12.746,69.23
FIN,1988,18.055,12.424,69.521
FIN,1989,17.545,12.059,70.396
FIN,1990,16.577,13.914,69.509
FIN,1991,16.497,15.494,68.01
FIN,1992,16.379,17.179,66.442
FIN,1993,16.747,16.449,66.804
FIN,1994,15.518,14.681,69.801
FIN,1995,16.116,16.499,67.385
FIN,1996,15.843,14.281,69.876
FIN,1997,16.84,15.816,67.345
FIN,1998,17.024,18.722,64.254
FIN,1999,18.235,16.559,65.205
FIN,2000,17.711,18.144,64.145
FIN,2001,17.434,16.243,66.323
FIN,2002,16.79,14.71,68.501
FIN,2003,15.87,13.09,71.04
FIN,2004,15.904,17.682,66.413
FIN,2005,17.82,17.579,64.601
FIN,2006,16.277,15.702,68.021
FIN,2007,16.584,16.985,66.431
FIN,2008,16.742,20.252,63.006
FIN,2009,18.378,17.222,64.4
FIN,2010,16.266,17.453,66.281
FIN,2011,17.666,18.786,63.548
FIN,2012,17.973,22.666,59.361
FIN,2013,18.242,20.228,61.529
FIN,2014,18.802,22.241,58.957
FIN,2015,18.581,25.632,55.786
FIN,2016,17.986,23.812,58.202
FIN,2017,17.898,25.597,56.505
FIN,2018,17.067,25.598,57.335
FIN,2019,18.618,26.148,55.234
FRA,1965,0.191,10.008,89.8
FRA,1966,0.291,10.971,88.738
FRA,1967,0.406,9.003,90.59
FRA,1968,0.572,9.528,89.899
FRA,1969,0.606,9.092,90.302
FRA,1970,0.885,8.998,90.117
FRA,1971,1.39,7.485,91.126
FRA,1972,2.033,7.014,90.953
FRA,1973,1.892,6.316,91.792
FRA,1974,1.923,7.555,90.522
FRA,1975,2.533,8.542,88.925
FRA,1976,2.055,6.499,91.446
FRA,1977,2.311,10.01,87.679
FRA,1978,3.753,8.599,87.648
FRA,1979,4.783,8.128,87.089
FRA,1980,7.428,8.61,83.961
FRA,1981,12.917,9.037,78.046
FRA,1982,13.874,9.184,76.942
FRA,1983,17.941,8.83,73.229
FRA,1984,23.022,8.104,68.874
FRA,1985,26.124,7.473,66.403
FRA,1986,28.925,7.36,63.715
FRA,1987,29.688,8.144,62.168
FRA,1988,30.416,8.709,60.876
FRA,1989,33.092,5.301,61.607
FRA,1990,33.19,5.894,60.916
FRA,1991,32.94,5.935,61.125
FRA,1992,33.392,7.017,59.591
FRA,1993,36.333,6.612,57.055
FRA,1994,36,8.136,55.864
FRA,1995,36.84,7.43,55.73
FRA,1996,37.396,6.534,56.07
FRA,1997,37.735,6.459,55.806
FRA,1998,36.171,6.138,57.691
FRA,1999,36.137,7.014,56.849
FRA,2000,37.572,6.401,56.027
FRA,2001,37.416,7.028,55.556
FRA,2002,38.944,5.852,55.203
FRA,2003,38.673,5.644,55.683
FRA,2004,38.735,5.651,55.615
FRA,2005,38.987,5.077,55.936
FRA,2006,38.952,5.655,55.393
FRA,2007,38.491,6.304,55.205
FRA,2008,38.121,7.27,54.608
FRA,2009,37.408,7.34,55.252
FRA,2010,37.763,7.824,54.414
FRA,2011,40.308,6.826,52.866
FRA,2012,38.579,8.576,52.845
FRA,2013,37.866,9.718,52.416
FRA,2014,40.512,9.715,49.774
FRA,2015,40.145,9.403,50.452
FRA,2016,37.394,10.243,52.363
FRA,2017,36.96,9.657,53.382
FRA,2018,37.511,11.256,51.233
FRA,2019,36.788,11.733,51.479
DEU,1965,0.011,1.518,98.471
DEU,1966,0.025,1.638,98.337
DEU,1967,0.115,1.559,98.326
DEU,1968,0.155,1.482,98.363
DEU,1969,0.401,1.115,98.484
DEU,1970,0.5,1.421,98.079
DEU,1971,0.474,1.103,98.423
DEU,1972,0.702,1.049,98.249
DEU,1973,0.844,1.135,98.02
DEU,1974,1.026,1.328,97.645
DEU,1975,1.783,1.344,96.873
DEU,1976,2.045,1.047,96.908
DEU,1977,2.864,1.307,95.829
DEU,1978,2.94,1.319,95.742
DEU,1979,3.305,1.259,95.436
DEU,1980,3.649,1.381,94.97
DEU,1981,4.441,1.472,94.087
DEU,1982,5.229,1.513,93.258
DEU,1983,5.408,1.403,93.189
DEU,1984,6.971,1.345,91.684
DEU,1985,9.002,1.237,89.762
DEU,1986,8.543,1.32,90.137
DEU,1987,9.201,1.415,89.384
DEU,1988,10.149,1.406,88.445
DEU,1989,10.575,1.309,88.115
DEU,1990,10.135,1.252,88.613
DEU,1991,10.04,1.187,88.774
DEU,1992,11.039,1.424,87.536
DEU,1993,10.718,1.481,87.8
DEU,1994,10.659,1.628,87.714
DEU,1995,10.808,1.768,87.424
DEU,1996,10.972,1.573,87.455
DEU,1997,11.717,1.688,86.595
DEU,1998,11.205,1.883,86.913
DEU,1999,11.957,2.132,85.911
DEU,2000,11.854,2.802,85.343
DEU,2001,11.689,2.753,85.558
DEU,2002,11.325,3.279,85.396
DEU,2003,11.279,3.318,85.403
DEU,2004,11.354,4.121,84.526
DEU,2005,11.145,4.782,84.073
DEU,2006,11.096,5.544,83.36
DEU,2007,9.675,7.022,83.303
DEU,2008,10.079,7.137,82.784
DEU,2009,9.688,7.705,82.607
DEU,2010,9.626,8.044,82.33
DEU,2011,7.63,9.675,82.696
DEU,2012,6.899,10.901,82.2
DEU,2013,6.523,11.048,82.429
DEU,2014,6.759,12.221,81.021
DEU,2015,6.238,13.671,80.091
DEU,2016,5.626,13.436,80.938
DEU,2017,4.983,14.958,80.059
DEU,2018,5.06,15.853,79.087
DEU,2019,5.093,17.485,77.422
GRC,1965,0,2.816,97.184
GRC,1966,0,5.566,94.434
GRC,1967,0,4.849,95.151
GRC,1968,0,3.843,96.157
GRC,1969,0,5.47,94.53
GRC,1970,0,6.318,93.682
GRC,1971,0,5.332,94.668
GRC,1972,0,4.796,95.204
GRC,1973,0,3.459,96.541
GRC,1974,0,3.736,96.264
GRC,1975,0,2.828,97.172
GRC,1976,0,2.386,97.614
GRC,1977,0,2.354,97.646
GRC,1978,0,3.599,96.401
GRC,1979,0,4.894,95.106
GRC,1980,0,4.717,95.283
GRC,1981,0,4.831,95.169
GRC,1982,0,4.982,95.018
GRC,1983,0,3.252,96.748
GRC,1984,0,3.811,96.189
GRC,1985,0,3.535,96.465
GRC,1986,0,4.07,95.93
GRC,1987,0,3.198,96.802
GRC,1988,0,2.577,97.423
GRC,1989,0,1.908,98.092
GRC,1990,0,1.688,98.312
GRC,1991,0,2.933,97.067
GRC,1992,0,2.061,97.939
GRC,1993,0,2.138,97.862
GRC,1994,0,2.378,97.622
GRC,1995,0,3.102,96.898
GRC,1996,0,3.715,96.285
GRC,1997,0,3.232,96.768
GRC,1998,0,2.942,97.058
GRC,1999,0,3.698,96.302
GRC,2000,0,3.056,96.944
GRC,2001,0,2.127,97.873
GRC,2002,0,2.568,97.432
GRC,2003,0,3.998,96.002
GRC,2004,0,3.983,96.017
GRC,2005,0,4.261,95.739
GRC,2006,0,4.911,94.963
GRC,2007,0,2.864,96.909
GRC,2008,0,3.694,96.116
GRC,2009,0,5.402,94.375
GRC,2010,0,7.252,92.365
GRC,2011,0,5.725,93.949
GRC,2012,0,7.498,92.086
GRC,2013,0,11.128,88.383
GRC,2014,0,9.972,89.463
GRC,2015,0,12.008,87.401
GRC,2016,0,12.17,87.202
GRC,2017,0,10.642,88.76
GRC,2018,0,12.443,86.951
GRC,2019,0,12.112,87.267
HKG,1965,0,0,100
HKG,1966,0,0,100
HKG,1967,0,0,100
HKG,1968,0,0,100
HKG,1969,0,0,100
HKG,1970,0,0,100
HKG,1971,0,0,100
HKG,1972,0,0,100
HKG,1973,0,0,100
HKG,1974,0,0,100
HKG,1975,0,0,100
HKG,1976,0,0,100
HKG,1977,0,0,100
HKG,1978,0,0,100
HKG,1979,0,0,100
HKG,1980,0,0,100
HKG,1981,0,0,100
HKG,1982,0,0,100
HKG,1983,0,0,100
HKG,1984,0,0,100
HKG,1985,0,0,100
HKG,1986,0,0,100
HKG,1987,0,0,100
HKG,1988,0,0,100
HKG,1989,0,0,100
HKG,1990,0,0,100
HKG,1991,0,0,100
HKG,1992,0,0,100
HKG,1993,0,0,100
HKG,1994,0,0,100
HKG,1995,0,0,100
HKG,1996,0,0,100
HKG,1997,0,0,100
HKG,1998,0,0,100
HKG,1999,0,0,100
HKG,2000,0,0,100
HKG,2001,0,0,100
HKG,2002,0,0,100
HKG,2003,0,0,100
HKG,2004,0,0,100
HKG,2005,0,0,100
HKG,2006,0,0.001,99.999
HKG,2007,0,0.001,99.999
HKG,2008,0,0.001,99.999
HKG,2009,0,0.001,99.999
HKG,2010,0,0.076,99.911
HKG,2011,0,0.063,99.845
HKG,2012,0,0.074,99.909
HKG,2013,0,0.074,99.877
HKG,2014,0,0.084,99.889
HKG,2015,0,0.08,99.901
HKG,2016,0,0.077,99.91
HKG,2017,0,0.076,99.911
HKG,2018,0,0.069,99.917
HKG,2019,0,0.08,99.901
HUN,1965,0,0.113,99.887
HUN,1966,0,0.148,99.852
HUN,1967,0,0.127,99.873
HUN,1968,0,0.133,99.867
HUN,1969,0,0.133,99.867
HUN,1970,0,0.114,99.886
HUN,1971,0,0.121,99.879
HUN,1972,0,0.134,99.866
HUN,1973,0,0.114,99.886
HUN,1974,0,0.088,99.912
HUN,1975,0,0.168,99.832
HUN,1976,0,0.159,99.841
HUN,1977,0,0.137,99.863
HUN,1978,0,0.118,99.882
HUN,1979,0,0.126,99.874
HUN,1980,0,0.097,99.903
HUN,1981,0,0.146,99.854
HUN,1982,0,0.138,99.862
HUN,1983,2.186,0.137,97.677
HUN,1984,3.241,0.156,96.603
HUN,1985,5.406,0.129,94.465
HUN,1986,6.224,0.129,93.647
HUN,1987,8.821,0.136,91.044
HUN,1988,11.055,0.139,88.806
HUN,1989,11.727,0.133,88.14
HUN,1990,11.725,0.167,88.109
HUN,1991,12.534,0.199,87.267
HUN,1992,13.524,0.198,86.279
HUN,1993,13.554,0.201,86.245
HUN,1994,13.623,0.2,86.178
HUN,1995,13.513,0.211,86.276
HUN,1996,13.42,0.243,86.337
HUN,1997,13.596,0.262,86.142
HUN,1998,13.43,0.207,86.363
HUN,1999,13.546,0.236,86.218
HUN,2000,14.079,0.241,85.68
HUN,2001,13.546,0.246,86.208
HUN,2002,13.487,0.229,86.284
HUN,2003,10.506,0.321,89.173
HUN,2004,11.214,0.881,87.905
HUN,2005,12.111,1.637,86.241
HUN,2006,11.887,1.318,86.751
HUN,2007,13.063,1.676,85.144
HUN,2008,13.305,2.116,83.923
HUN,2009,15.009,2.817,81.439
HUN,2010,14.932,2.855,81.466
HUN,2011,14.845,2.563,81.905
HUN,2012,16.006,2.683,80.595
HUN,2013,16.292,2.955,80.091
HUN,2014,16.445,3.311,79.328
HUN,2015,15.75,3.212,80.233
HUN,2016,15.613,3.169,80.373
HUN,2017,14.834,3.208,81.247
HUN,2018,14.315,3.404,81.452
HUN,2019,14.619,4.017,80.619
ISL,1965,0,23.831,76.169
ISL,1966,0,22.105,77.895
ISL,1967,0,23.785,76.215
ISL,1968,0,23.237,76.763
ISL,1969,0,29.315,70.685
ISL,1970,0,40.186,59.814
ISL,1971,0,40.203,59.797
ISL,1972,0,41.097,58.903
ISL,1973,0,43.535,56.465
ISL,1974,0,45.894,54.106
ISL,1975,0,47.011,52.989
ISL,1976,0,48.465,51.535
ISL,1977,0,49.052,50.948
ISL,1978,0,48.594,51.406
ISL,1979,0,50.933,49.067
ISL,1980,0,54.423,45.577
ISL,1981,0,55.27,44.73
ISL,1982,0,60.023,39.977
ISL,1983,0,61.32,38.68
ISL,1984,0,60.607,39.393
ISL,1985,0,60.024,39.976
ISL,1986,0,60.715,39.285
ISL,1987,0,60.199,39.801
ISL,1988,0,60.681,39.319
ISL,1989,0,59.397,40.603
ISL,1990,0,58.891,41.109
ISL,1991,0,60.115,39.885
ISL,1992,0,59.552,40.448
ISL,1993,0,59.615,40.385
ISL,1994,0,59.611,40.389
ISL,1995,0,60.16,39.84
ISL,1996,0,58.376,41.624
ISL,1997,0,60.845,39.155
ISL,1998,0,63.259,36.741
ISL,1999,0,66.128,33.872
ISL,2000,0,66.581,33.419
ISL,2001,0,68.461,31.539
ISL,2002,0,68.57,31.43
ISL,2003,0,68.49,31.51
ISL,2004,0,67.693,32.307
ISL,2005,0,67.457,32.543
ISL,2006,0,69.839,30.161
ISL,2007,0,73.328,26.672
ISL,2008,0,80.334,19.666
ISL,2009,0,81.746,18.254
ISL,2010,0,82.334,17.666
ISL,2011,0,82.545,17.452
ISL,2012,0,82.835,17.162
ISL,2013,0,82.367,17.588
ISL,2014,0,82.011,17.905
ISL,2015,0,81.019,18.744
ISL,2016,0,79.078,20.657
ISL,2017,0,77.943,21.78
ISL,2018,0,77.4,22.277
ISL,2019,0,79.08,20.59
IND,1965,0,8.643,91.357
IND,1966,0,8.758,91.242
IND,1967,0,9.507,90.493
IND,1968,0,10.267,89.733
IND,1969,0.26,10.283,89.457
IND,1970,0.479,11.151,88.37
IND,1971,0.343,11.763,87.894
IND,1972,0.309,10.844,88.846
IND,1973,0.641,11.316,88.043
IND,1974,0.556,10.271,89.172
IND,1975,0.617,11.421,87.962
IND,1976,0.729,11.392,87.879
IND,1977,0.481,11.753,87.766
IND,1978,0.566,14.048,85.386
IND,1979,0.556,12.826,86.618
IND,1980,0.563,12.743,86.694
IND,1981,0.512,12.261,87.227
IND,1982,0.451,10.437,89.111
IND,1983,0.612,9.558,89.83
IND,1984,0.753,10.001,89.247
IND,1985,0.795,9.14,90.065
IND,1986,0.827,8.662,90.511
IND,1987,0.824,7.582,91.594
IND,1988,0.865,7.771,91.364
IND,1989,0.524,8.257,91.219
IND,1990,0.776,8.07,91.154
IND,1991,0.623,8.534,90.842
IND,1992,0.701,7.693,91.606
IND,1993,0.665,7.592,91.743
IND,1994,0.502,8.193,91.306
IND,1995,0.718,7.261,92.021
IND,1996,0.761,6.408,92.831
IND,1997,0.865,6.198,92.937
IND,1998,0.921,6.965,92.114
IND,1999,1.004,6.733,92.263
IND,2000,1.182,6.024,92.794
IND,2001,1.399,5.653,92.948
IND,2002,1.362,5.129,93.509
IND,2003,1.221,5.033,93.746
IND,2004,1.325,6.817,91.857
IND,2005,1.036,6.293,92.671
IND,2006,0.975,7.06,91.965
IND,2007,0.901,7.171,91.928
IND,2008,0.724,6.611,92.665
IND,2009,0.738,5.898,93.365
IND,2010,0.961,5.937,93.103
IND,2011,1.259,6.795,91.946
IND,2012,1.224,6.111,92.666
IND,2013,1.177,6.652,92.171
IND,2014,1.141,6.652,92.208
IND,2015,1.213,6.295,92.492
IND,2016,1.141,6.292,92.567
IND,2017,1.075,6.764,92.161
IND,2018,1.049,7.066,91.885
IND,2019,1.182,7.781,91.037
IDN,1965,0,6.022,93.978
IDN,1966,0,7.898,92.102
IDN,1967,0,8.981,91.019
IDN,1968,0,10.412,89.588
IDN,1969,0,9.643,90.357
IDN,1970,0,10.946,89.054
IDN,1971,0,3.768,96.232
IDN,1972,0,3.176,96.824
IDN,1973,0,3.554,96.446
IDN,1974,0,3.674,96.326
IDN,1975,0,3.146,96.854
IDN,1976,0,1.756,98.244
IDN,1977,0,2.209,97.791
IDN,1978,0,1.424,98.576
IDN,1979,0,1.387,98.613
IDN,1980,0,1.174,98.826
IDN,1981,0,1.077,98.923
IDN,1982,0,1.153,98.847
IDN,1983,0,1.634,98.366
IDN,1984,0,1.647,98.353
IDN,1985,0,1.894,98.106
IDN,1986,0,2.751,97.249
IDN,1987,0,2.677,97.323
IDN,1988,0,2.786,97.214
IDN,1989,0,3.141,96.859
IDN,1990,0,3.46,96.54
IDN,1991,0,3.542,96.458
IDN,1992,0,4.093,95.907
IDN,1993,0,3.604,96.396
IDN,1994,0,3.237,96.763
IDN,1995,0,3.33,96.67
IDN,1996,0,3.318,96.682
IDN,1997,0,2.352,97.648
IDN,1998,0,3.802,96.198
IDN,1999,0,3.655,96.345
IDN,2000,0,3.494,96.506
IDN,2001,0,3.897,96.103
IDN,2002,0,3.39,96.61
IDN,2003,0,2.978,97.022
IDN,2004,0,3.155,96.845
IDN,2005,0,3.247,96.753
IDN,2006,0,2.99,97.01
IDN,2007,0,3.139,96.861
IDN,2008,0,3.421,96.579
IDN,2009,0,3.515,96.485
IDN,2010,0,4.105,95.895
IDN,2011,0,3.133,96.867
IDN,2012,0,3.155,96.845
IDN,2013,0,3.674,96.326
IDN,2014,0,4.128,95.872
IDN,2015,0,3.506,96.494
