Code,Year,Access to electricity (% of population),IDEL
GUY,2008,79.01815796,2008GUY
GUY,2009,77.6,2009GUY
GUY,2010,80.25813293,2010GUY
GUY,2011,80.90215302,2011GUY
GUY,2012,81.55818939,2012GUY
GUY,2013,82.22323608,2013GUY
GUY,2014,86.9,2014GUY
GUY,2015,83.56835175,2015GUY
GUY,2016,84.24290466,2016GUY
HTI,1990,28.00139809,1990HTI
HTI,1991,28.4739666,1991HTI
HTI,1992,28.94602776,1992HTI
HTI,1993,29.41502762,1993HTI
HTI,1994,29.87791061,1994HTI
HTI,1995,31.3,1995HTI
HTI,1996,30.77308464,1996HTI
HTI,1997,31.1992569,1997HTI
HTI,1998,31.60707664,1998HTI
HTI,1999,31.99348068,1999HTI
HTI,2000,33.7,2000HTI
HTI,2001,31.542382,2001HTI
HTI,2002,33.03467178,2002HTI
HTI,2003,31.6,2003HTI
HTI,2004,33.68727493,2004HTI
HTI,2005,34.01931,2005HTI
HTI,2006,33.9,2006HTI
HTI,2007,34.72515488,2007HTI
HTI,2008,35.10958099,2008HTI
HTI,2009,35.51503754,2009HTI
HTI,2010,35.93851852,2010HTI
HTI,2011,36.37701416,2011HTI
HTI,2012,37.9,2012HTI
HTI,2013,37.28705597,2013HTI
HTI,2014,37.75259018,2014HTI
HTI,2015,38.22112656,2015HTI
HTI,2016,38.69016647,2016HTI
,1990,10.51412904,1990
,1991,10.81989727,1991
,1992,11.71657986,1992
,1993,12.03780193,1993
,1994,12.61980045,1994
,1995,13.61698218,1995
,1996,14.68007195,1996
,1997,15.27028283,1997
,1998,16.35826292,1998
,1999,16.98570894,1999
,2000,18.31082939,2000
,2001,18.68118656,2001
,2002,19.30788778,2002
,2003,20.66878794,2003
,2004,21.66329573,2004
,2005,21.80433387,2005
,2006,23.61147591,2006
,2007,25.45487096,2007
,2008,26.01405106,2008
,2009,26.56192563,2009
,2010,27.88910528,2010
,2011,28.26713314,2011
,2012,30.96688344,2012
,2013,31.50056368,2013
,2014,34.05491563,2014
,2015,34.46068303,2015
,2016,38.53141205,2016
,1990,99.45072778,1990
,1991,99.50173647,1991
,1992,99.52291027,1992
,1993,99.54647985,1993
,1994,99.56939013,1994
,1995,99.57740102,1995
,1996,99.6278513,1996
,1997,99.65329435,1997
,1998,99.6836886,1998
,1999,99.69289528,1999
,2000,99.72568876,2000
,2001,99.73077681,2001
,2002,99.74677003,2002
,2003,99.79378569,2003
,2004,99.78495427,2004
,2005,99.80238106,2005
,2006,99.83608038,2006
,2007,99.84083136,2007
,2008,99.86159647,2008
,2009,99.89131954,2009
,2010,99.9027453,2010
,2011,99.92730682,2011
,2012,99.94733458,2012
,2013,99.95029573,2013
,2014,99.96881561,2014
,2015,99.96881426,2015
,2016,99.97673914,2016
HND,1990,54.74451828,1990HND
HND,1991,54.781937,1991HND
HND,1992,58.913112,1992HND
HND,1993,61.100156,1993HND
HND,1994,64.733947,1994HND
HND,1995,66.122022,1995HND
HND,1996,61.68112,1996HND
HND,1997,64.794754,1997HND
HND,1998,66.859519,1998HND
HND,1999,67.394103,1999HND
HND,2000,67.61672211,2000HND
HND,2001,68.81343079,2001HND
HND,2002,63.141137,2002HND
HND,2003,65.090464,2003HND
HND,2004,67.113528,2004HND
HND,2005,68.903309,2005HND
HND,2006,71.266448,2006HND
HND,2007,73.548187,2007HND
HND,2008,76.396899,2008HND
HND,2009,78.269685,2009HND
HND,2010,80.984668,2010HND
HND,2011,82.195298,2011HND
HND,2012,83.607727,2012HND
HND,2013,87.184881,2013HND
HND,2014,88.653773,2014HND
HND,2015,89.98171,2015HND
HND,2016,87.57662964,2016HND
HKG,1990,100,1990HKG
HKG,1991,100,1991HKG
HKG,1992,100,1992HKG
HKG,1993,100,1993HKG
HKG,1994,100,1994HKG
HKG,1995,100,1995HKG
HKG,1996,100,1996HKG
HKG,1997,100,1997HKG
HKG,1998,100,1998HKG
HKG,1999,100,1999HKG
HKG,2000,100,2000HKG
HKG,2001,100,2001HKG
HKG,2002,100,2002HKG
HKG,2003,100,2003HKG
HKG,2004,100,2004HKG
HKG,2005,100,2005HKG
HKG,2006,100,2006HKG
HKG,2007,100,2007HKG
HKG,2008,100,2008HKG
HKG,2009,100,2009HKG
HKG,2010,100,2010HKG
HKG,2011,100,2011HKG
HKG,2012,100,2012HKG
HKG,2013,100,2013HKG
HKG,2014,100,2014HKG
HKG,2015,100,2015HKG
HKG,2016,100,2016HKG
HUN,1990,100,1990HUN
HUN,1991,100,1991HUN
HUN,1992,100,1992HUN
HUN,1993,100,1993HUN
HUN,1994,100,1994HUN
HUN,1995,100,1995HUN
HUN,1996,100,1996HUN
HUN,1997,100,1997HUN
HUN,1998,100,1998HUN
HUN,1999,100,1999HUN
HUN,2000,100,2000HUN
HUN,2001,100,2001HUN
HUN,2002,100,2002HUN
HUN,2003,100,2003HUN
HUN,2004,100,2004HUN
HUN,2005,100,2005HUN
HUN,2006,100,2006HUN
HUN,2007,100,2007HUN
HUN,2008,100,2008HUN
HUN,2009,100,2009HUN
HUN,2010,100,2010HUN
HUN,2011,100,2011HUN
HUN,2012,100,2012HUN
HUN,2013,100,2013HUN
HUN,2014,100,2014HUN
HUN,2015,100,2015HUN
HUN,2016,100,2016HUN
,1990,76.11655122,1990
,1991,76.21381055,1991
,1992,77.64056425,1992
,1993,78.55773193,1993
,1994,78.97510139,1994
,1995,79.79474729,1995
,1996,80.74089925,1996
,1997,81.8299886,1997
,1998,82.57529581,1998
,1999,83.98852956,1999
,2000,84.08818822,2000
,2001,83.31699662,2001
,2002,85.50337792,2002
,2003,86.10819662,2003
,2004,86.46729224,2004
,2005,87.29756033,2005
,2006,88.18715656,2006
,2007,88.76832868,2007
,2008,89.55572589,2008
,2009,90.76458473,2009
,2010,91.45778546,2010
,2011,89.19618447,2011
,2012,92.85022833,2012
,2013,92.91618211,2013
,2014,93.34570455,2014
,2015,95.43290453,2015
,2016,94.55677887,2016
,1990,65.99173954,1990
,1991,66.29906824,1991
,1992,67.54593033,1992
,1993,68.37819194,1993
,1994,68.76587505,1994
,1995,69.59590114,1995
,1996,70.54036322,1996
,1997,71.41218842,1997
,1998,72.23109527,1998
,1999,73.58236698,1999
,2000,73.7418512,2000
,2001,73.2429018,2001
,2002,75.07867033,2002
,2003,75.85606594,2003
,2004,76.05702341,2004
,2005,76.89960504,2005
,2006,77.89772813,2006
,2007,78.54450929,2007
,2008,79.18299356,2008
,2009,80.30676749,2009
,2010,80.70315573,2010
,2011,79.48870463,2011
,2012,82.54762892,2012
,2013,82.6988908,2013
,2014,83.33492472,2014
,2015,84.92723523,2015
,2016,85.31517679,2016
,1990,43.75052856,1990
,1991,45.79831391,1991
,1992,47.64845503,1992
,1993,49.2026263,1993
,1994,49.88796772,1994
,1995,51.13979988,1995
,1996,52.30284587,1996
,1997,53.36592623,1997
,1998,53.86434176,1998
,1999,56.71813009,1999
,2000,56.43987162,2000
,2001,58.04869624,2001
,2002,58.51633965,2002
,2003,61.48145975,2003
,2004,60.49894143,2004
,2005,62.07083597,2005
,2006,62.45594169,2006
,2007,65.17444949,2007
,2008,64.51514049,2008
,2009,66.35050927,2009
,2010,64.38703506,2010
,2011,68.65539252,2011
,2012,68.79666166,2012
,2013,69.74974646,2013
,2014,71.17581581,2014
,2015,69.57506444,2015
,2016,75.52734171,2016
,1990,14.39239136,1990
,1991,15.80672274,1991
,1992,16.37750338,1992
,1993,17.07657906,1993
,1994,17.87856038,1994
,1995,19.28640449,1995
,1996,20.82464123,1996
,1997,21.04982391,1997
,1998,23.13006436,1998
,1999,24.06953926,1999
,2000,25.4979581,2000
,2001,26.15746904,2001
,2002,27.5136809,2002
,2003,28.85675364,2003
,2004,29.53367965,2004
,2005,30.78958348,2005
,2006,33.33652056,2006
,2007,33.97473725,2007
,2008,35.17793935,2008
,2009,36.19205298,2009
,2010,36.97853889,2010
,2011,38.70106457,2011
,2012,40.78557032,2012
,2013,41.54468874,2013
,2014,43.33648085,2014
,2015,44.85274696,2015
,2016,48.75155635,2016
,1990,24.25452972,1990
,1991,25.8760152,1991
,1992,26.86624229,1992
,1993,27.83870729,1993
,1994,28.58643907,1994
,1995,29.92736444,1995
,1996,31.32877043,1996
,1997,31.82350857,1997
,1998,33.36793098,1998
,1999,34.93326573,1999
,2000,35.78098841,2000
,2001,36.73980243,2001
,2002,37.78431867,2002
,2003,39.64706048,2003
,2004,39.76033007,2004
,2005,41.1089002,2005
,2006,42.93491277,2006
,2007,44.25423595,2007
,2008,44.84271148,2008
,2009,46.12889708,2009
,2010,46.01688836,2010
,2011,48.58861996,2011
,2012,50.06675198,2012
,2013,50.89642701,2013
,2014,52.57310488,2014
,2015,53.05962171,2015
,2016,57.64314558,2016
ISL,1990,100,1990ISL
ISL,1991,100,1991ISL
ISL,1992,100,1992ISL
ISL,1993,100,1993ISL
ISL,1994,100,1994ISL
ISL,1995,100,1995ISL
ISL,1996,100,1996ISL
ISL,1997,100,1997ISL
ISL,1998,100,1998ISL
ISL,1999,100,1999ISL
ISL,2000,100,2000ISL
ISL,2001,100,2001ISL
ISL,2002,100,2002ISL
ISL,2003,100,2003ISL
ISL,2004,100,2004ISL
ISL,2005,100,2005ISL
ISL,2006,100,2006ISL
ISL,2007,100,2007ISL
ISL,2008,100,2008ISL
ISL,2009,100,2009ISL
ISL,2010,100,2010ISL
ISL,2011,100,2011ISL
ISL,2012,100,2012ISL
ISL,2013,100,2013ISL
ISL,2014,100,2014ISL
ISL,2015,100,2015ISL
ISL,2016,100,2016ISL
IND,1990,43.29156113,1990IND
IND,1991,44.93899536,1991IND
IND,1992,46.58592224,1992IND
IND,1993,50.9,1993IND
IND,1994,49.86753464,1994IND
IND,1995,51.49610519,1995IND
IND,1996,53.1124382,1996IND
IND,1997,54.71347427,1997IND
IND,1998,56.29615784,1998IND
IND,1999,60.1,1999IND
IND,2000,59.39574432,2000IND
IND,2001,55.8,2001IND
IND,2002,62.3,2002IND
IND,2003,63.92449188,2003IND
IND,2004,64.4,2004IND
IND,2005,66.93244934,2005IND
IND,2006,67.9,2006IND
IND,2007,69.98802185,2007IND
IND,2008,71.5473175,2008IND
IND,2009,75,2009IND
IND,2010,76.3,2010IND
IND,2011,67.6,2011IND
IND,2012,79.9,2012IND
IND,2013,79.59911346,2013IND
IND,2014,81.23950958,2014IND
IND,2015,88,2015IND
IND,2016,84.52681732,2016IND
IDN,1990,61.70114517,1990IDN
IDN,1991,48.9,1991IDN
IDN,1992,65.10918427,1992IDN
IDN,1993,55.43,1993IDN
IDN,1994,62.8,1994IDN
IDN,1995,66.86,1995IDN
IDN,1996,72.39,1996IDN
IDN,1997,80.3,1997IDN
IDN,1998,80.94,1998IDN
IDN,1999,83.73,1999IDN
IDN,2000,86.3,2000IDN
IDN,2001,86.26,2001IDN
IDN,2002,87.6,2002IDN
IDN,2003,87.94,2003IDN
IDN,2004,89.01,2004IDN
IDN,2005,86.19462585,2005IDN
IDN,2006,90.62,2006IDN
IDN,2007,91.1,2007IDN
IDN,2008,92.73,2008IDN
IDN,2009,93.55,2009IDN
IDN,2010,94.15,2010IDN
IDN,2011,94.83,2011IDN
IDN,2012,96,2012IDN
IDN,2013,96.46425831,2013IDN
IDN,2014,97.01,2014IDN
IDN,2015,97.53736744,2015IDN
IDN,2016,97.62,2016IDN
IRN,1990,95.57950592,1990IRN
IRN,1991,95.83211517,1991IRN
IRN,1992,96.08421326,1992IRN
IRN,1993,96.33325958,1993IRN
IRN,1994,96.5761795,1994IRN
IRN,1995,96.80992889,1995IRN
IRN,1996,97.03143311,1996IRN
IRN,1997,97.23764801,1997IRN
IRN,1998,97.42551422,1998IRN
IRN,1999,97.59195709,1999IRN
IRN,2000,97.9,2000IRN
IRN,2001,97.86053467,2001IRN
IRN,2002,97.97327423,2002IRN
IRN,2003,98.07955933,2003IRN
IRN,2004,98.19033813,2004IRN
IRN,2005,98.30693817,2005IRN
IRN,2006,98.4,2006IRN
IRN,2007,98.57985687,2007IRN
IRN,2008,98.7438736,2008IRN
IRN,2009,98.9274292,2009IRN
IRN,2010,99.12870789,2010IRN
IRN,2011,99.3441925,2011IRN
IRN,2012,99.56376648,2012IRN
IRN,2013,99.76177979,2013IRN
IRN,2014,100,2014IRN
IRN,2015,99.97505188,2015IRN
IRN,2016,100,2016IRN
IRQ,1990,93.48020935,1990IRQ
IRQ,1991,93.80567932,1991IRQ
IRQ,1992,94.13063812,1992IRQ
IRQ,1993,94.45253754,1993IRQ
IRQ,1994,94.76832581,1994IRQ
IRQ,1995,95.07492828,1995IRQ
IRQ,1996,95.36929321,1996IRQ
IRQ,1997,95.64836884,1997IRQ
IRQ,1998,95.90908813,1998IRQ
IRQ,1999,96.14839172,1999IRQ
IRQ,2000,96.36474609,2000IRQ
IRQ,2001,96.56269073,2001IRQ
IRQ,2002,96.74828339,2002IRQ
IRQ,2003,96.92759705,2003IRQ
IRQ,2004,97.10668945,2004IRQ
IRQ,2005,97.29161835,2005IRQ
IRQ,2006,97.62211156,2006IRQ
IRQ,2007,98.1,2007IRQ
IRQ,2008,97.94059753,2008IRQ
IRQ,2009,98.21245575,2009IRQ
IRQ,2010,98.48660278,2010IRQ
IRQ,2011,98,2011IRQ
IRQ,2012,99.3,2012IRQ
IRQ,2013,99.37960052,2013IRQ
IRQ,2014,99.65541077,2014IRQ
IRQ,2015,99.86218262,2015IRQ
IRQ,2016,100,2016IRQ
IRL,1990,100,1990IRL
IRL,1991,100,1991IRL
IRL,1992,100,1992IRL
IRL,1993,100,1993IRL
IRL,1994,100,1994IRL
IRL,1995,100,1995IRL
IRL,1996,100,1996IRL
IRL,1997,100,1997IRL
IRL,1998,100,1998IRL
IRL,1999,100,1999IRL
IRL,2000,100,2000IRL
IRL,2001,100,2001IRL
IRL,2002,100,2002IRL
IRL,2003,100,2003IRL
IRL,2004,100,2004IRL
IRL,2005,100,2005IRL
IRL,2006,100,2006IRL
IRL,2007,100,2007IRL
IRL,2008,100,2008IRL
IRL,2009,100,2009IRL
IRL,2010,100,2010IRL
IRL,2011,100,2011IRL
IRL,2012,100,2012IRL
IRL,2013,100,2013IRL
IRL,2014,100,2014IRL
IRL,2015,100,2015IRL
IRL,2016,100,2016IRL
IMN,1990,100,1990IMN
IMN,1991,100,1991IMN
IMN,1992,100,1992IMN
IMN,1993,100,1993IMN
IMN,1994,100,1994IMN
IMN,1995,100,1995IMN
IMN,1996,100,1996IMN
IMN,1997,100,1997IMN
IMN,1998,100,1998IMN
IMN,1999,100,1999IMN
IMN,2000,100,2000IMN
IMN,2001,100,2001IMN
IMN,2002,100,2002IMN
IMN,2003,100,2003IMN
IMN,2004,100,2004IMN
IMN,2005,100,2005IMN
IMN,2006,100,2006IMN
IMN,2007,100,2007IMN
IMN,2008,100,2008IMN
IMN,2009,100,2009IMN
IMN,2010,100,2010IMN
IMN,2011,100,2011IMN
IMN,2012,100,2012IMN
IMN,2013,100,2013IMN
IMN,2014,100,2014IMN
IMN,2015,100,2015IMN
IMN,2016,100,2016IMN
ISR,1990,100,1990ISR
ISR,1991,100,1991ISR
ISR,1992,100,1992ISR
ISR,1993,100,1993ISR
ISR,1994,100,1994ISR
ISR,1995,100,1995ISR
ISR,1996,100,1996ISR
ISR,1997,100,1997ISR
ISR,1998,100,1998ISR
ISR,1999,100,1999ISR
ISR,2000,100,2000ISR
ISR,2001,100,2001ISR
ISR,2002,100,2002ISR
ISR,2003,100,2003ISR
ISR,2004,100,2004ISR
ISR,2005,100,2005ISR
ISR,2006,100,2006ISR
ISR,2007,100,2007ISR
ISR,2008,100,2008ISR
ISR,2009,100,2009ISR
ISR,2010,100,2010ISR
ISR,2011,100,2011ISR
ISR,2012,100,2012ISR
ISR,2013,100,2013ISR
ISR,2014,100,2014ISR
ISR,2015,100,2015ISR
ISR,2016,100,2016ISR
ITA,1990,100,1990ITA
ITA,1991,100,1991ITA
ITA,1992,100,1992ITA
ITA,1993,100,1993ITA
ITA,1994,100,1994ITA
ITA,1995,100,1995ITA
ITA,1996,100,1996ITA
ITA,1997,100,1997ITA
ITA,1998,100,1998ITA
ITA,1999,100,1999ITA
ITA,2000,100,2000ITA
ITA,2001,100,2001ITA
ITA,2002,100,2002ITA
ITA,2003,100,2003ITA
ITA,2004,100,2004ITA
ITA,2005,100,2005ITA
ITA,2006,100,2006ITA
ITA,2007,100,2007ITA
ITA,2008,100,2008ITA
ITA,2009,100,2009ITA
ITA,2010,100,2010ITA
ITA,2011,100,2011ITA
ITA,2012,100,2012ITA
ITA,2013,100,2013ITA
ITA,2014,100,2014ITA
ITA,2015,100,2015ITA
ITA,2016,100,2016ITA
JAM,1990,70.334586,1990JAM
JAM,1991,76.57942963,1991JAM
JAM,1992,77.50783539,1992JAM
JAM,1993,78.43318176,1993JAM
JAM,1994,79.35240936,1994JAM
JAM,1995,80.2624588,1995JAM
JAM,1996,85.706045,1996JAM
JAM,1997,82.04279327,1997JAM
JAM,1998,82.90695953,1998JAM
JAM,1999,84.554112,1999JAM
JAM,2000,84.56950378,2000JAM
JAM,2001,87.708112,2001JAM
JAM,2002,86.681291,2002JAM
JAM,2003,86.94269562,2003JAM
JAM,2004,87.72522736,2004JAM
JAM,2005,88.51361084,2005JAM
JAM,2006,89.31389618,2006JAM
JAM,2007,90.13214874,2007JAM
JAM,2008,92,2008JAM
JAM,2009,91.83472443,2009JAM
JAM,2010,92.7145462,2010JAM
JAM,2011,91.1,2011JAM
JAM,2012,93.1,2012JAM
JAM,2013,95.43212128,2013JAM
JAM,2014,96.35400391,2014JAM
JAM,2015,97.27888489,2015JAM
JAM,2016,98.20426941,2016JAM
JPN,1990,100,1990JPN
JPN,1991,100,1991JPN
JPN,1992,100,1992JPN
JPN,1993,100,1993JPN
JPN,1994,100,1994JPN
JPN,1995,100,1995JPN
JPN,1996,100,1996JPN
JPN,1997,100,1997JPN
JPN,1998,100,1998JPN
JPN,1999,100,1999JPN
JPN,2000,100,2000JPN
JPN,2001,100,2001JPN
JPN,2002,100,2002JPN
JPN,2003,100,2003JPN
JPN,2004,100,2004JPN
JPN,2005,100,2005JPN
JPN,2006,100,2006JPN
JPN,2007,100,2007JPN
JPN,2008,100,2008JPN
JPN,2009,100,2009JPN
JPN,2010,100,2010JPN
JPN,2011,100,2011JPN
JPN,2012,100,2012JPN
JPN,2013,100,2013JPN
JPN,2014,100,2014JPN
JPN,2015,100,2015JPN
JPN,2016,100,2016JPN
JOR,1990,96.8,1990JOR
JOR,1991,97.41606903,1991JOR
JOR,1992,97.60826874,1992JOR
JOR,1993,97.79741669,1993JOR
JOR,1994,97.98043823,1994JOR
JOR,1995,98.14511108,1995JOR
JOR,1996,98.3044281,1996JOR
JOR,1997,98.9,1997JOR
JOR,1998,98.57444763,1998JOR
JOR,1999,98.68051147,1999JOR
JOR,2000,98.7668457,2000JOR
JOR,2001,98.83626556,2001JOR
JOR,2002,99.5,2002JOR
JOR,2003,98.94473267,2003JOR
JOR,2004,99.17343682,2004JOR
JOR,2005,99.05230713,2005JOR
JOR,2006,99.12063599,2006JOR
JOR,2007,98.8,2007JOR
JOR,2008,99.30954742,2008JOR
JOR,2009,99.4,2009JOR
JOR,2010,99.57345581,2010JOR
JOR,2011,99.72016907,2011JOR
JOR,2012,99.5,2012JOR
JOR,2013,99.94194031,2013JOR
JOR,2014,99.98558807,2014JOR
JOR,2015,99.99832153,2015JOR
JOR,2016,100,2016JOR
KAZ,1990,97.72080994,1990KAZ
KAZ,1991,97.89183044,1991KAZ
KAZ,1992,98.05994415,1992KAZ
KAZ,1993,98.22520447,1993KAZ
KAZ,1994,98.38425446,1994KAZ
KAZ,1995,99.9,1995KAZ
KAZ,1996,98.67173004,1996KAZ
KAZ,1997,98.79408264,1997KAZ
KAZ,1998,98.89836884,1998KAZ
KAZ,1999,97,1999KAZ
KAZ,2000,99.04738617,2000KAZ
KAZ,2001,99.09512329,2001KAZ
KAZ,2002,99.13079834,2002KAZ
KAZ,2003,99.16020966,2003KAZ
KAZ,2004,99.18939972,2004KAZ
KAZ,2005,99.22441101,2005KAZ
KAZ,2006,99.76654765,2006KAZ
KAZ,2007,99.33415222,2007KAZ
KAZ,2008,99.41656494,2008KAZ
KAZ,2009,100,2009KAZ
KAZ,2010,99.63712311,2010KAZ
KAZ,2011,99.79746835,2011KAZ
KAZ,2012,99.87473297,2012KAZ
KAZ,2013,99.95161438,2013KAZ
KAZ,2014,99.98814392,2014KAZ
KAZ,2015,100,2015KAZ
KAZ,2016,100,2016KAZ
KEN,1990,3.318389893,1990KEN
KEN,1991,4.614890099,1991KEN
KEN,1992,5.910881042,1992KEN
KEN,1993,10.9,1993KEN
KEN,1994,8.490625381,1994KEN
KEN,1995,9.768261909,1995KEN
KEN,1996,11.03366089,1996KEN
KEN,1997,12.28376484,1997KEN
KEN,1998,14.5,1998KEN
KEN,1999,14.72585011,1999KEN
KEN,2000,15.9132328,2000KEN
KEN,2001,17.08220673,2001KEN
KEN,2002,18.23883247,2002KEN
KEN,2003,16,2003KEN
KEN,2004,20.5392971,2004KEN
KEN,2005,21.69526291,2005KEN
KEN,2006,22.86313248,2006KEN
KEN,2007,24.04897118,2007KEN
KEN,2008,25.25732994,2008KEN
KEN,2009,23,2009KEN
KEN,2010,19.2,2010KEN
KEN,2011,28.99655342,2011KEN
KEN,2012,30.27099991,2012KEN
KEN,2013,31.55445671,2013KEN
KEN,2014,36,2014KEN
KEN,2015,41.6,2015KEN
KEN,2016,56,2016KEN
KIR,1990,31.55973244,1990KIR
KIR,1991,33.67414093,1991KIR
KIR,1992,35.78803635,1992KIR
KIR,1993,37.89887619,1993KIR
KIR,1994,40.00359344,1994KIR
KIR,1995,42.09913635,1995KIR
KIR,1996,44.18244171,1996KIR
KIR,1997,46.25045395,1997KIR
KIR,1998,48.30010986,1998KIR
KIR,1999,50.32835007,1999KIR
KIR,2000,52.33364105,2000KIR
KIR,2001,54.32052231,2001KIR
KIR,2002,56.29505539,2002KIR
KIR,2003,58.26330566,2003KIR
KIR,2004,60.23133087,2004KIR
KIR,2005,69.67640546,2005KIR
KIR,2006,64.190979,2006KIR
KIR,2007,66.19472504,2007KIR
KIR,2008,68.22099304,2008KIR
KIR,2009,64.19,2009KIR
KIR,2010,63.16773671,2010KIR
KIR,2011,74.4139328,2011KIR
KIR,2012,76.50628662,2012KIR
KIR,2013,78.60765076,2013KIR
KIR,2014,80.71501923,2014KIR
KIR,2015,90.55818141,2015KIR
KIR,2016,84.93627167,2016KIR
OWID_KOS,1990,87.69469452,1990OWID_KOS
OWID_KOS,1991,88.33347321,1991OWID_KOS
OWID_KOS,1992,88.97174835,1992OWID_KOS
OWID_KOS,1993,89.60695648,1993OWID_KOS
OWID_KOS,1994,90.23605347,1994OWID_KOS
OWID_KOS,1995,90.85596466,1995OWID_KOS
OWID_KOS,1996,91.46364594,1996OWID_KOS
OWID_KOS,1997,92.05603027,1997OWID_KOS
OWID_KOS,1998,92.63005829,1998OWID_KOS
OWID_KOS,1999,93.18267822,1999OWID_KOS
OWID_KOS,2000,93.71234131,2000OWID_KOS
OWID_KOS,2001,94.22359467,2001OWID_KOS
OWID_KOS,2002,94.72249603,2002OWID_KOS
OWID_KOS,2003,95.21511841,2003OWID_KOS
OWID_KOS,2004,95.70751953,2004OWID_KOS
OWID_KOS,2005,96.20576477,2005OWID_KOS
OWID_KOS,2006,96.71591949,2006OWID_KOS
OWID_KOS,2007,97.24403381,2007OWID_KOS
OWID_KOS,2008,97.7946701,2008OWID_KOS
OWID_KOS,2009,98.37705994,2009OWID_KOS
OWID_KOS,2010,0,2010OWID_KOS
OWID_KOS,2011,99.43043518,2011OWID_KOS
OWID_KOS,2012,99.77365112,2012OWID_KOS
OWID_KOS,2013,99.94250488,2013OWID_KOS
OWID_KOS,2014,99.99313354,2014OWID_KOS
OWID_KOS,2015,100,2015OWID_KOS
OWID_KOS,2016,100,2016OWID_KOS
KWT,1990,100,1990KWT
KWT,1991,100,1991KWT
KWT,1992,100,1992KWT
KWT,1993,100,1993KWT
KWT,1994,100,1994KWT
KWT,1995,100,1995KWT
KWT,1996,100,1996KWT
KWT,1997,100,1997KWT
KWT,1998,100,1998KWT
KWT,1999,100,1999KWT
KWT,2000,100,2000KWT
KWT,2001,100,2001KWT
KWT,2002,100,2002KWT
KWT,2003,100,2003KWT
KWT,2004,100,2004KWT
KWT,2005,100,2005KWT
KWT,2006,100,2006KWT
KWT,2007,100,2007KWT
KWT,2008,100,2008KWT
KWT,2009,100,2009KWT
KWT,2010,100,2010KWT
KWT,2011,100,2011KWT
KWT,2012,100,2012KWT
KWT,2013,100,2013KWT
KWT,2014,100,2014KWT
KWT,2015,100,2015KWT
KWT,2016,100,2016KWT
KGZ,1990,99.17418671,1990KGZ
KGZ,1991,99.26725769,1991KGZ
KGZ,1992,99.35982513,1992KGZ
KGZ,1993,99.44933319,1993KGZ
KGZ,1994,99.53272247,1994KGZ
KGZ,1995,99.60693359,1995KGZ
KGZ,1996,99.66890717,1996KGZ
KGZ,1997,99.8,1997KGZ
KGZ,1998,99.74391174,1998KGZ
KGZ,1999,99.75081635,1999KGZ
KGZ,2000,99.73477936,2000KGZ
KGZ,2001,99.70032501,2001KGZ
KGZ,2002,100,2002KGZ
KGZ,2003,99.60044861,2003KGZ
KGZ,2004,99.54714203,2004KGZ
KGZ,2005,99.44230769,2005KGZ
KGZ,2006,99.46412659,2006KGZ
KGZ,2007,99.44654083,2007KGZ
KGZ,2008,99.45146942,2008KGZ
KGZ,2009,99.47743225,2009KGZ
KGZ,2010,99,2010KGZ
KGZ,2011,99.58042145,2011KGZ
KGZ,2012,99.8,2012KGZ
KGZ,2013,99.73147583,2013KGZ
KGZ,2014,99.8,2014KGZ
KGZ,2015,99.90655518,2015KGZ
KGZ,2016,99.99610138,2016KGZ
LAO,1990,15.30261421,1990LAO
LAO,1991,18.12535286,1991LAO
LAO,1992,20.94758224,1992LAO
LAO,1993,31,1993LAO
LAO,1994,26.57980156,1994LAO
LAO,1995,25,1995LAO
LAO,1996,32.17531586,1996LAO
LAO,1997,34.95165634,1997LAO
LAO,1998,37.70964432,1998LAO
LAO,1999,40.44621658,1999LAO
LAO,2000,43.15983963,2000LAO
LAO,2001,45.85504913,2001LAO
LAO,2002,46.3,2002LAO
LAO,2003,48,2003LAO
LAO,2004,53.89085388,2004LAO
LAO,2005,57.2,2005LAO
LAO,2006,57.0410587,2006LAO
LAO,2007,61.97924423,2007LAO
LAO,2008,66,2008LAO
LAO,2009,67.46946716,2009LAO
LAO,2010,70.24311066,2010LAO
LAO,2011,70,2011LAO
LAO,2012,76.36662775,2012LAO
LAO,2013,78.64215851,2013LAO
LAO,2014,81.45786285,2014LAO
LAO,2015,89.7,2015LAO
LAO,2016,87.09577179,2016LAO
,1990,89.70144926,1990
,1991,90.32154383,1991
,1992,90.58297387,1992
,1993,91.1323098,1993
,1994,91.64035154,1994
,1995,92.04201325,1995
,1996,92.5993877,1996
,1997,92.87348191,1997
,1998,93.51000783,1998
,1999,93.90882847,1999
,2000,94.1237174,2000
,2001,94.67116322,2001
,2002,95.23853333,2002
,2003,95.49673954,2003
,2004,95.79822832,2004
,2005,96.3738079,2005
,2006,97.07438373,2006
,2007,96.96310406,2007
,2008,97.39592106,2008
,2009,97.85468133,2009
,2010,98.3858042,2010
,2011,98.55432692,2011
,2012,98.81810126,2012
,2013,98.97550905,2013
,2014,98.92014255,2014
,2015,99.11703434,2015
,2016,99.22305499,2016
,1990,85.56233307,1990
,1991,86.74694682,1991
,1992,86.89156176,1992
,1993,87.67678181,1993
,1994,88.50213815,1994
,1995,88.6397508,1995
,1996,89.6304728,1996
,1997,90.09427038,1997
,1998,90.73484488,1998
,1999,91.3400814,1999
,2000,91.70512364,2000
,2001,92.03757599,2001
