Code,Year,Access to electricity (% of population),IDEL
TLS,1990,0.01,1990TLS
TLS,1991,0.087450981,1991TLS
TLS,1992,0.465930611,1992TLS
TLS,1993,1.524141431,1993TLS
TLS,1994,3.119892359,1994TLS
TLS,1995,5.912778854,1995TLS
TLS,1996,8.693428993,1996TLS
TLS,1997,11.45878315,1997TLS
TLS,1998,14.20578289,1998TLS
TLS,1999,16.93136978,1999TLS
TLS,2000,19.63400269,2000TLS
TLS,2001,25.6,2001TLS
TLS,2002,24.99010468,2002TLS
TLS,2003,27.7,2003TLS
TLS,2004,30.32106972,2004TLS
TLS,2005,32.99228287,2005TLS
TLS,2006,35.67540359,2006TLS
TLS,2007,36.6,2007TLS
TLS,2008,41.10010147,2008TLS
TLS,2009,43.84473801,2009TLS
TLS,2010,38,2010TLS
TLS,2011,49.38507843,2011TLS
TLS,2012,52.17477417,2012TLS
TLS,2013,54.97348404,2013TLS
TLS,2014,57.77819824,2014TLS
TLS,2015,67.28153394,2015TLS
TLS,2016,63.39413834,2016TLS
TGO,1990,0.01,1990TGO
TGO,1991,0.942452967,1991TGO
TGO,1992,2.845301628,1992TGO
TGO,1993,4.745091438,1993TGO
TGO,1994,6.638762474,1994TGO
TGO,1995,8.523256302,1995TGO
TGO,1996,10.39551449,1996TGO
TGO,1997,12.25247669,1997TGO
TGO,1998,15.3,1998TGO
TGO,1999,15.90827751,1999TGO
TGO,2000,16.95623488,2000TGO
TGO,2001,19.47834969,2001TGO
TGO,2002,21.24183464,2002TGO
TGO,2003,22.99903679,2003TGO
TGO,2004,24.75601578,2004TGO
TGO,2005,26.51883888,2005TGO
TGO,2006,27.9,2006TGO
TGO,2007,30.08626366,2007TGO
TGO,2008,31.90147972,2008TGO
TGO,2009,33.7377243,2009TGO
TGO,2010,30.79174368,2010TGO
TGO,2011,39.7,2011TGO
TGO,2012,39.3425827,2012TGO
TGO,2013,41.23289871,2013TGO
TGO,2014,45.7,2014TGO
TGO,2015,45.02854538,2015TGO
TGO,2016,46.92837524,2016TGO
TON,1990,77.79976654,1990TON
TON,1991,78.59857941,1991TON
TON,1992,79.39687347,1992TON
TON,1993,80.19211578,1993TON
TON,1994,80,1994TON
TON,1995,81.76117706,1995TON
TON,1996,82.52888489,1996TON
TON,1997,83.28129578,1997TON
TON,1998,84.01535034,1998TON
TON,1999,84.72799683,1999TON
TON,2000,85.41768646,2000TON
TON,2001,86.08896637,2001TON
TON,2002,86.74790192,2002TON
TON,2003,87.40055084,2003TON
TON,2004,88.05297852,2004TON
TON,2005,88.71125031,2005TON
TON,2006,92.3,2006TON
TON,2007,90.06957245,2007TON
TON,2008,90.78023529,2008TON
TON,2009,91.51193237,2009TON
TON,2010,92.26165009,2010TON
TON,2011,92.17545611,2011TON
TON,2012,92.8,2012TON
TON,2013,94.58890533,2013TON
TON,2014,95.38067627,2014TON
TON,2015,96.17545319,2015TON
TON,2016,97.02,2016TON
TTO,1990,82.70045471,1990TTO
TTO,1991,83.61853027,1991TTO
TTO,1992,84.53608704,1992TTO
TTO,1993,85.45059204,1993TTO
TTO,1994,86.35897827,1994TTO
TTO,1995,87.25817871,1995TTO
TTO,1996,88.14514923,1996TTO
TTO,1997,89.01682281,1997TTO
TTO,1998,89.87014771,1998TTO
TTO,1999,90.70204926,1999TTO
TTO,2000,91.29,2000TTO
TTO,2001,92.30155182,2001TTO
TTO,2002,93.07975006,2002TTO
TTO,2003,93.85166168,2003TTO
TTO,2004,94.62335205,2004TTO
TTO,2005,95.40088654,2005TTO
TTO,2006,96.19033051,2006TTO
TTO,2007,96.99773407,2007TTO
TTO,2008,97.82766724,2008TTO
TTO,2009,99,2009TTO
TTO,2010,99.29836273,2010TTO
TTO,2011,99.73614502,2011TTO
TTO,2012,99.93693542,2012TTO
TTO,2013,99.99293518,2013TTO
TTO,2014,100,2014TTO
TTO,2015,100,2015TTO
TTO,2016,100,2016TTO
TUN,1990,87.99334717,1990TUN
TUN,1991,88.66529846,1991TUN
TUN,1992,89.33674622,1992TUN
TUN,1993,90.00512695,1993TUN
TUN,1994,86.8,1994TUN
TUN,1995,88.7,1995TUN
TUN,1996,90.4,1996TUN
TUN,1997,92,1997TUN
TUN,1998,93.2,1998TUN
TUN,1999,94.2,1999TUN
TUN,2000,94.8,2000TUN
TUN,2001,97.3,2001TUN
TUN,2002,97.8,2002TUN
TUN,2003,98.4,2003TUN
TUN,2004,99,2004TUN
TUN,2005,99.3,2005TUN
TUN,2006,99.4,2006TUN
TUN,2007,99.4,2007TUN
TUN,2008,99.4,2008TUN
TUN,2009,99.5,2009TUN
TUN,2010,99.5,2010TUN
TUN,2011,99.5,2011TUN
TUN,2012,99.5,2012TUN
TUN,2013,99.7,2013TUN
TUN,2014,99.8,2014TUN
TUN,2015,100,2015TUN
TUN,2016,100,2016TUN
TUR,1990,88.78113556,1990TUR
TUR,1991,89.4154129,1991TUR
TUR,1992,90.04917908,1992TUR
TUR,1993,90.67989349,1993TUR
TUR,1994,91.30448914,1994TUR
TUR,1995,91.91989899,1995TUR
TUR,1996,92.52307892,1996TUR
TUR,1997,93.11096191,1997TUR
TUR,1998,93.68048859,1998TUR
TUR,1999,94.22860718,1999TUR
TUR,2000,94.75376892,2000TUR
TUR,2001,95.26052094,2001TUR
TUR,2002,95.75492859,2002TUR
TUR,2003,96.24304962,2003TUR
TUR,2004,96.7309494,2004TUR
TUR,2005,97.2246933,2005TUR
TUR,2006,97.73033905,2006TUR
TUR,2007,98.26985168,2007TUR
TUR,2008,98.80690002,2008TUR
TUR,2009,99.31074524,2009TUR
TUR,2010,100,2010TUR
TUR,2011,99.91078186,2011TUR
TUR,2012,99.98565674,2012TUR
TUR,2013,99.99925232,2013TUR
TUR,2014,100,2014TUR
TUR,2015,100,2015TUR
TUR,2016,100,2016TUR
TKM,1990,98.61314392,1990TKM
TKM,1991,98.74869537,1991TKM
TKM,1992,98.88275146,1992TKM
TKM,1993,99.01324463,1993TKM
TKM,1994,99.13754272,1994TKM
TKM,1995,99.25263977,1995TKM
TKM,1996,99.35549927,1996TKM
TKM,1997,99.44309998,1997TKM
TKM,1998,99.51256561,1998TKM
TKM,1999,99.56173706,1999TKM
TKM,2000,99.6,2000TKM
TKM,2001,99.60073853,2001TKM
TKM,2002,99.60073853,2002TKM
TKM,2003,99.60051727,2003TKM
TKM,2004,99.5998764,2004TKM
TKM,2005,99.5998764,2005TKM
TKM,2006,99.8413328,2006TKM
TKM,2007,99.63609314,2007TKM
TKM,2008,99.68326569,2008TKM
TKM,2009,99.74977112,2009TKM
TKM,2010,100,2010TKM
TKM,2011,99.90586853,2011TKM
TKM,2012,99.96212006,2012TKM
TKM,2013,99.99034119,2013TKM
TKM,2014,99.99884796,2014TKM
TKM,2015,100,2015TKM
TKM,2016,100,2016TKM
TCA,1990,88.7,1990TCA
TCA,1991,90.50404358,1991TCA
TCA,1992,90.77531433,1992TCA
TCA,1993,91.04351807,1993TCA
TCA,1994,91.30561066,1994TCA
TCA,1995,91.55852509,1995TCA
TCA,1996,91.79920197,1996TCA
TCA,1997,92.02458191,1997TCA
TCA,1998,92.23160553,1998TCA
TCA,1999,92.41722107,1999TCA
TCA,2000,95.6,2000TCA
TCA,2001,92.72412872,2001TCA
TCA,2002,92.85603333,2002TCA
TCA,2003,92.98165894,2003TCA
TCA,2004,93.10705566,2004TCA
TCA,2005,93.23829651,2005TCA
TCA,2006,93.38144684,2006TCA
TCA,2007,93.54255676,2007TCA
TCA,2008,93.72619629,2008TCA
TCA,2009,93.9308548,2009TCA
TCA,2010,94.15354156,2010TCA
TCA,2011,94.39125061,2011TCA
TCA,2012,93.1,2012TCA
TCA,2013,94.89970398,2013TCA
TCA,2014,95.1644516,2014TCA
TCA,2015,95.43219757,2015TCA
TCA,2016,95.70043945,2016TCA
TUV,1990,90.70191956,1990TUV
TUV,1991,91.09893036,1991TUV
TUV,1992,91.49542999,1992TUV
TUV,1993,91.88887024,1993TUV
TUV,1994,92.27619171,1994TUV
TUV,1995,92.65434265,1995TUV
TUV,1996,93.02024841,1996TUV
TUV,1997,93.37086487,1997TUV
TUV,1998,93.703125,1998TUV
TUV,1999,94.01396942,1999TUV
TUV,2000,94.30186462,2000TUV
TUV,2001,94.5713501,2001TUV
TUV,2002,94.62978316,2002TUV
TUV,2003,95.07933807,2003TUV
TUV,2004,95.32997131,2004TUV
TUV,2005,95.58644867,2005TUV
TUV,2006,95.85482788,2006TUV
TUV,2007,96.7,2007TUV
TUV,2008,96.45004272,2008TUV
TUV,2009,96.77993774,2009TUV
TUV,2010,97.12786102,2010TUV
TUV,2011,97.49079895,2011TUV
TUV,2012,97.6717774,2012TUV
TUV,2013,98.24972534,2013TUV
TUV,2014,98.63970184,2014TUV
TUV,2015,99.0326767,2015TUV
TUV,2016,99.42615509,2016TUV
UGA,1990,1.266457081,1990UGA
UGA,1991,5.6,1991UGA
UGA,1992,2.767665863,1992UGA
UGA,1993,3.514956474,1993UGA
UGA,1994,4.256128788,1994UGA
UGA,1995,6.8,1995UGA
UGA,1996,5.707881927,1996UGA
UGA,1997,6.412344933,1997UGA
UGA,1998,7.098453045,1998UGA
UGA,1999,7.763147831,1999UGA
UGA,2000,8.40489006,2000UGA
UGA,2001,8.6,2001UGA
UGA,2002,7.8,2002UGA
UGA,2003,10.24390888,2003UGA
UGA,2004,10.84839058,2004UGA
UGA,2005,8.9,2005UGA
UGA,2006,9,2006UGA
UGA,2007,12.72113991,2007UGA
UGA,2008,13.38385677,2008UGA
UGA,2009,10,2009UGA
UGA,2010,14.76937103,2010UGA
UGA,2011,14.6,2011UGA
UGA,2012,16.21496391,2012UGA
UGA,2013,13.9,2013UGA
UGA,2014,20.4,2014UGA
UGA,2015,18.5,2015UGA
UGA,2016,26.7,2016UGA
UKR,1990,98.00318909,1990UKR
UKR,1991,98.17831421,1991UKR
UKR,1992,98.35194397,1992UKR
UKR,1993,98.52201843,1993UKR
UKR,1994,98.68586731,1994UKR
UKR,1995,98.84054565,1995UKR
UKR,1996,98.98297119,1996UKR
UKR,1997,99.11013794,1997UKR
UKR,1998,99.21923065,1998UKR
UKR,1999,99.30841064,1999UKR
UKR,2000,99.37786865,2000UKR
UKR,2001,99.43040466,2001UKR
UKR,2002,99.47088623,2002UKR
UKR,2003,99.50511169,2003UKR
UKR,2004,99.53910828,2004UKR
UKR,2005,99.8855617,2005UKR
UKR,2006,99.63037109,2006UKR
UKR,2007,99.8,2007UKR
UKR,2008,99.78270721,2008UKR
UKR,2009,99.8724823,2009UKR
UKR,2010,99.94507599,2010UKR
UKR,2011,99.98504639,2011UKR
UKR,2012,99.86749117,2012UKR
UKR,2013,100,2013UKR
UKR,2014,100,2014UKR
UKR,2015,100,2015UKR
UKR,2016,100,2016UKR
ARE,1990,100,1990ARE
ARE,1991,100,1991ARE
ARE,1992,100,1992ARE
ARE,1993,100,1993ARE
ARE,1994,100,1994ARE
ARE,1995,100,1995ARE
ARE,1996,100,1996ARE
ARE,1997,100,1997ARE
ARE,1998,100,1998ARE
ARE,1999,100,1999ARE
ARE,2000,100,2000ARE
ARE,2001,100,2001ARE
ARE,2002,100,2002ARE
ARE,2003,100,2003ARE
ARE,2004,100,2004ARE
ARE,2005,100,2005ARE
ARE,2006,100,2006ARE
ARE,2007,100,2007ARE
ARE,2008,100,2008ARE
ARE,2009,100,2009ARE
ARE,2010,100,2010ARE
ARE,2011,100,2011ARE
ARE,2012,100,2012ARE
ARE,2013,100,2013ARE
ARE,2014,100,2014ARE
ARE,2015,100,2015ARE
ARE,2016,100,2016ARE
GBR,1990,100,1990GBR
GBR,1991,100,1991GBR
GBR,1992,100,1992GBR
GBR,1993,100,1993GBR
GBR,1994,100,1994GBR
GBR,1995,100,1995GBR
GBR,1996,100,1996GBR
GBR,1997,100,1997GBR
GBR,1998,100,1998GBR
GBR,1999,100,1999GBR
GBR,2000,100,2000GBR
GBR,2001,100,2001GBR
GBR,2002,100,2002GBR
GBR,2003,100,2003GBR
GBR,2004,100,2004GBR
GBR,2005,100,2005GBR
GBR,2006,100,2006GBR
GBR,2007,100,2007GBR
GBR,2008,100,2008GBR
GBR,2009,100,2009GBR
GBR,2010,100,2010GBR
GBR,2011,100,2011GBR
GBR,2012,100,2012GBR
GBR,2013,100,2013GBR
GBR,2014,100,2014GBR
GBR,2015,100,2015GBR
GBR,2016,100,2016GBR
USA,1990,100,1990USA
USA,1991,100,1991USA
USA,1992,100,1992USA
USA,1993,100,1993USA
USA,1994,100,1994USA
USA,1995,100,1995USA
USA,1996,100,1996USA
USA,1997,100,1997USA
USA,1998,100,1998USA
USA,1999,100,1999USA
USA,2000,100,2000USA
USA,2001,100,2001USA
USA,2002,100,2002USA
USA,2003,100,2003USA
USA,2004,100,2004USA
USA,2005,100,2005USA
USA,2006,100,2006USA
USA,2007,100,2007USA
USA,2008,100,2008USA
USA,2009,100,2009USA
USA,2010,100,2010USA
USA,2011,100,2011USA
USA,2012,100,2012USA
USA,2013,100,2013USA
USA,2014,100,2014USA
USA,2015,100,2015USA
USA,2016,100,2016USA
VIR,1990,100,1990VIR
VIR,1991,100,1991VIR
VIR,1992,100,1992VIR
VIR,1993,100,1993VIR
VIR,1994,100,1994VIR
VIR,1995,100,1995VIR
VIR,1996,100,1996VIR
VIR,1997,100,1997VIR
VIR,1998,100,1998VIR
VIR,1999,100,1999VIR
VIR,2000,100,2000VIR
VIR,2001,100,2001VIR
VIR,2002,100,2002VIR
VIR,2003,100,2003VIR
VIR,2004,100,2004VIR
VIR,2005,100,2005VIR
VIR,2006,100,2006VIR
VIR,2007,100,2007VIR
VIR,2008,100,2008VIR
VIR,2009,100,2009VIR
VIR,2010,100,2010VIR
VIR,2011,100,2011VIR
VIR,2012,100,2012VIR
VIR,2013,100,2013VIR
VIR,2014,100,2014VIR
VIR,2015,100,2015VIR
VIR,2016,100,2016VIR
,1990,91.1531048,1990
,1991,91.7139157,1991
,1992,92.02458622,1992
,1993,92.48574433,1993
,1994,92.95705046,1994
,1995,93.29113036,1995
,1996,93.60517261,1996
,1997,94.1729611,1997
,1998,94.48338707,1998
,1999,94.95097782,1999
,2000,95.13699151,2000
,2001,95.54442708,2001
,2002,96.0450425,2002
,2003,96.30204988,2003
,2004,96.60737371,2004
,2005,96.93248732,2005
,2006,97.4200325,2006
,2007,97.57076469,2007
,2008,97.95136463,2008
,2009,98.32281123,2009
,2010,98.77550193,2010
,2011,98.8660051,2011
,2012,99.05943829,2012
,2013,99.21421087,2013
,2014,99.23589094,2014
,2015,99.26893386,2015
,2016,99.37971447,2016
URY,1990,96.29027557,1990URY
URY,1991,96.50038147,1991URY
URY,1992,96.70998383,1992URY
URY,1993,96.91652679,1993URY
URY,1994,97.11695099,1994URY
URY,1995,97.30819702,1995URY
URY,1996,97.48720551,1996URY
URY,1997,97.65092468,1997URY
URY,1998,97.79627991,1998URY
URY,1999,97.92022705,1999URY
URY,2000,98.00775146,2000URY
URY,2001,98.09456635,2001URY
URY,2002,98.16932678,2002URY
URY,2003,98.23783112,2003URY
URY,2004,98.3061142,2004URY
URY,2005,98.38021851,2005URY
URY,2006,98.505426,2006URY
URY,2007,98.692636,2007URY
URY,2008,98.784355,2008URY
URY,2009,98.83069611,2009URY
URY,2010,98.98948669,2010URY
URY,2011,99.17,2011URY
URY,2012,99.34907532,2012URY
URY,2013,99.611808,2013URY
URY,2014,99.657085,2014URY
URY,2015,99.70948,2015URY
URY,2016,100,2016URY
UZB,1990,98.41362,1990UZB
UZB,1991,98.57321167,1991UZB
UZB,1992,98.73130798,1992UZB
UZB,1993,98.885849,1993UZB
UZB,1994,99.03417969,1994UZB
UZB,1995,99.17332458,1995UZB
UZB,1996,99.6,1996UZB
UZB,1997,99.41186523,1997UZB
UZB,1998,99.50543213,1998UZB
UZB,1999,99.5790863,1999UZB
UZB,2000,99.63301849,2000UZB
UZB,2001,99.67003632,2001UZB
UZB,2002,99.7,2002UZB
UZB,2003,99.71368408,2003UZB
UZB,2004,99.73215485,2004UZB
UZB,2005,99.75644684,2005UZB
UZB,2006,99.4900961,2006UZB
UZB,2007,99.84310913,2007UZB
UZB,2008,99.9029541,2008UZB
UZB,2009,99.95549774,2009UZB
UZB,2010,99.98669434,2010UZB
UZB,2011,99.99790955,2011UZB
UZB,2012,99.99990845,2012UZB
UZB,2013,100,2013UZB
UZB,2014,100,2014UZB
UZB,2015,100,2015UZB
UZB,2016,100,2016UZB
VUT,1990,7.006693363,1990VUT
VUT,1991,8.576991081,1991VUT
VUT,1992,10.14677811,1992VUT
VUT,1993,11.71350574,1993VUT
VUT,1994,18,1994VUT
VUT,1995,14.82554913,1995VUT
VUT,1996,16.36474609,1996VUT
VUT,1997,17.88864517,1997VUT
VUT,1998,19.39419174,1998VUT
VUT,1999,19.1,1999VUT
VUT,2000,22.33950424,2000VUT
VUT,2001,23.78227425,2001VUT
VUT,2002,25.21269798,2002VUT
VUT,2003,26.63683701,2003VUT
VUT,2004,28.06075668,2004VUT
VUT,2005,29.49051666,2005VUT
VUT,2006,26.44,2006VUT
VUT,2007,33.62462006,2007VUT
VUT,2008,33.87397385,2008VUT
VUT,2009,33.29111519,2009VUT
VUT,2010,36.89836502,2010VUT
VUT,2011,38.43458939,2011VUT
VUT,2012,39.98283005,2012VUT
VUT,2013,31.7,2013VUT
VUT,2014,43.10334778,2014VUT
VUT,2015,44.66961288,2015VUT
VUT,2016,57.82,2016VUT
VEN,1990,97.3895874,1990VEN
VEN,1991,97.53620911,1991VEN
VEN,1992,97.820203,1992VEN
VEN,1993,97.82538605,1993VEN
VEN,1994,97.96232605,1994VEN
VEN,1995,98.09008789,1995VEN
VEN,1996,98.20561218,1996VEN
VEN,1997,98.30583954,1997VEN
VEN,1998,98.3877182,1998VEN
VEN,1999,98.44818115,1999VEN
VEN,2000,98.48568726,2000VEN
VEN,2001,98.50479126,2001VEN
VEN,2002,98.51154327,2002VEN
VEN,2003,98.51200867,2003VEN
VEN,2004,98.51226044,2004VEN
VEN,2005,98.51834869,2005VEN
VEN,2006,98.53634644,2006VEN
VEN,2007,98.5723114,2007VEN
VEN,2008,98.63079834,2008VEN
VEN,2009,98.71030426,2009VEN
VEN,2010,98.80784607,2010VEN
VEN,2011,98.84,2011VEN
VEN,2012,99.04496765,2012VEN
VEN,2013,99.17855072,2013VEN
VEN,2014,99.31814575,2014VEN
VEN,2015,99.46073914,2015VEN
VEN,2016,99.60383606,2016VEN
VNM,1990,74.1146698,1990VNM
VNM,1991,75.36421204,1991VNM
VNM,1992,76.61323547,1992VNM
VNM,1993,77.85920715,1993VNM
VNM,1994,79.09905243,1994VNM
VNM,1995,80.32972717,1995VNM
VNM,1996,81.54815674,1996VNM
VNM,1997,78.4,1997VNM
VNM,1998,83.93608856,1998VNM
VNM,1999,85.09945679,1999VNM
VNM,2000,86.23987579,2000VNM
VNM,2001,87.36188507,2001VNM
VNM,2002,89.1,2002VNM
VNM,2003,89.57492828,2003VNM
VNM,2004,90.67808533,2004VNM
VNM,2005,96.1,2005VNM
VNM,2006,96,2006VNM
VNM,2007,94.04686737,2007VNM
VNM,2008,95.20825958,2008VNM
VNM,2009,96.1,2009VNM
VNM,2010,97.59113312,2010VNM
VNM,2011,99,2011VNM
VNM,2012,100,2012VNM
VNM,2013,100,2013VNM
VNM,2014,99.2,2014VNM
VNM,2015,100,2015VNM
VNM,2016,100,2016VNM
OWID_WRL,1990,71.39057697,1990OWID_WRL
OWID_WRL,1991,71.59803124,1991OWID_WRL
OWID_WRL,1992,72.58175875,1992OWID_WRL
OWID_WRL,1993,73.23534541,1993OWID_WRL
OWID_WRL,1994,73.52214957,1994OWID_WRL
OWID_WRL,1995,74.02432109,1995OWID_WRL
OWID_WRL,1996,75.1534537,1996OWID_WRL
OWID_WRL,1997,75.85012567,1997OWID_WRL
OWID_WRL,1998,76.50620569,1998OWID_WRL
OWID_WRL,1999,77.60952303,1999OWID_WRL
OWID_WRL,2000,77.72412264,2000OWID_WRL
OWID_WRL,2001,77.28957645,2001OWID_WRL
OWID_WRL,2002,78.82101904,2002OWID_WRL
OWID_WRL,2003,79.45561203,2003OWID_WRL
OWID_WRL,2004,79.68363562,2004OWID_WRL
OWID_WRL,2005,80.37647262,2005OWID_WRL
OWID_WRL,2006,81.20333368,2006OWID_WRL
OWID_WRL,2007,81.74586361,2007OWID_WRL
OWID_WRL,2008,82.27658046,2008OWID_WRL
OWID_WRL,2009,83.20964673,2009OWID_WRL
OWID_WRL,2010,83.53732377,2010OWID_WRL
OWID_WRL,2011,82.50277472,2011OWID_WRL
OWID_WRL,2012,85.06909989,2012OWID_WRL
OWID_WRL,2013,85.18868922,2013OWID_WRL
OWID_WRL,2014,85.71798276,2014OWID_WRL
OWID_WRL,2015,87.05592296,2015OWID_WRL
OWID_WRL,2016,87.37844318,2016OWID_WRL
YEM,1990,36.00909805,1990YEM
YEM,1991,37.44107056,1991YEM
YEM,1992,44.1,1992YEM
YEM,1993,40.30093765,1993YEM
YEM,1994,41.72322083,1994YEM
YEM,1995,43.13632965,1995YEM
YEM,1996,44.53720474,1996YEM
YEM,1997,42.6,1997YEM
YEM,1998,47.29000092,1998YEM
YEM,1999,48.63581085,1999YEM
YEM,2000,49.95866394,2000YEM
YEM,2001,51.26311111,2001YEM
YEM,2002,52.55521011,2002YEM
YEM,2003,53.84102631,2003YEM
YEM,2004,49.59,2004YEM
YEM,2005,56.41805649,2005YEM
YEM,2006,55.80033463,2006YEM
YEM,2007,59.04270935,2007YEM
YEM,2008,60.38653946,2008YEM
YEM,2009,61.75139999,2009YEM
YEM,2010,63.13428116,2010YEM
YEM,2011,64.53218079,2011YEM
YEM,2012,65.94210052,2012YEM
YEM,2013,75.6,2013YEM
YEM,2014,66.1,2014YEM
YEM,2015,70.21390533,2015YEM
YEM,2016,71.64234924,2016YEM
ZMB,1990,13.9,1990ZMB
ZMB,1991,14.11542606,1991ZMB
ZMB,1992,19.2,1992ZMB
ZMB,1993,15.28750324,1993ZMB
ZMB,1994,15.86589432,1994ZMB
ZMB,1995,16.43510818,1995ZMB
ZMB,1996,17.3,1996ZMB
ZMB,1997,17.5337677,1997ZMB
ZMB,1998,19,1998ZMB
ZMB,1999,18.55900764,1999ZMB
ZMB,2000,16.7,2000ZMB
ZMB,2001,19.4985199,2001ZMB
ZMB,2002,17.4,2002ZMB
ZMB,2003,18.5,2003ZMB
ZMB,2004,20.3,2004ZMB
ZMB,2005,21.27788544,2005ZMB
ZMB,2006,21.7373333,2006ZMB
ZMB,2007,18.5,2007ZMB
ZMB,2008,22.71468544,2008ZMB
ZMB,2009,23.23564911,2009ZMB
ZMB,2010,22,2010ZMB
ZMB,2011,24.3286438,2011ZMB
ZMB,2012,24.89466667,2012ZMB
ZMB,2013,25.46970177,2013ZMB
ZMB,2014,27.9,2014ZMB
ZMB,2015,31.1,2015ZMB
ZMB,2016,27.21933746,2016ZMB
ZWE,1990,30.35783195,1990ZWE
ZWE,1991,30.71880531,1991ZWE
ZWE,1992,28.2,1992ZWE
ZWE,1993,31.43667793,1993ZWE
ZWE,1994,28.1,1994ZWE
ZWE,1995,32.13007736,1995ZWE
ZWE,1996,32.45994949,1996ZWE
ZWE,1997,32.7745285,1997ZWE
ZWE,1998,33.07075119,1998ZWE
ZWE,1999,38.4,1999ZWE
ZWE,2000,33.59741974,2000ZWE
ZWE,2001,33.83086777,2001ZWE
ZWE,2002,34.2,2002ZWE
ZWE,2003,34.26678467,2003ZWE
ZWE,2004,34.48138046,2004ZWE
ZWE,2005,34.70182037,2005ZWE
ZWE,2006,37.2,2006ZWE
ZWE,2007,35.18447876,2007ZWE
ZWE,2008,35.45730972,2008ZWE
ZWE,2009,43.36908187,2009ZWE
ZWE,2010,36.06305695,2010ZWE
ZWE,2011,36.9,2011ZWE
ZWE,2012,36.72887802,2012ZWE
ZWE,2013,37.07681274,2013ZWE
ZWE,2014,32.3,2014ZWE
ZWE,2015,33.7,2015ZWE
ZWE,2016,38.14513779,2016ZWE
