Code,Year,Number of people without access to electricity,IDWE
VCT,2013,2782,VCT2013
VCT,2014,1532,VCT2014
VCT,2015,596,VCT2015
VCT,2016,0,VCT2016
WSM,1990,36089,WSM1990
WSM,1991,34784,WSM1991
WSM,1992,33331,WSM1992
WSM,1993,31971,WSM1993
WSM,1994,33758,WSM1994
WSM,1995,29133,WSM1995
WSM,1996,27643,WSM1996
WSM,1997,26124,WSM1997
WSM,1998,24601,WSM1998
WSM,1999,23099,WSM1999
WSM,2000,21633,WSM2000
WSM,2001,20195,WSM2001
WSM,2002,18769,WSM2002
WSM,2003,17342,WSM2003
WSM,2004,15900,WSM2004
WSM,2005,14430,WSM2005
WSM,2006,6571,WSM2006
WSM,2007,11359,WSM2007
WSM,2008,9737,WSM2008
WSM,2009,3881,WSM2009
WSM,2010,6320,WSM2010
WSM,2011,6252,WSM2011
WSM,2012,2829,WSM2012
WSM,2013,1420,WSM2013
WSM,2014,4038,WSM2014
WSM,2015,120,WSM2015
WSM,2016,0,WSM2016
SMR,1990,0,SMR1990
SMR,1991,0,SMR1991
SMR,1992,0,SMR1992
SMR,1993,0,SMR1993
SMR,1994,0,SMR1994
SMR,1995,0,SMR1995
SMR,1996,0,SMR1996
SMR,1997,0,SMR1997
SMR,1998,0,SMR1998
SMR,1999,0,SMR1999
SMR,2000,0,SMR2000
SMR,2001,0,SMR2001
SMR,2002,0,SMR2002
SMR,2003,0,SMR2003
SMR,2004,0,SMR2004
SMR,2005,0,SMR2005
SMR,2006,0,SMR2006
SMR,2007,0,SMR2007
SMR,2008,0,SMR2008
SMR,2009,0,SMR2009
SMR,2010,0,SMR2010
SMR,2011,0,SMR2011
SMR,2012,0,SMR2012
SMR,2013,0,SMR2013
SMR,2014,0,SMR2014
SMR,2015,0,SMR2015
SMR,2016,0,SMR2016
STP,1990,65195,STP1990
STP,1991,65483,STP1991
STP,1992,65794,STP1992
STP,1993,66099,STP1993
STP,1994,66351,STP1994
STP,1995,66522,STP1995
STP,1996,66604,STP1996
STP,1997,66622,STP1997
STP,1998,66637,STP1998
STP,1999,66718,STP1999
STP,2000,65283,STP2000
STP,2001,67224,STP2001
STP,2002,67624,STP2002
STP,2003,68081,STP2003
STP,2004,68535,STP2004
STP,2005,68951,STP2005
STP,2006,69307,STP2006
STP,2007,69605,STP2007
STP,2008,69821,STP2008
STP,2009,73620,STP2009
STP,2010,70048,STP2010
STP,2011,70052,STP2011
STP,2012,76996,STP2012
STP,2013,69855,STP2013
STP,2014,60058,STP2014
STP,2015,69401,STP2015
STP,2016,69088,STP2016
SAU,2004,0,SAU2004
SAU,2005,0,SAU2005
SAU,2006,0,SAU2006
SAU,2007,0,SAU2007
SAU,2008,0,SAU2008
SAU,2009,0,SAU2009
SAU,2010,0,SAU2010
SAU,2011,0,SAU2011
SAU,2012,0,SAU2012
SAU,2013,0,SAU2013
SAU,2014,0,SAU2014
SAU,2015,0,SAU2015
SAU,2016,0,SAU2016
SEN,1990,5656850,SEN1990
SEN,1991,5713118,SEN1991
SEN,1992,5766615,SEN1992
SEN,1993,6121406,SEN1993
SEN,1994,5854244,SEN1994
SEN,1995,5883559,SEN1995
SEN,1996,5902322,SEN1996
SEN,1997,6235246,SEN1997
SEN,1998,5917370,SEN1998
SEN,1999,6154121,SEN1999
SEN,2000,3730532,SEN2000
SEN,2001,5935716,SEN2001
SEN,2002,6570816,SEN2002
SEN,2003,5954553,SEN2003
SEN,2004,6924157,SEN2004
SEN,2005,5951920,SEN2005
SEN,2006,5789938,SEN2006
SEN,2007,5962813,SEN2007
SEN,2008,5953132,SEN2008
SEN,2009,5836176,SEN2009
SEN,2010,5921111,SEN2010
SEN,2011,5785896,SEN2011
SEN,2012,5871188,SEN2012
SEN,2013,6071738,SEN2013
SEN,2014,5672983,SEN2014
SEN,2015,5915913,SEN2015
SEN,2016,5471123,SEN2016
SRB,1990,55282,SRB1990
SRB,1991,48126,SRB1991
SRB,1992,41288,SRB1992
SRB,1993,34638,SRB1993
SRB,1994,28310,SRB1994
SRB,1995,22215,SRB1995
SRB,1996,17452,SRB1996
SRB,1997,13936,SRB1997
SRB,1998,12062,SRB1998
SRB,1999,12018,SRB1999
SRB,2000,12020,SRB2000
SRB,2001,13716,SRB2001
SRB,2002,0,SRB2002
SRB,2003,19950,SRB2003
SRB,2004,23327,SRB2004
SRB,2005,23013,SRB2005
SRB,2006,27880,SRB2006
SRB,2007,27975,SRB2007
SRB,2008,27856,SRB2008
SRB,2009,26176,SRB2009
SRB,2010,20533,SRB2010
SRB,2011,18477,SRB2011
SRB,2012,13320,SRB2012
SRB,2013,8076,SRB2013
SRB,2014,24187,SRB2014
SRB,2015,1224,SRB2015
SRB,2016,0,SRB2016
SYC,1990,7267,SYC1990
SYC,1991,7030,SYC1991
SYC,1992,6727,SYC1992
SYC,1993,6529,SYC1993
SYC,1994,7421,SYC1994
SYC,1995,6113,SYC1995
SYC,1996,5864,SYC1996
SYC,1997,6186,SYC1997
SYC,1998,5391,SYC1998
SYC,1999,5186,SYC1999
SYC,2000,4937,SYC2000
SYC,2001,4660,SYC2001
SYC,2002,3265,SYC2002
SYC,2003,4202,SYC2003
SYC,2004,3917,SYC2004
SYC,2005,3659,SYC2005
SYC,2006,846,SYC2006
SYC,2007,3152,SYC2007
SYC,2008,2888,SYC2008
SYC,2009,2544,SYC2009
SYC,2010,2693,SYC2010
SYC,2011,1792,SYC2011
SYC,2012,1405,SYC2012
SYC,2013,1799,SYC2013
SYC,2014,641,SYC2014
SYC,2015,301,SYC2015
SYC,2016,0,SYC2016
SLE,1990,4006873,SLE1990
SLE,1991,4011044,SLE1991
SLE,1992,3986578,SLE1992
SLE,1993,3945692,SLE1993
SLE,1994,3905601,SLE1994
SLE,1995,3879604,SLE1995
SLE,1996,3868961,SLE1996
SLE,1997,3872921,SLE1997
SLE,1998,3899966,SLE1998
SLE,1999,3959684,SLE1999
SLE,2000,4057481,SLE2000
SLE,2001,4198143,SLE2001
SLE,2002,4376477,SLE2002
SLE,2003,4575181,SLE2003
SLE,2004,4525826,SLE2004
SLE,2005,5017144,SLE2005
SLE,2006,5093606,SLE2006
SLE,2007,5219040,SLE2007
SLE,2008,5419362,SLE2008
SLE,2009,5429210,SLE2009
SLE,2010,5718410,SLE2010
SLE,2011,5672832,SLE2011
SLE,2012,5739365,SLE2012
SLE,2013,5987598,SLE2013
SLE,2014,5944149,SLE2014
SLE,2015,6045205,SLE2015
SLE,2016,5894763,SLE2016
SGP,1990,0,SGP1990
SGP,1991,0,SGP1991
SGP,1992,0,SGP1992
SGP,1993,0,SGP1993
SGP,1994,0,SGP1994
SGP,1995,0,SGP1995
SGP,1996,0,SGP1996
SGP,1997,0,SGP1997
SGP,1998,0,SGP1998
SGP,1999,0,SGP1999
SGP,2000,0,SGP2000
SGP,2001,0,SGP2001
SGP,2002,0,SGP2002
SGP,2003,0,SGP2003
SGP,2004,0,SGP2004
SGP,2005,0,SGP2005
SGP,2006,0,SGP2006
SGP,2007,0,SGP2007
SGP,2008,0,SGP2008
SGP,2009,0,SGP2009
SGP,2010,0,SGP2010
SGP,2011,0,SGP2011
SGP,2012,0,SGP2012
SGP,2013,0,SGP2013
SGP,2014,0,SGP2014
SGP,2015,0,SGP2015
SGP,2016,0,SGP2016
SXM,1990,0,SXM1990
SXM,1991,0,SXM1991
SXM,1992,0,SXM1992
SXM,1993,0,SXM1993
SXM,1994,0,SXM1994
SXM,1995,0,SXM1995
SXM,1996,0,SXM1996
SXM,1997,0,SXM1997
SXM,1998,0,SXM1998
SXM,1999,0,SXM1999
SXM,2000,0,SXM2000
SXM,2001,0,SXM2001
SXM,2002,0,SXM2002
SXM,2003,0,SXM2003
SXM,2004,0,SXM2004
SXM,2005,0,SXM2005
SXM,2006,0,SXM2006
SXM,2007,0,SXM2007
SXM,2008,0,SXM2008
SXM,2009,0,SXM2009
SXM,2010,0,SXM2010
SXM,2011,0,SXM2011
SXM,2012,0,SXM2012
SXM,2013,0,SXM2013
SXM,2014,0,SXM2014
SXM,2015,0,SXM2015
SXM,2016,0,SXM2016
SVK,1990,0,SVK1990
SVK,1991,0,SVK1991
SVK,1992,0,SVK1992
SVK,1993,0,SVK1993
SVK,1994,0,SVK1994
SVK,1995,0,SVK1995
SVK,1996,0,SVK1996
SVK,1997,0,SVK1997
SVK,1998,0,SVK1998
SVK,1999,0,SVK1999
SVK,2000,0,SVK2000
SVK,2001,0,SVK2001
SVK,2002,0,SVK2002
SVK,2003,0,SVK2003
SVK,2004,0,SVK2004
SVK,2005,0,SVK2005
SVK,2006,0,SVK2006
SVK,2007,0,SVK2007
SVK,2008,0,SVK2008
SVK,2009,0,SVK2009
SVK,2010,0,SVK2010
SVK,2011,0,SVK2011
SVK,2012,0,SVK2012
SVK,2013,0,SVK2013
SVK,2014,0,SVK2014
SVK,2015,0,SVK2015
SVK,2016,0,SVK2016
SVN,1990,0,SVN1990
SVN,1991,0,SVN1991
SVN,1992,0,SVN1992
SVN,1993,0,SVN1993
SVN,1994,0,SVN1994
SVN,1995,0,SVN1995
SVN,1996,0,SVN1996
SVN,1997,0,SVN1997
SVN,1998,0,SVN1998
SVN,1999,0,SVN1999
SVN,2000,0,SVN2000
SVN,2001,0,SVN2001
SVN,2002,0,SVN2002
SVN,2003,0,SVN2003
SVN,2004,0,SVN2004
SVN,2005,0,SVN2005
SVN,2006,0,SVN2006
SVN,2007,0,SVN2007
SVN,2008,0,SVN2008
SVN,2009,0,SVN2009
SVN,2010,0,SVN2010
SVN,2011,0,SVN2011
SVN,2012,0,SVN2012
SVN,2013,0,SVN2013
SVN,2014,0,SVN2014
SVN,2015,0,SVN2015
SVN,2016,0,SVN2016
,1990,11993363,1990
,1991,11942613,1991
,1992,12066945,1992
,1993,12109940,1993
,1994,12106514,1994
,1995,12094210,1995
,1996,11949462,1996
,1997,12030891,1997
,1998,11985773,1998
,1999,11843239,1999
,2000,11634268,2000
,2001,11346434,2001
,2002,11308314,2002
,2003,11230400,2003
,2004,11121500,2004
,2005,10973224,2005
,2006,10909422,2006
,2007,10684548,2007
,2008,10548527,2008
,2009,10547517,2009
,2010,10506688,2010
,2011,10090510,2011
,2012,9900720,2012
,2013,9853456,2013
,2014,9415062,2014
,2015,9312514,2015
,2016,9262039,2016
SLB,1990,311809,SLB1990
SLB,1991,320721,SLB1991
SLB,1992,329920,SLB1992
SLB,1993,339422,SLB1993
SLB,1994,349190,SLB1994
SLB,1995,359109,SLB1995
SLB,1996,368705,SLB1996
SLB,1997,376818,SLB1997
SLB,1998,385013,SLB1998
SLB,1999,338497,SLB1999
SLB,2000,385508,SLB2000
SLB,2001,385275,SLB2001
SLB,2002,384671,SLB2002
SLB,2003,383604,SLB2003
SLB,2004,381999,SLB2004
SLB,2005,379791,SLB2005
SLB,2006,412097,SLB2006
SLB,2007,429351,SLB2007
SLB,2008,369127,SLB2008
SLB,2009,406670,SLB2009
SLB,2010,358708,SLB2010
SLB,2011,352568,SLB2011
SLB,2012,345798,SLB2012
SLB,2013,311623,SLB2013
SLB,2014,330314,SLB2014
SLB,2015,263779,SLB2015
SLB,2016,312183,SLB2016
SOM,1990,7396607,SOM1990
SOM,1991,7455190,SOM1991
SOM,1992,7487795,SOM1992
SOM,1993,7519059,SOM1993
SOM,1994,7582081,SOM1994
SOM,1995,7694345,SOM1995
SOM,1996,7850943,SOM1996
SOM,1997,8060106,SOM1997
SOM,1998,8212868,SOM1998
SOM,1999,8371182,SOM1999
SOM,2000,8516291,SOM2000
SOM,2001,8643346,SOM2001
SOM,2002,8856419,SOM2002
SOM,2003,8863985,SOM2003
SOM,2004,8968954,SOM2004
SOM,2005,9077264,SOM2005
SOM,2006,9085512,SOM2006
SOM,2007,9298314,SOM2007
SOM,2008,9404809,SOM2008
SOM,2009,9505359,SOM2009
SOM,2010,9598534,SOM2010
SOM,2011,9684023,SOM2011
SOM,2012,9762734,SOM2012
SOM,2013,9836053,SOM2013
SOM,2014,9905797,SOM2014
SOM,2015,9973185,SOM2015
SOM,2016,10038301,SOM2016
ZAF,1990,15272883,ZAF1990
ZAF,1991,15154093,ZAF1991
ZAF,1992,15030997,ZAF1992
ZAF,1993,14892810,ZAF1993
ZAF,1994,14726386,ZAF1994
ZAF,1995,14524200,ZAF1995
ZAF,1996,18188972,ZAF1996
ZAF,1997,14019233,ZAF1997
ZAF,1998,15574611,ZAF1998
ZAF,1999,13422487,ZAF1999
ZAF,2000,13106110,ZAF2000
ZAF,2001,13822732,ZAF2001
ZAF,2002,10768994,ZAF2002
ZAF,2003,10101530,ZAF2003
ZAF,2004,9215252,ZAF2004
ZAF,2005,9324732,ZAF2005
ZAF,2006,9527364,ZAF2006
ZAF,2007,8979693,ZAF2007
ZAF,2008,9124595,ZAF2008
ZAF,2009,8817952,ZAF2009
ZAF,2010,8820977,ZAF2010
ZAF,2011,7996318,ZAF2011
ZAF,2012,7790737,ZAF2012
ZAF,2013,7850040,ZAF2013
ZAF,2014,7635540,ZAF2014
ZAF,2015,8017228,ZAF2015
ZAF,2016,8850445,ZAF2016
,1990,673442799,1990
,1991,667671854,1991
,1992,664200304,1992
,1993,633768356,1993
,1994,652450012,1994
,1995,643957852,1995
,1996,633877650,1996
,1997,629727102,1997
,1998,618089894,1998
,1999,581727032,1999
,2000,594561443,2000
,2001,638643762,2001
,2002,568654187,2002
,2003,554711907,2003
,2004,554391895,2004
,2005,520744196,2005
,2006,505951572,2006
,2007,483684794,2007
,2008,465143047,2008
,2009,417589782,2009
,2010,405785184,2010
,2011,507277431,2011
,2012,346171891,2012
,2013,351445885,2013
,2014,319425328,2014
,2015,235223029,2015
,2016,254905630,2016
,1990,673442799,1990
,1991,667671854,1991
,1992,664200304,1992
,1993,633768356,1993
,1994,652450012,1994
,1995,643957852,1995
,1996,633877650,1996
,1997,629727102,1997
,1998,618089894,1998
,1999,581727032,1999
,2000,594561443,2000
,2001,638643762,2001
,2002,568654187,2002
,2003,554711907,2003
,2004,554391895,2004
,2005,520744196,2005
,2006,505951572,2006
,2007,483684794,2007
,2008,465143047,2008
,2009,417589782,2009
,2010,405785184,2010
,2011,507277431,2011
,2012,346171891,2012
,2013,351445885,2013
,2014,319425328,2014
,2015,235223029,2015
,2016,254905630,2016
KOR,1995,0,KOR1995
KOR,1996,0,KOR1996
KOR,1997,0,KOR1997
KOR,1998,0,KOR1998
KOR,1999,0,KOR1999
KOR,2000,0,KOR2000
KOR,2001,0,KOR2001
KOR,2002,0,KOR2002
KOR,2003,0,KOR2003
KOR,2004,0,KOR2004
KOR,2005,0,KOR2005
KOR,2006,0,KOR2006
KOR,2007,0,KOR2007
KOR,2008,0,KOR2008
KOR,2009,0,KOR2009
KOR,2010,0,KOR2010
KOR,2011,0,KOR2011
KOR,2012,0,KOR2012
KOR,2013,0,KOR2013
KOR,2014,0,KOR2014
KOR,2015,0,KOR2015
KOR,2016,0,KOR2016
SSD,1990,5767904,SSD1990
SSD,1991,5704807,SSD1991
SSD,1992,5599254,SSD1992
SSD,1993,5490366,SSD1993
SSD,1994,5431195,SSD1994
SSD,1995,5458973,SSD1995
SSD,1996,5590555,SSD1996
SSD,1997,5813425,SSD1997
SSD,1998,6099313,SSD1998
SSD,1999,6405223,SSD1999
SSD,2000,6699986,SSD2000
SSD,2001,6973745,SSD2001
SSD,2002,7236552,SSD2002
SSD,2003,7500892,SSD2003
SSD,2004,7786774,SSD2004
SSD,2005,8106144,SSD2005
SSD,2006,8455009,SSD2006
SSD,2007,8812255,SSD2007
SSD,2008,9168490,SSD2008
SSD,2009,9380547,SSD2009
SSD,2010,9916184,SSD2010
SSD,2011,10039401,SSD2011
SSD,2012,10286828,SSD2012
SSD,2013,10516338,SSD2013
SSD,2014,10732598,SSD2014
SSD,2015,10939238,SSD2015
SSD,2016,11136370,SSD2016
ESP,1990,0,ESP1990
ESP,1991,0,ESP1991
ESP,1992,0,ESP1992
ESP,1993,0,ESP1993
ESP,1994,0,ESP1994
ESP,1995,0,ESP1995
ESP,1996,0,ESP1996
ESP,1997,0,ESP1997
ESP,1998,0,ESP1998
ESP,1999,0,ESP1999
ESP,2000,0,ESP2000
ESP,2001,0,ESP2001
ESP,2002,0,ESP2002
ESP,2003,0,ESP2003
ESP,2004,0,ESP2004
ESP,2005,0,ESP2005
ESP,2006,0,ESP2006
ESP,2007,0,ESP2007
ESP,2008,0,ESP2008
ESP,2009,0,ESP2009
ESP,2010,0,ESP2010
ESP,2011,0,ESP2011
ESP,2012,0,ESP2012
ESP,2013,0,ESP2013
ESP,2014,0,ESP2014
ESP,2015,0,ESP2015
ESP,2016,0,ESP2016
LKA,1990,8155772,LKA1990
LKA,1991,7956063,LKA1991
LKA,1992,7745407,LKA1992
LKA,1993,7522979,LKA1993
LKA,1994,7287959,LKA1994
LKA,1995,7040768,LKA1995
LKA,1996,6782044,LKA1996
LKA,1997,6514703,LKA1997
LKA,1998,6243891,LKA1998
LKA,1999,5975339,LKA1999
LKA,2000,5712303,LKA2000
LKA,2001,6884352,LKA2001
LKA,2002,3678445,LKA2002
LKA,2003,4942514,LKA2003
LKA,2004,4681619,LKA2004
LKA,2005,4413514,LKA2005
LKA,2006,4136966,LKA2006
LKA,2007,3962158,LKA2007
LKA,2008,3555694,LKA2008
LKA,2009,3250558,LKA2009
LKA,2010,2969158,LKA2010
LKA,2011,2486558,LKA2011
LKA,2012,2285885,LKA2012
LKA,2013,2017330,LKA2013
LKA,2014,1621787,LKA2014
LKA,2015,1281044,LKA2015
LKA,2016,935427,LKA2016
,1990,430534021,1990
,1991,434546253,1991
,1992,441944850,1992
,1993,449974635,1993
,1994,459573477,1994
,1995,465580010,1995
,1996,475691521,1996
,1997,479717932,1997
,1998,487482263,1998
,1999,489821770,1999
,2000,499183483,2000
,2001,510152558,2001
,2002,515588761,2002
,2003,514344591,2003
,2004,530239999,2004
,2005,543011113,2005
,2006,548198385,2006
,2007,549584532,2007
,2008,565395323,2008
,2009,576622085,2009
,2010,591349206,2010
,2011,587502914,2011
,2012,595721185,2012
,2013,605036869,2013
,2014,609654755,2014
,2015,619345522,2015
,2016,591048087,2016
,1990,430534021,1990
,1991,434546253,1991
,1992,441944850,1992
,1993,449974635,1993
,1994,459573477,1994
,1995,465580010,1995
,1996,475691521,1996
,1997,479717932,1997
,1998,487482263,1998
,1999,489821770,1999
,2000,499183483,2000
,2001,510152558,2001
,2002,515588761,2002
,2003,514344591,2003
,2004,530239999,2004
,2005,543011113,2005
,2006,548198385,2006
,2007,549584532,2007
,2008,565395323,2008
,2009,576622085,2009
,2010,591349206,2010
,2011,587502914,2011
,2012,595721185,2012
,2013,605036869,2013
,2014,609654755,2014
,2015,619345522,2015
,2016,591048087,2016
,1990,430526754,1990
,1991,434539223,1991
,1992,441938123,1992
,1993,449968105,1993
,1994,459566056,1994
,1995,465573897,1995
,1996,475685657,1996
,1997,479711746,1997
,1998,487476872,1998
,1999,489816584,1999
,2000,499178546,2000
,2001,510147898,2001
,2002,515585496,2002
,2003,514340389,2003
,2004,530236083,2004
,2005,543007454,2005
,2006,548197539,2006
,2007,549581380,2007
,2008,565392435,2008
,2009,576619541,2009
,2010,591346513,2010
,2011,587501122,2011
,2012,595720054,2012
,2013,605035342,2013
,2014,609654388,2014
,2015,619345498,2015
,2016,591048348,2016
SDN,1990,13539180,SDN1990
SDN,1991,15240643,SDN1991
SDN,1992,15716573,SDN1992
SDN,1993,16203886,SDN1993
SDN,1994,16667891,SDN1994
SDN,1995,17085484,SDN1995
SDN,1996,17447898,SDN1996
SDN,1997,17766276,SDN1997
SDN,1998,18061835,SDN1998
SDN,1999,18364840,SDN1999
SDN,2000,20982912,SDN2000
SDN,2001,19062263,SDN2001
SDN,2002,19453505,SDN2002
SDN,2003,19855686,SDN2003
SDN,2004,20248224,SDN2004
SDN,2005,20616749,SDN2005
SDN,2006,20955789,SDN2006
SDN,2007,21270573,SDN2007
SDN,2008,21570735,SDN2008
SDN,2009,23891939,SDN2009
SDN,2010,22187440,SDN2010
SDN,2011,22519725,SDN2011
SDN,2012,22866437,SDN2012
SDN,2013,23224813,SDN2013
SDN,2014,20793590,SDN2014
SDN,2015,23958100,SDN2015
SDN,2016,24329722,SDN2016
SUR,1990,0,SUR1990
SUR,1991,0,SUR1991
SUR,1992,0,SUR1992
SUR,1993,0,SUR1993
SUR,1994,41,SUR1994
SUR,1995,337,SUR1995
SUR,1996,1290,SUR1996
SUR,1997,3167,SUR1997
SUR,1998,5813,SUR1998
SUR,1999,1756,SUR1999
SUR,2000,12086,SUR2000
SUR,2001,15531,SUR2001
SUR,2002,19107,SUR2002
SUR,2003,22789,SUR2003
SUR,2004,26547,SUR2004
SUR,2005,30352,SUR2005
SUR,2006,45288,SUR2006
SUR,2007,37984,SUR2007
SUR,2008,41753,SUR2008
SUR,2009,45487,SUR2009
SUR,2010,46310,SUR2010
SUR,2011,52892,SUR2011
SUR,2012,56590,SUR2012
SUR,2013,60301,SUR2013
SUR,2014,64033,SUR2014
SUR,2015,67797,SUR2015
SUR,2016,71603,SUR2016
SWE,1990,0,SWE1990
SWE,1991,0,SWE1991
SWE,1992,0,SWE1992
SWE,1993,0,SWE1993
SWE,1994,0,SWE1994
SWE,1995,0,SWE1995
SWE,1996,0,SWE1996
SWE,1997,0,SWE1997
SWE,1998,0,SWE1998
SWE,1999,0,SWE1999
SWE,2000,0,SWE2000
SWE,2001,0,SWE2001
SWE,2002,0,SWE2002
SWE,2003,0,SWE2003
SWE,2004,0,SWE2004
SWE,2005,0,SWE2005
SWE,2006,0,SWE2006
SWE,2007,0,SWE2007
SWE,2008,0,SWE2008
SWE,2009,0,SWE2009
SWE,2010,0,SWE2010
SWE,2011,0,SWE2011
SWE,2012,0,SWE2012
SWE,2013,0,SWE2013
SWE,2014,0,SWE2014
SWE,2015,0,SWE2015
SWE,2016,0,SWE2016
CHE,1990,0,CHE1990
CHE,1991,0,CHE1991
CHE,1992,0,CHE1992
CHE,1993,0,CHE1993
CHE,1994,0,CHE1994
CHE,1995,0,CHE1995
CHE,1996,0,CHE1996
CHE,1997,0,CHE1997
CHE,1998,0,CHE1998
CHE,1999,0,CHE1999
CHE,2000,0,CHE2000
CHE,2001,0,CHE2001
CHE,2002,0,CHE2002
CHE,2003,0,CHE2003
CHE,2004,0,CHE2004
CHE,2005,0,CHE2005
CHE,2006,0,CHE2006
CHE,2007,0,CHE2007
CHE,2008,0,CHE2008
CHE,2009,0,CHE2009
CHE,2010,0,CHE2010
CHE,2011,0,CHE2011
CHE,2012,0,CHE2012
CHE,2013,0,CHE2013
CHE,2014,0,CHE2014
CHE,2015,0,CHE2015
CHE,2016,0,CHE2016
,1990,2421297,1990
,1991,2384936,1991
,1992,2342912,1992
,1993,2295913,1993
,1994,2244788,1994
,1995,2190113,1995
,1996,2132734,1996
,1997,2072703,1997
,1998,2009132,1998
,1999,1941057,1999
,2000,1868303,2000
,2001,1788711,2001
,2002,2289779,2002
,2003,1613732,2003
,2004,1525777,2004
,2005,1438899,2005
,2006,93486,2006
,2007,1259738,2007
,2008,1150554,2008
,2009,1017045,2009
,2010,1534375,2010
,2011,684132,2011
,2012,501754,2012
,2013,324933,2013
,2014,174623,2014
,2015,68098,2015
,2016,0,2016
TJK,1990,179465,TJK1990
TJK,1991,171662,TJK1991
TJK,1992,162940,TJK1992
TJK,1993,153639,TJK1993
TJK,1994,144157,TJK1994
TJK,1995,134828,TJK1995
TJK,1996,125875,TJK1996
TJK,1997,118326,TJK1997
TJK,1998,110956,TJK1998
TJK,1999,183447,TJK1999
TJK,2000,95248,TJK2000
TJK,2001,95205,TJK2001
TJK,2002,64477,TJK2002
TJK,2003,0,TJK2003
TJK,2004,85206,TJK2004
TJK,2005,47979,TJK2005
TJK,2006,76555,TJK2006
TJK,2007,70336,TJK2007
TJK,2008,62419,TJK2008
TJK,2009,74728,TJK2009
TJK,2010,41167,TJK2010
TJK,2011,28420,TJK2011
TJK,2012,71956,TJK2012
TJK,2013,6751,TJK2013
TJK,2014,1806,TJK2014
TJK,2015,226,TJK2015
TJK,2016,0,TJK2016
TZA,1990,24827262,TZA1990
TZA,1991,25463876,TZA1991
TZA,1992,25368685,TZA1992
TZA,1993,26817372,TZA1993
TZA,1994,27479648,TZA1994
TZA,1995,28101827,TZA1995
TZA,1996,27915540,TZA1996
TZA,1997,29221948,TZA1997
TZA,1998,29753522,TZA1998
TZA,1999,30628217,TZA1999
TZA,2000,30889906,TZA2000
TZA,2001,31519705,TZA2001
TZA,2002,32186659,TZA2002
TZA,2003,33025525,TZA2003
TZA,2004,33889486,TZA2004
TZA,2005,34415783,TZA2005
TZA,2006,35232229,TZA2006
TZA,2007,36081315,TZA2007
TZA,2008,38294077,TZA2008
TZA,2009,39661837,TZA2009
TZA,2010,39276000,TZA2010
TZA,2011,40815834,TZA2011
TZA,2012,41573298,TZA2012
TZA,2013,42332193,TZA2013
TZA,2014,42357162,TZA2014
TZA,2015,43912165,TZA2015
TZA,2016,37344519,TZA2016
THA,1990,13637189,THA1990
THA,1991,13131973,THA1991
THA,1992,12590369,THA1992
THA,1993,12026226,THA1993
THA,1994,11455321,THA1994
THA,1995,10887217,THA1995
THA,1996,10324858,THA1996
THA,1997,9765214,THA1997
THA,1998,9204168,THA1998
THA,1999,8636914,THA1999
THA,2000,11269486,THA2000
THA,2001,7475983,THA2001
THA,2002,6880391,THA2002
THA,2003,6273314,THA2003
THA,2004,5653541,THA2004
THA,2005,5018971,THA2005
THA,2006,562006,THA2006
THA,2007,3691833,THA2007
THA,2008,2993620,THA2008
THA,2009,695571,THA2009
THA,2010,201626,THA2010
THA,2011,866806,THA2011
THA,2012,604745,THA2012
THA,2013,98332,THA2013
THA,2014,12543,THA2014
THA,2015,274630,THA2015
THA,2016,0,THA2016
TLS,1990,751858,TLS1990
TLS,1991,776331,TLS1991
TLS,1992,801682,TLS1992
TLS,1993,820906,TLS1993
TLS,1994,829956,TLS1994
TLS,1995,819920,TLS1995
TLS,1996,799769,TLS1996
TLS,1997,772074,TLS1997
TLS,1998,742286,TLS1998
TLS,1999,717106,TLS1999
TLS,2000,700476,TLS2000
TLS,2001,664043,TLS2001
TLS,2002,692960,TLS2002
TLS,2003,694696,TLS2003
TLS,2004,694489,TLS2004
TLS,2005,687823,TLS2005
TLS,2006,674521,TLS2006
TLS,2007,675193,TLS2007
TLS,2008,635006,TLS2008
TLS,2009,613227,TLS2009
TLS,2010,687946,TLS2010
TLS,2011,572719,TLS2011
TLS,2012,553223,TLS2012
TLS,2013,533279,TLS2013
TLS,2014,512072,TLS2014
TLS,2015,406029,TLS2015
TLS,2016,464408,TLS2016
TGO,1990,3786561,TGO1990
TGO,1991,3845682,TGO1991
TGO,1992,3860274,TGO1992
TGO,1993,3872042,TGO1993
TGO,1994,3887228,TGO1994
TGO,1995,3909738,TGO1995
TGO,1996,3941019,TGO1996
TGO,1997,3978956,TGO1997
TGO,1998,3963132,TGO1998
TGO,1999,4058018,TGO1999
TGO,2000,4127580,TGO2000
TGO,2001,4116082,TGO2001
TGO,2002,4135963,TGO2002
TGO,2003,4151431,TGO2003
TGO,2004,4164452,TGO2004
TGO,2005,4176131,TGO2005
TGO,2006,4209048,TGO2006
TGO,2007,4192996,TGO2007
TGO,2008,4196092,TGO2008
TGO,2009,4194715,TGO2009
TGO,2010,4500580,TGO2010
TGO,2011,4027607,TGO2011
TGO,2012,4160785,TGO2012
TGO,2013,4138936,TGO2013
TGO,2014,3925301,TGO2014
TGO,2015,4077124,TGO2015
TGO,2016,4036826,TGO2016
TON,1990,21124,TON1990
TON,1991,20403,TON1991
TON,1992,19675,TON1992
TON,1993,18945,TON1993
TON,1994,19167,TON1994
TON,1995,17523,TON1995
TON,1996,16837,TON1996
TON,1997,16171,TON1997
