Code,Year,Number of people without access to electricity,IDWE
CAN,2002,0,CAN2002
CAN,2003,0,CAN2003
CAN,2004,0,CAN2004
CAN,2005,0,CAN2005
CAN,2006,0,CAN2006
CAN,2007,0,CAN2007
CAN,2008,0,CAN2008
CAN,2009,0,CAN2009
CAN,2010,0,CAN2010
CAN,2011,0,CAN2011
CAN,2012,0,CAN2012
CAN,2013,0,CAN2013
CAN,2014,0,CAN2014
CAN,2015,0,CAN2015
CAN,2016,0,CAN2016
CPV,1990,230572,CPV1990
CPV,1991,227704,CPV1991
CPV,1992,225149,CPV1992
CPV,1993,222635,CPV1993
CPV,1994,219800,CPV1994
CPV,1995,216426,CPV1995
CPV,1996,212460,CPV1996
CPV,1997,207980,CPV1997
CPV,1998,203015,CPV1998
CPV,1999,197634,CPV1999
CPV,2000,191870,CPV2000
CPV,2001,185723,CPV2001
CPV,2002,187172,CPV2002
CPV,2003,172094,CPV2003
CPV,2004,164501,CPV2004
CPV,2005,156607,CPV2005
CPV,2006,147613,CPV2006
CPV,2007,138349,CPV2007
CPV,2008,128626,CPV2008
CPV,2009,118546,CPV2009
CPV,2010,94951,CPV2010
CPV,2011,97522,CPV2011
CPV,2012,86583,CPV2012
CPV,2013,75350,CPV2013
CPV,2014,63821,CPV2014
CPV,2015,51992,CPV2015
CPV,2016,39865,CPV2016
,1990,1388914,1990
,1991,1215548,1991
,1992,1176208,1992
,1993,1121155,1993
,1994,1099316,1994
,1995,1060072,1995
,1996,899225,1996
,1997,982200,1997
,1998,946919,1998
,1999,878432,1999
,2000,839191,2000
,2001,739306,2001
,2002,753713,2002
,2003,737892,2003
,2004,704666,2004
,2005,668987,2005
,2006,678019,2006
,2007,598419,2007
,2008,529922,2008
,2009,529578,2009
,2010,480889,2010
,2011,514729,2011
,2012,450953,2012
,2013,379279,2013
,2014,318172,2014
,2015,319274,2015
,2016,288637,2016
CYM,1990,0,CYM1990
CYM,1991,0,CYM1991
CYM,1992,0,CYM1992
CYM,1993,0,CYM1993
CYM,1994,0,CYM1994
CYM,1995,0,CYM1995
CYM,1996,0,CYM1996
CYM,1997,0,CYM1997
CYM,1998,0,CYM1998
CYM,1999,0,CYM1999
CYM,2000,0,CYM2000
CYM,2001,0,CYM2001
CYM,2002,0,CYM2002
CYM,2003,0,CYM2003
CYM,2004,0,CYM2004
CYM,2005,0,CYM2005
CYM,2006,0,CYM2006
CYM,2007,0,CYM2007
CYM,2008,0,CYM2008
CYM,2009,0,CYM2009
CYM,2010,0,CYM2010
CYM,2011,0,CYM2011
CYM,2012,0,CYM2012
CYM,2013,0,CYM2013
CYM,2014,0,CYM2014
CYM,2015,0,CYM2015
CYM,2016,0,CYM2016
CAF,1990,2939486,CAF1990
CAF,1991,2998380,CAF1991
CAF,1992,3062330,CAF1992
CAF,1993,3127713,CAF1993
CAF,1994,3193280,CAF1994
CAF,1995,3252184,CAF1995
CAF,1996,3317800,CAF1996
CAF,1997,3376868,CAF1997
CAF,1998,3434340,CAF1998
CAF,1999,3490831,CAF1999
CAF,2000,3529687,CAF2000
CAF,2001,3601421,CAF2001
CAF,2002,3654144,CAF2002
CAF,2003,3705155,CAF2003
CAF,2004,3754865,CAF2004
CAF,2005,3803204,CAF2005
CAF,2006,3873804,CAF2006
CAF,2007,3898022,CAF2007
CAF,2008,3939035,CAF2008
CAF,2009,3968721,CAF2009
CAF,2010,4012570,CAF2010
CAF,2011,3983162,CAF2011
CAF,2012,3969713,CAF2012
CAF,2013,3951278,CAF2013
CAF,2014,3938134,CAF2014
CAF,2015,3937631,CAF2015
CAF,2016,3952058,CAF2016
,1990,0,1990
,1991,0,1991
,1992,0,1992
,1993,0,1993
,1994,0,1994
,1995,0,1995
,1996,0,1996
,1997,0,1997
,1998,0,1998
,1999,0,1999
,2000,0,2000
,2001,0,2001
,2002,0,2002
,2003,0,2003
,2004,0,2004
,2005,0,2005
,2006,0,2006
,2007,0,2007
,2008,0,2008
,2009,0,2009
,2010,0,2010
,2011,0,2011
,2012,0,2012
,2013,0,2013
,2014,0,2014
,2015,0,2015
,2016,0,2016
TCD,1990,5956263,TCD1990
TCD,1991,6148188,TCD1991
TCD,1992,6342207,TCD1992
TCD,1993,6536101,TCD1993
TCD,1994,6733184,TCD1994
TCD,1995,6930467,TCD1995
TCD,1996,7138331,TCD1996
TCD,1997,7320906,TCD1997
TCD,1998,7588313,TCD1998
TCD,1999,7835635,TCD1999
TCD,2000,8100426,TCD2000
TCD,2001,8383878,TCD2001
TCD,2002,8683971,TCD2002
TCD,2003,8994913,TCD2003
TCD,2004,9370191,TCD2004
TCD,2005,9620207,TCD2005
TCD,2006,9925849,TCD2006
TCD,2007,10226843,TCD2007
TCD,2008,10526768,TCD2008
TCD,2009,10831848,TCD2009
TCD,2010,11126421,TCD2010
TCD,2011,11472166,TCD2011
TCD,2012,11806953,TCD2012
TCD,2013,12148087,TCD2013
TCD,2014,12491494,TCD2014
TCD,2015,12930688,TCD2015
TCD,2016,13176254,TCD2016
OWID_CIS,1990,0,OWID_CIS1990
OWID_CIS,1991,0,OWID_CIS1991
OWID_CIS,1992,0,OWID_CIS1992
OWID_CIS,1993,0,OWID_CIS1993
OWID_CIS,1994,0,OWID_CIS1994
OWID_CIS,1995,0,OWID_CIS1995
OWID_CIS,1996,0,OWID_CIS1996
OWID_CIS,1997,0,OWID_CIS1997
OWID_CIS,1998,0,OWID_CIS1998
OWID_CIS,1999,0,OWID_CIS1999
OWID_CIS,2000,0,OWID_CIS2000
OWID_CIS,2001,0,OWID_CIS2001
OWID_CIS,2002,0,OWID_CIS2002
OWID_CIS,2003,0,OWID_CIS2003
OWID_CIS,2004,0,OWID_CIS2004
OWID_CIS,2005,0,OWID_CIS2005
OWID_CIS,2006,0,OWID_CIS2006
OWID_CIS,2007,0,OWID_CIS2007
OWID_CIS,2008,0,OWID_CIS2008
OWID_CIS,2009,0,OWID_CIS2009
OWID_CIS,2010,0,OWID_CIS2010
OWID_CIS,2011,0,OWID_CIS2011
OWID_CIS,2012,0,OWID_CIS2012
OWID_CIS,2013,0,OWID_CIS2013
OWID_CIS,2014,0,OWID_CIS2014
OWID_CIS,2015,0,OWID_CIS2015
OWID_CIS,2016,0,OWID_CIS2016
CHL,1990,1025282,CHL1990
CHL,1991,773585,CHL1991
CHL,1992,743696,CHL1992
CHL,1993,701449,CHL1993
CHL,1994,664050,CHL1994
CHL,1995,626390,CHL1995
CHL,1996,635394,CHL1996
CHL,1997,552384,CHL1997
CHL,1998,410735,CHL1998
CHL,1999,483984,CHL1999
CHL,2000,314613,CHL2000
CHL,2001,424255,CHL2001
CHL,2002,396345,CHL2002
CHL,2003,192387,CHL2003
CHL,2004,340163,CHL2004
CHL,2005,308604,CHL2005
CHL,2006,103123,CHL2006
CHL,2007,238082,CHL2007
CHL,2008,196999,CHL2008
CHL,2009,68384,CHL2009
CHL,2010,103890,CHL2010
CHL,2011,70639,CHL2011
CHL,2012,24541,CHL2012
CHL,2013,69852,CHL2013
CHL,2014,821,CHL2014
CHL,2015,50651,CHL2015
CHL,2016,0,CHL2016
CHN,1990,88362675,CHN1990
CHN,1991,84515411,CHN1991
CHN,1992,80439831,CHN1992
CHN,1993,76229079,CHN1993
CHN,1994,71969295,CHN1994
CHN,1995,67683744,CHN1995
CHN,1996,63420689,CHN1996
CHN,1997,59233866,CHN1997
CHN,1998,55146966,CHN1998
CHN,1999,51196387,CHN1999
CHN,2000,47425868,CHN2000
CHN,2001,43799897,CHN2001
CHN,2002,40253982,CHN2002
CHN,2003,36722133,CHN2003
CHN,2004,33137859,CHN2004
CHN,2005,29431574,CHN2005
CHN,2006,25344500,CHN2006
CHN,2007,21103233,CHN2007
CHN,2008,16559299,CHN2008
CHN,2009,11773046,CHN2009
CHN,2010,4013115,CHN2010
CHN,2011,3377451,CHN2011
CHN,2012,1129426,CHN2012
CHN,2013,229178,CHN2013
CHN,2014,20609,CHN2014
CHN,2015,0,CHN2015
CHN,2016,0,CHN2016
COL,1990,3461428,COL1990
COL,1991,3226306,COL1991
COL,1992,3145806,COL1992
COL,1993,3060907,COL1993
COL,1994,2972637,COL1994
COL,1995,3294894,COL1995
COL,1996,2790984,COL1996
COL,1997,2700511,COL1997
COL,1998,2612586,COL1998
COL,1999,2529098,COL1999
COL,2000,1939390,COL2000
COL,2001,2377636,COL2001
COL,2002,2305968,COL2002
COL,2003,2233776,COL2003
COL,2004,2158422,COL2004
COL,2005,1385140,COL2005
COL,2006,1987406,COL2006
COL,2007,1886241,COL2007
COL,2008,1433813,COL2008
COL,2009,1790656,COL2009
COL,2010,1474432,COL2010
COL,2011,1534389,COL2011
COL,2012,1391360,COL2012
COL,2013,1051290,COL2013
COL,2014,1055753,COL2014
COL,2015,874435,COL2015
COL,2016,484366,COL2016
COM,1990,348622,COM1990
COM,1991,348564,COM1991
COM,1992,348141,COM1992
COM,1993,347304,COM1993
COM,1994,345996,COM1994
COM,1995,344175,COM1995
COM,1996,347414,COM1996
COM,1997,339026,COM1997
COM,1998,335717,COM1998
COM,1999,331896,COM1999
COM,2000,327585,COM2000
COM,2001,322753,COM2001
COM,2002,314352,COM2002
COM,2003,311509,COM2003
COM,2004,305137,COM2004
COM,2005,298264,COM2005
COM,2006,290832,COM2006
COM,2007,282768,COM2007
COM,2008,274012,COM2008
COM,2009,264535,COM2009
COM,2010,254318,COM2010
COM,2011,243351,COM2011
COM,2012,222227,COM2012
COM,2013,219056,COM2013
COM,2014,205659,COM2014
COM,2015,191396,COM2015
COM,2016,176272,COM2016
COG,1990,2440213,COG1990
COG,1991,2486840,COG1991
COG,1992,2535091,COG1992
COG,1993,2543104,COG1993
COG,1994,2550280,COG1994
COG,1995,2556770,COG1995
COG,1996,2562880,COG1996
COG,1997,2568570,COG1997
COG,1998,2573283,COG1998
COG,1999,2576294,COG1999
COG,2000,2577249,COG2000
COG,2001,2575338,COG2001
COG,2002,2570811,COG2002
COG,2003,2565358,COG2003
COG,2004,2561085,COG2004
COG,2005,2461477,COG2005
COG,2006,2558698,COG2006
COG,2007,2558585,COG2007
COG,2008,2554830,COG2008
COG,2009,2675585,COG2009
COG,2010,2521650,COG2010
COG,2011,2489334,COG2011
COG,2012,2705884,COG2012
COG,2013,2398800,COG2013
COG,2014,2344831,COG2014
COG,2015,1978277,COG2015
COG,2016,2226340,COG2016
CRI,1990,78184,CRI1990
CRI,1991,75129,CRI1991
CRI,1992,71885,CRI1992
CRI,1993,68517,CRI1993
CRI,1994,65356,CRI1994
CRI,1995,62124,CRI1995
CRI,1996,59105,CRI1996
CRI,1997,56436,CRI1997
CRI,1998,54236,CRI1998
CRI,1999,52603,CRI1999
CRI,2000,51564,CRI2000
CRI,2001,69953,CRI2001
CRI,2002,60575,CRI2002
CRI,2003,53807,CRI2003
CRI,2004,43764,CRI2004
CRI,2005,40225,CRI2005
CRI,2006,36731,CRI2006
CRI,2007,34169,CRI2007
CRI,2008,32604,CRI2008
CRI,2009,26490,CRI2009
CRI,2010,45647,CRI2010
CRI,2011,35316,CRI2011
CRI,2012,23117,CRI2012
CRI,2013,20543,CRI2013
CRI,2014,30482,CRI2014
CRI,2015,28376,CRI2015
CRI,2016,0,CRI2016
CIV,1990,7770458,CIV1990
CIV,1991,7907242,CIV1991
CIV,1992,8040681,CIV1992
CIV,1993,8168292,CIV1993
CIV,1994,8943093,CIV1994
CIV,1995,8394478,CIV1995
CIV,1996,8491832,CIV1996
CIV,1997,8579226,CIV1997
CIV,1998,8652774,CIV1998
CIV,1999,8443521,CIV1999
CIV,2000,8740850,CIV2000
CIV,2001,8751155,CIV2001
CIV,2002,8440127,CIV2002
CIV,2003,8719624,CIV2003
CIV,2004,8693715,CIV2004
CIV,2005,7536221,CIV2005
CIV,2006,8649297,CIV2006
CIV,2007,8629472,CIV2007
CIV,2008,8610836,CIV2008
CIV,2009,8593149,CIV2009
CIV,2010,8575918,CIV2010
CIV,2011,8559558,CIV2011
CIV,2012,9467023,CIV2012
CIV,2013,8525376,CIV2013
CIV,2014,8584444,CIV2014
CIV,2015,8299131,CIV2015
CIV,2016,8459443,CIV2016
HRV,1990,0,HRV1990
HRV,1991,0,HRV1991
HRV,1992,0,HRV1992
HRV,1993,0,HRV1993
HRV,1994,0,HRV1994
HRV,1995,0,HRV1995
HRV,1996,0,HRV1996
HRV,1997,0,HRV1997
HRV,1998,0,HRV1998
HRV,1999,0,HRV1999
HRV,2000,0,HRV2000
HRV,2001,0,HRV2001
HRV,2002,0,HRV2002
HRV,2003,0,HRV2003
HRV,2004,0,HRV2004
HRV,2005,0,HRV2005
HRV,2006,0,HRV2006
HRV,2007,0,HRV2007
HRV,2008,0,HRV2008
HRV,2009,0,HRV2009
HRV,2010,0,HRV2010
HRV,2011,0,HRV2011
HRV,2012,0,HRV2012
HRV,2013,0,HRV2013
HRV,2014,0,HRV2014
HRV,2015,0,HRV2015
HRV,2016,0,HRV2016
CUB,1990,791336,CUB1990
CUB,1991,746472,CUB1991
CUB,1992,700119,CUB1992
CUB,1993,652886,CUB1993
CUB,1994,605498,CUB1994
CUB,1995,558534,CUB1995
CUB,1996,512377,CUB1996
CUB,1997,467330,CUB1997
CUB,1998,423748,CUB1998
CUB,1999,381987,CUB1999
CUB,2000,334522,CUB2000
CUB,2001,304175,CUB2001
CUB,2002,267113,CUB2002
CUB,2003,230452,CUB2003
CUB,2004,193060,CUB2004
CUB,2005,154780,CUB2005
CUB,2006,115255,CUB2006
CUB,2007,75714,CUB2007
CUB,2008,40674,CUB2008
CUB,2009,16148,CUB2009
CUB,2010,4091,CUB2010
CUB,2011,487,CUB2011
CUB,2012,0,CUB2012
CUB,2013,0,CUB2013
CUB,2014,0,CUB2014
CUB,2015,0,CUB2015
CUB,2016,0,CUB2016
CUW,1990,0,CUW1990
CUW,1991,0,CUW1991
CUW,1992,0,CUW1992
CUW,1993,0,CUW1993
CUW,1994,0,CUW1994
CUW,1995,0,CUW1995
CUW,1996,0,CUW1996
CUW,1997,0,CUW1997
CUW,1998,0,CUW1998
CUW,1999,0,CUW1999
CUW,2000,0,CUW2000
CUW,2001,0,CUW2001
CUW,2002,0,CUW2002
CUW,2003,0,CUW2003
CUW,2004,0,CUW2004
CUW,2005,0,CUW2005
CUW,2006,0,CUW2006
CUW,2007,0,CUW2007
CUW,2008,0,CUW2008
CUW,2009,0,CUW2009
CUW,2010,0,CUW2010
CUW,2011,0,CUW2011
CUW,2012,0,CUW2012
CUW,2013,0,CUW2013
CUW,2014,0,CUW2014
CUW,2015,0,CUW2015
CUW,2016,0,CUW2016
CYP,1990,0,CYP1990
CYP,1991,0,CYP1991
CYP,1992,0,CYP1992
CYP,1993,0,CYP1993
CYP,1994,0,CYP1994
CYP,1995,0,CYP1995
CYP,1996,0,CYP1996
CYP,1997,0,CYP1997
CYP,1998,0,CYP1998
CYP,1999,0,CYP1999
CYP,2000,0,CYP2000
CYP,2001,0,CYP2001
CYP,2002,0,CYP2002
CYP,2003,0,CYP2003
CYP,2004,0,CYP2004
CYP,2005,0,CYP2005
CYP,2006,0,CYP2006
CYP,2007,0,CYP2007
CYP,2008,0,CYP2008
CYP,2009,0,CYP2009
CYP,2010,0,CYP2010
CYP,2011,0,CYP2011
CYP,2012,0,CYP2012
CYP,2013,0,CYP2013
CYP,2014,0,CYP2014
CYP,2015,0,CYP2015
CYP,2016,0,CYP2016
CZE,1990,0,CZE1990
CZE,1991,0,CZE1991
CZE,1992,0,CZE1992
CZE,1993,0,CZE1993
CZE,1994,0,CZE1994
CZE,1995,0,CZE1995
CZE,1996,0,CZE1996
CZE,1997,0,CZE1997
CZE,1998,0,CZE1998
CZE,1999,0,CZE1999
CZE,2000,0,CZE2000
CZE,2001,0,CZE2001
CZE,2002,0,CZE2002
CZE,2003,0,CZE2003
CZE,2004,0,CZE2004
CZE,2005,0,CZE2005
CZE,2006,0,CZE2006
CZE,2007,0,CZE2007
CZE,2008,0,CZE2008
CZE,2009,0,CZE2009
CZE,2010,0,CZE2010
CZE,2011,0,CZE2011
CZE,2012,0,CZE2012
CZE,2013,0,CZE2013
CZE,2014,0,CZE2014
CZE,2015,0,CZE2015
CZE,2016,0,CZE2016
COD,1990,34611120,COD1990
COD,1991,35705637,COD1991
COD,1992,36904341,COD1992
COD,1993,38091415,COD1993
COD,1994,39213198,COD1994
COD,1995,40203900,COD1995
COD,1996,41039720,COD1996
COD,1997,41756053,COD1997
COD,1998,42419539,COD1998
COD,1999,43124234,COD1999
COD,2000,43922269,COD2000
COD,2001,44875324,COD2001
COD,2002,45916965,COD2002
COD,2003,47048088,COD2003
COD,2004,48242910,COD2004
COD,2005,51466387,COD2005
COD,2006,50759399,COD2006
COD,2007,49538093,COD2007
COD,2008,53434638,COD2008
COD,2009,54821686,COD2009
COD,2010,56238043,COD2010
COD,2011,57681680,COD2011
COD,2012,58355965,COD2012
COD,2013,60642349,COD2013
COD,2014,63770274,COD2014
COD,2015,63685771,COD2015
COD,2016,65234966,COD2016
DNK,1990,0,DNK1990
DNK,1991,0,DNK1991
DNK,1992,0,DNK1992
DNK,1993,0,DNK1993
DNK,1994,0,DNK1994
DNK,1995,0,DNK1995
DNK,1996,0,DNK1996
DNK,1997,0,DNK1997
DNK,1998,0,DNK1998
DNK,1999,0,DNK1999
DNK,2000,0,DNK2000
DNK,2001,0,DNK2001
DNK,2002,0,DNK2002
DNK,2003,0,DNK2003
DNK,2004,0,DNK2004
DNK,2005,0,DNK2005
DNK,2006,0,DNK2006
DNK,2007,0,DNK2007
DNK,2008,0,DNK2008
DNK,2009,0,DNK2009
DNK,2010,0,DNK2010
DNK,2011,0,DNK2011
DNK,2012,0,DNK2012
DNK,2013,0,DNK2013
DNK,2014,0,DNK2014
DNK,2015,0,DNK2015
DNK,2016,0,DNK2016
DJI,1990,238467,DJI1990
DJI,1991,246564,DJI1991
DJI,1992,251376,DJI1992
DJI,1993,254286,DJI1993
DJI,1994,257429,DJI1994
DJI,1995,262376,DJI1995
DJI,1996,244599,DJI1996
DJI,1997,278776,DJI1997
DJI,1998,289139,DJI1998
DJI,1999,299698,DJI1999
DJI,2000,309685,DJI2000
DJI,2001,318903,DJI2001
DJI,2002,375349,DJI2002
DJI,2003,335982,DJI2003
DJI,2004,344331,DJI2004
DJI,2005,352894,DJI2005
DJI,2006,354313,DJI2006
DJI,2007,370489,DJI2007
DJI,2008,379380,DJI2008
DJI,2009,388357,DJI2009
DJI,2010,397453,DJI2010
DJI,2011,406729,DJI2011
DJI,2012,400058,DJI2012
DJI,2013,425784,DJI2013
DJI,2014,435382,DJI2014
DJI,2015,444920,DJI2015
DJI,2016,454368,DJI2016
DMA,1990,24093,DMA1990
DMA,1991,22990,DMA1991
DMA,1992,21956,DMA1992
DMA,1993,20953,DMA1993
DMA,1994,19925,DMA1994
DMA,1995,18855,DMA1995
DMA,1996,17739,DMA1996
DMA,1997,16601,DMA1997
DMA,1998,17573,DMA1998
DMA,1999,14387,DMA1999
DMA,2000,13360,DMA2000
DMA,2001,12391,DMA2001
DMA,2002,8588,DMA2002
DMA,2003,10541,DMA2003
DMA,2004,9619,DMA2004
DMA,2005,8681,DMA2005
DMA,2006,7721,DMA2006
DMA,2007,6739,DMA2007
DMA,2008,6468,DMA2008
DMA,2009,4716,DMA2009
DMA,2010,3681,DMA2010
DMA,2011,2632,DMA2011
DMA,2012,1568,DMA2012
DMA,2013,829,DMA2013
DMA,2014,305,DMA2014
DMA,2015,71,DMA2015
DMA,2016,0,DMA2016
DOM,1990,1465558,DOM1990
DOM,1991,1596986,DOM1991
DOM,1992,1387024,DOM1992
DOM,1993,1344180,DOM1993
DOM,1994,1298984,DOM1994
DOM,1995,1251596,DOM1995
DOM,1996,1202292,DOM1996
DOM,1997,1151491,DOM1997
DOM,1998,1099686,DOM1998
DOM,1999,758620,DOM1999
DOM,2000,962016,DOM2000
DOM,2001,887858,DOM2001
DOM,2002,905326,DOM2002
DOM,2003,970867,DOM2003
DOM,2004,881483,DOM2004
DOM,2005,910711,DOM2005
DOM,2006,926062,DOM2006
DOM,2007,296883,DOM2007
DOM,2008,233570,DOM2008
DOM,2009,209249,DOM2009
DOM,2010,183567,DOM2010
DOM,2011,210682,DOM2011
DOM,2012,216600,DOM2012
DOM,2013,165955,DOM2013
DOM,2014,159108,DOM2014
DOM,2015,151571,DOM2015
DOM,2016,0,DOM2016
,1990,953347972,1990
,1991,973413306,1991
,1992,940426792,1992
,1993,928422928,1993
,1994,934170649,1994
,1995,918820710,1995
,1996,899821961,1996
,1997,876007323,1997
,1998,862455807,1998
,1999,817767303,1999
,2000,821175772,2000
,2001,868548357,2001
,2002,794370713,2002
,2003,777652555,2003
,2004,766815303,2004
,2005,741144341,2005
,2006,710755658,2006
,2007,687121667,2007
,2008,662738844,2008
,2009,610843540,2009
,2010,597735471,2010
,2011,695511262,2011
,2012,531544852,2012
,2013,529518561,2013
,2014,507837285,2014
,2015,407441730,2015
,2016,420060539,2016
,1990,289334838,1990
,1991,310542857,1991
,1992,275738161,1992
,1993,290558602,1993
,1994,271610443,1994
,1995,252472721,1995
,1996,235944097,1996
,1997,217890102,1997
,1998,206791522,1998
,1999,196619254,1999
,2000,188606165,2000
,2001,179952890,2001
,2002,170539945,2002
,2003,165744681,2003
,2004,157123911,2004
,2005,154257009,2005
,2006,134557293,2006
,2007,132537227,2007
,2008,120428828,2008
,2009,109868377,2009
,2010,99406180,2010
,2011,92915072,2011
,2012,84420848,2012
,2013,80046477,2013
,2014,77334952,2014
,2015,71400583,2015
,2016,70933164,2016
,1990,258902142,1990
,1991,279097071,1991
,1992,245227011,1992
,1993,259328110,1993
,1994,240933273,1994
,1995,228489831,1995
,1996,212299450,1996
,1997,194628758,1997
,1998,183857251,1998
,1999,174011322,1999
,2000,166298940,2000
,2001,157951460,2001
,2002,148856209,2002
,2003,144337088,2003
,2004,136049309,2004
,2005,133473776,2005
,2006,114266229,2006
,2007,112569610,2007
,2008,100910316,2008
,2009,90606359,2009
,2010,80783351,2010
,2011,74708715,2011
,2012,66656616,2012
,2013,62687776,2013
,2014,60372692,2014
,2015,54874110,2015
,2016,54793146,2016
,1990,279200970,1990
,1991,299708867,1991
,1992,266136939,1992
,1993,280465858,1993
,1994,262260663,1994
,1995,249708111,1995
,1996,233369571,1996
,1997,215517919,1997
,1998,204543288,1998
,1999,194485767,1999
,2000,186562587,2000
,2001,178006756,2001
,2002,168701031,2002
,2003,163963728,2003
,2004,155442092,2004
,2005,152612213,2005
,2006,133127002,2006
,2007,131132459,2007
,2008,119156908,2008
,2009,108711821,2009
,2010,98364075,2010
,2011,91945733,2011
,2012,83542746,2012
,2013,79216824,2013
,2014,76537401,2014
,2015,70666856,2015
,2016,70207796,2016
ECU,1990,1129942,ECU1990
ECU,1991,1106134,ECU1991
ECU,1992,1080208,ECU1992
ECU,1993,1052331,ECU1993
ECU,1994,1022755,ECU1994
ECU,1995,1163488,ECU1995
ECU,1996,959901,ECU1996
ECU,1997,927517,ECU1997
ECU,1998,884723,ECU1998
ECU,1999,859051,ECU1999
ECU,2000,831581,ECU2000
ECU,2001,800481,ECU2001
ECU,2002,769109,ECU2002
ECU,2003,668062,ECU2003
ECU,2004,703507,ECU2004
ECU,2005,572395,ECU2005
ECU,2006,514665,ECU2006
ECU,2007,452782,ECU2007
ECU,2008,403582,ECU2008
ECU,2009,518475,ECU2009
ECU,2010,379021,ECU2010
ECU,2011,474642,ECU2011
ECU,2012,432533,ECU2012
ECU,2013,307800,ECU2013
ECU,2014,162837,ECU2014
ECU,2015,189554,ECU2015
ECU,2016,10353,ECU2016
EGY,1990,3469726,EGY1990
EGY,1991,3337929,EGY1991
EGY,1992,3962345,EGY1992
EGY,1993,3039919,EGY1993
EGY,1994,2880153,EGY1994
EGY,1995,2867147,EGY1995
EGY,1996,2554580,EGY1996
EGY,1997,2393587,EGY1997
EGY,1998,2237578,EGY1998
EGY,1999,2089618,EGY1999
EGY,2000,1607838,EGY2000
EGY,2001,1821397,EGY2001
EGY,2002,1694884,EGY2002
EGY,2003,887783,EGY2003
EGY,2004,1431239,EGY2004
EGY,2005,460669,EGY2005
EGY,2006,750327,EGY2006
EGY,2007,938861,EGY2007
EGY,2008,161908,EGY2008
EGY,2009,511726,EGY2009
EGY,2010,294632,EGY2010
EGY,2011,126121,EGY2011
EGY,2012,263440,EGY2012
EGY,2013,4406,EGY2013
EGY,2014,183625,EGY2014
EGY,2015,0,EGY2015
EGY,2016,0,EGY2016
SLV,1990,1447041,SLV1990
SLV,1991,1618884,SLV1991
SLV,1992,1371801,SLV1992
SLV,1993,1332278,SLV1993
SLV,1994,1290893,SLV1994
SLV,1995,1290809,SLV1995
SLV,1996,1254460,SLV1996
SLV,1997,1155550,SLV1997
SLV,1998,1061087,SLV1998
SLV,1999,1215740,SLV1999
SLV,2000,908353,SLV2000
SLV,2001,764005,SLV2001
SLV,2002,739624,SLV2002
SLV,2003,778619,SLV2003
SLV,2004,758675,SLV2004
SLV,2005,752062,SLV2005
SLV,2006,654011,SLV2006
SLV,2007,540848,SLV2007
SLV,2008,549913,SLV2008
SLV,2009,547198,SLV2009
SLV,2010,519047,SLV2010
SLV,2011,459817,SLV2011
SLV,2012,393147,SLV2012
SLV,2013,309844,SLV2013
SLV,2014,306182,SLV2014
SLV,2015,290374,SLV2015
SLV,2016,87627,SLV2016
GNQ,1990,176751,GNQ1990
GNQ,1991,180609,GNQ1991
GNQ,1992,184658,GNQ1992
GNQ,1993,188975,GNQ1993
GNQ,1994,193619,GNQ1994
GNQ,1995,198646,GNQ1995
GNQ,1996,204139,GNQ1996
GNQ,1997,210149,GNQ1997
GNQ,1998,216644,GNQ1998
GNQ,1999,223574,GNQ1999
GNQ,2000,230912,GNQ2000
GNQ,2001,238609,GNQ2001
GNQ,2002,246686,GNQ2002
GNQ,2003,255230,GNQ2003
GNQ,2004,264353,GNQ2004
GNQ,2005,274097,GNQ2005
GNQ,2006,284427,GNQ2006
GNQ,2007,295193,GNQ2007
GNQ,2008,306233,GNQ2008
GNQ,2009,317383,GNQ2009
GNQ,2010,328524,GNQ2010
GNQ,2011,337064,GNQ2011
GNQ,2012,350622,GNQ2012
GNQ,2013,361465,GNQ2013
GNQ,2014,372047,GNQ2014
GNQ,2015,382310,GNQ2015
GNQ,2016,392229,GNQ2016
ERI,1990,2557867,ERI1990
ERI,1991,2532747,ERI1991
ERI,1992,2489196,ERI1992
ERI,1993,2437435,ERI1993
ERI,1994,2390913,ERI1994
ERI,1995,2382513,ERI1995
ERI,1996,2343478,ERI1996
ERI,1997,2341753,ERI1997
ERI,1998,2352668,ERI1998
ERI,1999,2373799,ERI1999
ERI,2000,2402865,ERI2000
ERI,2001,2440269,ERI2001
ERI,2002,2450725,ERI2002
ERI,2003,2531702,ERI2003
ERI,2004,2573690,ERI2004
ERI,2005,2606429,ERI2005
ERI,2006,2628174,ERI2006
ERI,2007,2640169,ERI2007
ERI,2008,2644761,ERI2008
ERI,2009,2645744,ERI2009
ERI,2010,2645912,ERI2010
ERI,2011,2645581,ERI2011
ERI,2012,0,ERI2012
ERI,2013,0,ERI2013
ERI,2014,0,ERI2014
ERI,2015,0,ERI2015
ERI,2016,0,ERI2016
EST,1990,0,EST1990
EST,1991,0,EST1991
EST,1992,0,EST1992
EST,1993,0,EST1993
EST,1994,0,EST1994
EST,1995,0,EST1995
EST,1996,0,EST1996
EST,1997,0,EST1997
EST,1998,0,EST1998
EST,1999,0,EST1999
EST,2000,0,EST2000
EST,2001,0,EST2001
EST,2002,0,EST2002
EST,2003,0,EST2003
EST,2004,0,EST2004
EST,2005,0,EST2005
EST,2006,0,EST2006
EST,2007,0,EST2007
EST,2008,0,EST2008
EST,2009,0,EST2009
EST,2010,0,EST2010
EST,2011,0,EST2011
