Code,Year,Consumption of Ozone-Depleting Substances ,IDCODS
LCA,1998,6.8,1998LCA
LCA,1999,3.8,1999LCA
LCA,2000,5,2000LCA
LCA,2001,4.4,2001LCA
LCA,2002,7.7,2002LCA
LCA,2003,2.5,2003LCA
LCA,2004,0.9,2004LCA
LCA,2005,1.5,2005LCA
LCA,2006,0.9,2006LCA
LCA,2007,0,2007LCA
LCA,2008,0.1,2008LCA
LCA,2009,1.37,2009LCA
LCA,2010,0.81,2010LCA
LCA,2011,1.07,2011LCA
LCA,2012,0.75,2012LCA
LCA,2013,0.57,2013LCA
LCA,2014,0.83,2014LCA
VCT,1989,2.7,1989VCT
VCT,1991,0,1991VCT
VCT,1995,2.5,1995VCT
VCT,1996,0.8,1996VCT
VCT,1997,2.3,1997VCT
VCT,1998,2.5,1998VCT
VCT,1999,10.5,1999VCT
VCT,2000,6,2000VCT
VCT,2001,6.9,2001VCT
VCT,2002,6.4,2002VCT
VCT,2003,3.4,2003VCT
VCT,2004,2.9,2004VCT
VCT,2005,1.5,2005VCT
VCT,2006,1.6,2006VCT
VCT,2007,0.2,2007VCT
VCT,2008,0.1,2008VCT
VCT,2009,0.4,2009VCT
VCT,2010,0.2,2010VCT
VCT,2011,0.3,2011VCT
VCT,2012,0.28,2012VCT
VCT,2013,0.18,2013VCT
VCT,2014,0.09,2014VCT
WSM,1989,4.5,1989WSM
WSM,1991,4,1991WSM
WSM,1992,4,1992WSM
WSM,1993,4,1993WSM
WSM,1994,4,1994WSM
WSM,1995,4.4,1995WSM
WSM,1996,4.5,1996WSM
WSM,1997,4.5,1997WSM
WSM,1998,2.7,1998WSM
WSM,1999,6.4,1999WSM
WSM,2000,0.7,2000WSM
WSM,2001,2.3,2001WSM
WSM,2002,2.6,2002WSM
WSM,2003,0.2,2003WSM
WSM,2004,0.4,2004WSM
WSM,2005,0.2,2005WSM
WSM,2006,0.2,2006WSM
WSM,2007,0.2,2007WSM
WSM,2008,0.1,2008WSM
WSM,2009,0.2,2009WSM
WSM,2010,0.3,2010WSM
WSM,2011,0.29,2011WSM
WSM,2012,0.13,2012WSM
WSM,2013,0.11,2013WSM
WSM,2014,0.08,2014WSM
SMR,1989,19,1989SMR
SMR,1991,0.5,1991SMR
SMR,2009,0,2009SMR
SMR,2010,0,2010SMR
SMR,2011,0,2011SMR
SMR,2012,0,2012SMR
SMR,2013,0,2013SMR
STP,1989,2.1,1989STP
STP,1990,2.5,1990STP
STP,1991,3,1991STP
STP,1992,4.1,1992STP
STP,1993,4.1,1993STP
STP,1994,4.1,1994STP
STP,1995,4.8,1995STP
STP,1996,4.3,1996STP
STP,1997,5.3,1997STP
STP,1998,3.9,1998STP
STP,1999,3.5,1999STP
STP,2000,4,2000STP
STP,2001,4.2,2001STP
STP,2002,4.4,2002STP
STP,2003,4.7,2003STP
STP,2004,4.1,2004STP
STP,2005,2.3,2005STP
STP,2006,1.7,2006STP
STP,2007,0.5,2007STP
STP,2008,0.3,2008STP
STP,2009,4.1,2009STP
STP,2010,0.2,2010STP
STP,2011,0.14,2011STP
STP,2012,0.13,2012STP
STP,2013,0.1,2013STP
SAU,1989,3687.8,1989SAU
SAU,1991,0,1991SAU
SAU,1992,3850,1992SAU
SAU,1993,3515.2,1993SAU
SAU,1994,4989,1994SAU
SAU,1995,4444,1995SAU
SAU,1996,3662.6,1996SAU
SAU,1997,3027.9,1997SAU
SAU,1998,3207.9,1998SAU
SAU,1999,2194.7,1999SAU
SAU,2000,1942.5,2000SAU
SAU,2001,2055.1,2001SAU
SAU,2002,1926.4,2002SAU
SAU,2003,1476,2003SAU
SAU,2004,1604.4,2004SAU
SAU,2005,1145.4,2005SAU
SAU,2006,1612.6,2006SAU
SAU,2007,1615.8,2007SAU
SAU,2008,1643.6,2008SAU
SAU,2009,1648.9,2009SAU
SAU,2010,1611.4,2010SAU
SAU,2011,1780.16,2011SAU
SAU,2012,1943.29,2012SAU
SAU,2013,1440.33,2013SAU
SAU,2014,1448.13,2014SAU
SEN,1989,701.3,1989SEN
SEN,1990,96.8,1990SEN
SEN,1991,868.9,1991SEN
SEN,1992,313.1,1992SEN
SEN,1993,801.9,1993SEN
SEN,1994,879.8,1994SEN
SEN,1995,855.9,1995SEN
SEN,1996,298.4,1996SEN
SEN,1997,244,1997SEN
SEN,1998,137.9,1998SEN
SEN,1999,121.8,1999SEN
SEN,2000,138,2000SEN
SEN,2001,120,2001SEN
SEN,2002,94.8,2002SEN
SEN,2003,74.9,2003SEN
SEN,2004,65.9,2004SEN
SEN,2005,57.6,2005SEN
SEN,2006,54.7,2006SEN
SEN,2007,46.6,2007SEN
SEN,2008,42.9,2008SEN
SEN,2009,39.8,2009SEN
SEN,2010,37.5,2010SEN
SEN,2011,36.14,2011SEN
SEN,2012,36.14,2012SEN
SEN,2013,7.7,2013SEN
SRB,1989,1841.8,1989SRB
SRB,1990,1448.8,1990SRB
SRB,1991,1198.8,1991SRB
SRB,1992,1079,1992SRB
SRB,1993,999,1993SRB
SRB,1994,868,1994SRB
SRB,1995,873.6,1995SRB
SRB,1996,927.2,1996SRB
SRB,1997,840.4,1997SRB
SRB,1998,551.7,1998SRB
SRB,1999,597.8,1999SRB
SRB,2000,357.4,2000SRB
SRB,2001,317.7,2001SRB
SRB,2002,384.9,2002SRB
SRB,2003,418.2,2003SRB
SRB,2004,297.4,2004SRB
SRB,2005,76.5,2005SRB
SRB,2006,244.3,2006SRB
SRB,2007,63.8,2007SRB
SRB,2008,88,2008SRB
SRB,2009,29.7,2009SRB
SRB,2010,7.8,2010SRB
SRB,2011,12.54,2011SRB
SRB,2012,10.95,2012SRB
SRB,2013,8.06,2013SRB
SRB,2014,8.03,2014SRB
SYC,1989,1.7,1989SYC
SYC,1990,3.5,1990SYC
SYC,1991,4.4,1991SYC
SYC,1992,5.5,1992SYC
SYC,1993,11.2,1993SYC
SYC,1994,3.8,1994SYC
SYC,1995,4,1995SYC
SYC,1996,2.4,1996SYC
SYC,1997,3,1997SYC
SYC,1998,2.7,1998SYC
SYC,1999,1.6,1999SYC
SYC,2000,0.9,2000SYC
SYC,2001,0.8,2001SYC
SYC,2002,166.1,2002SYC
SYC,2003,1.1,2003SYC
SYC,2004,0.5,2004SYC
SYC,2005,0.4,2005SYC
SYC,2006,0.6,2006SYC
SYC,2007,2.3,2007SYC
SYC,2008,0.6,2008SYC
SYC,2009,1.4,2009SYC
SYC,2010,1.3,2010SYC
SYC,2011,0.93,2011SYC
SYC,2012,1.01,2012SYC
SYC,2013,0.55,2013SYC
SYC,2014,0.43,2014SYC
SLE,1989,104.8,1989SLE
SLE,1990,102.5,1990SLE
SLE,1991,100.1,1991SLE
SLE,1992,97.4,1992SLE
SLE,1993,91.2,1993SLE
SLE,1994,86,1994SLE
SLE,1995,84.2,1995SLE
SLE,1996,111.5,1996SLE
SLE,1997,106.2,1997SLE
SLE,1998,101.1,1998SLE
SLE,1999,92.9,1999SLE
SLE,2000,90.3,2000SLE
SLE,2001,105.7,2001SLE
SLE,2002,84.4,2002SLE
SLE,2003,84.1,2003SLE
SLE,2004,87.4,2004SLE
SLE,2005,27.2,2005SLE
SLE,2006,19.6,2006SLE
SLE,2007,12,2007SLE
SLE,2008,5.8,2008SLE
SLE,2009,7.7,2009SLE
SLE,2010,1.8,2010SLE
SLE,2011,1.87,2011SLE
SLE,2012,2.59,2012SLE
SLE,2013,0.84,2013SLE
SGP,1989,1920.1,1989SGP
SGP,1990,4854.2,1990SGP
SGP,1991,1823.2,1991SGP
SGP,1992,2354.8,1992SGP
SGP,1993,2816.3,1993SGP
SGP,1994,1154.3,1994SGP
SGP,1995,991.8,1995SGP
SGP,1996,173.5,1996SGP
SGP,1997,-31.5,1997SGP
SGP,1998,123,1998SGP
SGP,1999,186.8,1999SGP
SGP,2000,168,2000SGP
SGP,2001,157.5,2001SGP
SGP,2002,146.7,2002SGP
SGP,2003,181.2,2003SGP
SGP,2004,215.8,2004SGP
SGP,2005,150.7,2005SGP
SGP,2006,331.1,2006SGP
SGP,2007,162.6,2007SGP
SGP,2008,168.7,2008SGP
SGP,2009,226.9,2009SGP
SGP,2010,207,2010SGP
SGP,2011,111.56,2011SGP
SGP,2012,169.27,2012SGP
SGP,2013,116.7,2013SGP
SVK,1989,2102,1989SVK
SVK,1991,6,1991SVK
SVK,1992,918.1,1992SVK
SVK,1993,1299.1,1993SVK
SVK,1994,634.3,1994SVK
SVK,1995,391.3,1995SVK
SVK,1996,1.2,1996SVK
SVK,1997,10.2,1997SVK
SVK,1998,12.6,1998SVK
SVK,1999,3.7,1999SVK
SVK,2000,5,2000SVK
SVK,2001,6.8,2001SVK
SVK,2002,4.5,2002SVK
SVK,2003,3.5,2003SVK
SVN,1989,2493.6,1989SVN
SVN,1990,1336.1,1990SVN
SVN,1991,1152.9,1991SVN
SVN,1992,1207.8,1992SVN
SVN,1993,684.9,1993SVN
SVN,1994,636.3,1994SVN
SVN,1995,419.3,1995SVN
SVN,1996,11.5,1996SVN
SVN,1997,9,1997SVN
SVN,1998,7.5,1998SVN
SVN,1999,6,1999SVN
SVN,2000,7.8,2000SVN
SVN,2001,9.3,2001SVN
SVN,2002,6.5,2002SVN
SVN,2003,6.6,2003SVN
SLB,1989,0,1989SLB
SLB,1990,2.1,1990SLB
SLB,1991,2.4,1991SLB
SLB,1992,4.5,1992SLB
SLB,1993,5.1,1993SLB
SLB,1994,0.3,1994SLB
SLB,1995,2.4,1995SLB
SLB,1996,2.2,1996SLB
SLB,1997,2.3,1997SLB
SLB,1998,1.1,1998SLB
SLB,1999,6.7,1999SLB
SLB,2000,0.8,2000SLB
SLB,2001,1.1,2001SLB
SLB,2002,5.7,2002SLB
SLB,2003,1,2003SLB
SLB,2004,1.5,2004SLB
SLB,2005,1.1,2005SLB
SLB,2006,2.4,2006SLB
SLB,2007,0.9,2007SLB
SLB,2008,1.2,2008SLB
SLB,2009,1.6,2009SLB
SLB,2010,2.3,2010SLB
SLB,2011,2.04,2011SLB
SLB,2012,1.62,2012SLB
SLB,2013,0.17,2013SLB
SLB,2014,0.26,2014SLB
SOM,1989,286.7,1989SOM
SOM,1990,269.6,1990SOM
SOM,1991,58.7,1991SOM
SOM,1992,32.2,1992SOM
SOM,1993,38.2,1993SOM
SOM,1994,45,1994SOM
SOM,1995,260.1,1995SOM
SOM,1996,259.4,1996SOM
SOM,1997,260.8,1997SOM
SOM,1998,266.9,1998SOM
SOM,1999,69.6,1999SOM
SOM,2000,87.7,2000SOM
SOM,2001,111.2,2001SOM
SOM,2002,124.1,2002SOM
SOM,2003,135.1,2003SOM
SOM,2004,122.1,2004SOM
SOM,2005,111.9,2005SOM
SOM,2006,107.3,2006SOM
SOM,2007,97,2007SOM
SOM,2008,24.7,2008SOM
SOM,2009,50.5,2009SOM
SOM,2010,45.3,2010SOM
SOM,2011,45.2,2011SOM
SOM,2012,17.63,2012SOM
SOM,2013,16.46,2013SOM
ZAF,1989,23921.7,1989ZAF
ZAF,1990,18726.3,1990ZAF
ZAF,1991,7125.3,1991ZAF
ZAF,1992,10327.9,1992ZAF
ZAF,1993,6405.6,1993ZAF
ZAF,1994,3390.5,1994ZAF
ZAF,1995,2496.6,1995ZAF
ZAF,1996,798.5,1996ZAF
ZAF,1997,953.7,1997ZAF
ZAF,1998,1019.9,1998ZAF
ZAF,1999,975.1,1999ZAF
ZAF,2000,815.3,2000ZAF
ZAF,2001,723.6,2001ZAF
ZAF,2002,848.8,2002ZAF
ZAF,2003,915.2,2003ZAF
ZAF,2004,836.1,2004ZAF
ZAF,2005,716.1,2005ZAF
ZAF,2006,552.6,2006ZAF
ZAF,2007,576.4,2007ZAF
ZAF,2008,778,2008ZAF
ZAF,2009,730.1,2009ZAF
ZAF,2010,780.1,2010ZAF
ZAF,2011,667.25,2011ZAF
ZAF,2012,575.44,2012ZAF
ZAF,2013,426.44,2013ZAF
,1989,41770.6,
,1990,50388.9,
,1991,28459.1,
,1992,43660.8,
,1993,43377.3,
,1994,26541.7,
,1995,33686.1,
,1996,24767.5,
,1997,17125.7,
,1998,21626.8,
,1999,26493,
,2000,20913.9,
,2001,17298.2,
,2002,10039.9,
,2003,11365.5,
,2004,11361.8,
,2005,8295.8,
,2006,7912.4,
,2007,3881.2,
,2008,3024.2,
,2009,2791.54,
,2010,2840.29,
,2011,2654.48,
,2012,3180.96,
,2013,2327.72,
,2014,1397.89,
,1989,12848.8,
,1990,3274.5,
,1991,9001,
,1992,20520.3,
,1993,27270.8,
,1994,26001.9,
,1995,19011,
,1996,24310.6,
,1997,28703.2,
,1998,23719.9,
,1999,30537.4,
,2000,28161.4,
,2001,23659.6,
,2002,26531.1,
,2003,22944.3,
,2004,18610.6,
,2005,7971.1,
,2006,7598.7,
,2007,4407.9,
,2008,4056.9,
,2009,1953.8,
,2010,2780.4,
,2011,2320.14,
,2012,2448.06,
,2013,1661.09,
,1989,17998,
,1991,18842.3,
,1992,27934.3,
,1994,26945.6,
,1995,27958.8,
,1996,24045,
,1997,21113,
,1998,16981.5,
,1999,16341.9,
,2000,16830.7,
,2001,15746,
,2002,13987.3,
,2003,12210,
,2004,10668.5,
,2005,8056.4,
,2006,4607.1,
,2007,3374.8,
,2008,2934.7,
,2009,2941.8,
,2010,2832.5,
,2011,2255.01,
,2012,2902.11,
,2013,2148.66,
,2014,1135.01,
KOR,1989,36030.6,1989KOR
KOR,1991,0,1991KOR
KOR,1992,41823.2,1992KOR
KOR,1993,25913.8,1993KOR
KOR,1994,26222.6,1994KOR
KOR,1995,15083.1,1995KOR
KOR,1996,13888.2,1996KOR
KOR,1997,15258.7,1997KOR
KOR,1998,8765.3,1998KOR
KOR,1999,11574.3,1999KOR
KOR,2000,13746.1,2000KOR
KOR,2001,10382.3,2001KOR
KOR,2002,11745.9,2002KOR
KOR,2003,9447,2003KOR
KOR,2004,7472.3,2004KOR
KOR,2005,5337,2005KOR
KOR,2006,6464.1,2006KOR
KOR,2007,4557.2,2007KOR
KOR,2008,4052.4,2008KOR
KOR,2009,4272.3,2009KOR
KOR,2010,2113.9,2010KOR
KOR,2011,2119.34,2011KOR
KOR,2012,2088.17,2012KOR
KOR,2013,1893.13,2013KOR
,1989,50,
,1991,91.8,
,1992,58.9,
,1993,59.2,
,1994,63.8,
,1995,93.6,
,1996,109.9,
,1997,68.5,
,1998,153.5,
,1999,263.3,
,2000,129.2,
,2001,98.8,
,2002,57,
,2003,33,
,2004,31.5,
,2005,26.8,
,2006,15.5,
,2007,16.7,
,2008,9.5,
,2009,13.3,
,2010,16.6,
,2011,19.19,
,2012,19.93,
,2013,11.39,
,1989,24715.6,
,1991,7644.3,
,1993,7653.4,
,1994,4976,
,1995,4125.5,
,1996,2467.7,
,1997,2661.2,
,1998,2803.5,
,1999,2087.4,
,2000,1870.6,
,2001,1984.9,
,2002,1527.1,
,2003,1518.3,
,2004,1376.7,
,2005,1139.2,
,2006,923.8,
,2007,775.5,
,2008,912.7,
,2009,870.58,
,2010,887.7,
,2011,767.81,
,2012,658.78,
,2013,503.69,
LKA,1989,1.6,1989LKA
LKA,1990,218.2,1990LKA
LKA,1991,215.2,1991LKA
LKA,1992,240.4,1992LKA
LKA,1993,332.5,1993LKA
LKA,1994,377.7,1994LKA
LKA,1995,552.2,1995LKA
LKA,1996,566.2,1996LKA
LKA,1997,355.4,1997LKA
LKA,1998,314.6,1998LKA
LKA,1999,273.5,1999LKA
LKA,2000,252,2000LKA
LKA,2001,227.5,2001LKA
LKA,2002,227.4,2002LKA
LKA,2003,212.8,2003LKA
LKA,2004,198.8,2004LKA
LKA,2005,163.6,2005LKA
LKA,2006,117.7,2006LKA
LKA,2007,77.6,2007LKA
LKA,2008,10.3,2008LKA
LKA,2009,13.5,2009LKA
LKA,2010,14.5,2010LKA
LKA,2011,16.33,2011LKA
LKA,2012,18.02,2012LKA
LKA,2013,13.37,2013LKA
LKA,2014,12.89,2014LKA
SDN,1989,505.9,1989SDN
SDN,1991,612.2,1991SDN
SDN,1993,333.7,1993SDN
SDN,1994,355.8,1994SDN
SDN,1995,643.8,1995SDN
SDN,1996,436.4,1996SDN
SDN,1997,314.8,1997SDN
SDN,1998,299.7,1998SDN
SDN,1999,299.7,1999SDN
SDN,2000,296.7,2000SDN
SDN,2001,271.2,2001SDN
SDN,2002,258.2,2002SDN
SDN,2003,218.9,2003SDN
SDN,2004,242.7,2004SDN
SDN,2005,227.2,2005SDN
SDN,2006,163.9,2006SDN
SDN,2007,106.4,2007SDN
SDN,2008,92.8,2008SDN
SDN,2009,73.4,2009SDN
SDN,2010,56.2,2010SDN
SDN,2011,56.2,2011SDN
SDN,2012,60.11,2012SDN
SDN,2013,51.94,2013SDN
SUR,1989,42,1989SUR
SUR,1991,43.1,1991SUR
SUR,1995,46,1995SUR
SUR,1996,46,1996SUR
SUR,1997,47,1997SUR
SUR,1998,47,1998SUR
SUR,1999,48,1999SUR
SUR,2000,49,2000SUR
SUR,2001,51,2001SUR
SUR,2002,51,2002SUR
SUR,2003,12.4,2003SUR
SUR,2004,9.6,2004SUR
SUR,2005,8.5,2005SUR
SUR,2006,1.4,2006SUR
SUR,2007,2.7,2007SUR
SUR,2008,0.7,2008SUR
SUR,2009,2.7,2009SUR
SUR,2010,1.3,2010SUR
SUR,2011,4.01,2011SUR
SUR,2012,1.51,2012SUR
SUR,2013,1.24,2013SUR
SWE,1989,2627.9,1989SWE
SWE,1990,2621.3,1990SWE
SWE,1991,1648.3,1991SWE
SWE,1992,1691.9,1992SWE
SWE,1993,1051.1,1993SWE
SWE,1994,418.2,1994SWE
CHE,1989,5099.9,1989CHE
CHE,1990,3393.6,1990CHE
CHE,1991,2883,1991CHE
CHE,1992,1902.8,1992CHE
CHE,1993,1585.9,1993CHE
CHE,1994,950.2,1994CHE
CHE,1995,380.7,1995CHE
CHE,1996,13.4,1996CHE
CHE,1997,11,1997CHE
CHE,1998,15.9,1998CHE
CHE,1999,25.4,1999CHE
CHE,2000,30.2,2000CHE
CHE,2001,27.2,2001CHE
CHE,2002,26.2,2002CHE
CHE,2003,16.2,2003CHE
CHE,2004,2.1,2004CHE
CHE,2005,-16.1,2005CHE
CHE,2006,10.6,2006CHE
CHE,2007,9.5,2007CHE
CHE,2008,10,2008CHE
CHE,2009,12,2009CHE
CHE,2010,1.6,2010CHE
CHE,2011,1.35,2011CHE
CHE,2012,0.9,2012CHE
CHE,2013,1.4,2013CHE
SYR,1989,1234.2,1989SYR
SYR,1990,1275.4,1990SYR
SYR,1991,1398.8,1991SYR
SYR,1992,1492.5,1992SYR
SYR,1993,1578.5,1993SYR
SYR,1994,2846.5,1994SYR
SYR,1995,3007.5,1995SYR
SYR,1996,3015,1996SYR
SYR,1997,2756.2,1997SYR
SYR,1998,1741.5,1998SYR
SYR,1999,1808.5,1999SYR
SYR,2000,1712.5,2000SYR
SYR,2001,1988.9,2001SYR
SYR,2002,1754.1,2002SYR
SYR,2003,1654.1,2003SYR
SYR,2004,1302.2,2004SYR
SYR,2005,1100.3,2005SYR
SYR,2006,710.8,2006SYR
SYR,2007,372.3,2007SYR
SYR,2008,289.8,2008SYR
SYR,2009,230.7,2009SYR
SYR,2010,167.5,2010SYR
SYR,2011,176.57,2011SYR
SYR,2012,83.18,2012SYR
SYR,2013,28.03,2013SYR
TJK,1989,645.1,1989TJK
TJK,1991,93.3,1991TJK
TJK,1995,32.7,1995TJK
TJK,1996,38.2,1996TJK
TJK,1997,51.6,1997TJK
TJK,1998,60.1,1998TJK
TJK,1999,52.4,1999TJK
TJK,2000,28.7,2000TJK
TJK,2001,29.4,2001TJK
TJK,2002,12.6,2002TJK
TJK,2003,5.9,2003TJK
TJK,2004,3.1,2004TJK
TJK,2005,3.5,2005TJK
TJK,2006,3.6,2006TJK
TJK,2007,3.8,2007TJK
TJK,2008,3.9,2008TJK
TJK,2009,2.6,2009TJK
TJK,2010,2.8,2010TJK
TJK,2011,2.9,2011TJK
TJK,2012,3.03,2012TJK
TJK,2013,2.28,2013TJK
TZA,1989,89.9,1989TZA
TZA,1991,0,1991TZA
TZA,1993,188.3,1993TZA
TZA,1994,266.1,1994TZA
TZA,1995,284.1,1995TZA
TZA,1996,297.5,1996TZA
TZA,1997,225.2,1997TZA
TZA,1998,131.8,1998TZA
TZA,1999,99.6,1999TZA
TZA,2000,215.5,2000TZA
TZA,2001,131.2,2001TZA
TZA,2002,71.5,2002TZA
TZA,2003,148.2,2003TZA
TZA,2004,98.8,2004TZA
TZA,2005,104.3,2005TZA
TZA,2006,59.8,2006TZA
TZA,2007,34.2,2007TZA
TZA,2008,22.3,2008TZA
TZA,2009,11.7,2009TZA
TZA,2010,2,2010TZA
TZA,2011,9.97,2011TZA
TZA,2012,9.45,2012TZA
TZA,2013,1.64,2013TZA
THA,1989,5544.2,1989THA
THA,1990,6984.2,1990THA
THA,1991,9683.8,1991THA
THA,1992,10473.1,1992THA
THA,1993,9292.6,1993THA
THA,1994,7766.3,1994THA
THA,1995,9320.9,1995THA
THA,1996,6648.7,1996THA
THA,1997,5471.8,1997THA
THA,1998,4739.4,1998THA
THA,1999,4971.7,1999THA
THA,2000,5104.6,2000THA
THA,2001,5204.7,2001THA
THA,2002,3612.5,2002THA
THA,2003,3152.1,2003THA
THA,2004,2528.5,2004THA
THA,2005,2317.3,2005THA
THA,2006,1464.4,2006THA
THA,2007,1380.6,2007THA
THA,2008,1197.5,2008THA
THA,2009,1012,2009THA
THA,2010,1088.8,2010THA
THA,2011,832.04,2011THA
THA,2012,1171.64,2012THA
THA,2013,863.32,2013THA
TLS,1989,0,1989TLS
TLS,1991,0.3,1991TLS
TLS,1995,40.5,1995TLS
TLS,1996,41,1996TLS
TLS,1997,33.6,1997TLS
TLS,1998,25.9,1998TLS
TLS,1999,23.6,1999TLS
TLS,2000,21.6,2000TLS
TLS,2007,2.7,2007TLS
TLS,2009,0.9,2009TLS
TLS,2010,0.5,2010TLS
TLS,2011,0.15,2011TLS
TLS,2012,0.21,2012TLS
TLS,2013,0.29,2013TLS
TLS,2014,0.31,2014TLS
TGO,1989,39.9,1989TGO
TGO,1990,41,1990TGO
TGO,1991,42.8,1991TGO
TGO,1992,44.5,1992TGO
TGO,1993,46.4,1993TGO
TGO,1994,48.3,1994TGO
TGO,1995,50.4,1995TGO
TGO,1996,33.7,1996TGO
TGO,1997,35.2,1997TGO
TGO,1998,36.7,1998TGO
TGO,1999,41.7,1999TGO
TGO,2000,41,2000TGO
TGO,2001,37.9,2001TGO
TGO,2002,35.3,2002TGO
TGO,2003,37.7,2003TGO
TGO,2004,30.1,2004TGO
TGO,2005,21.7,2005TGO
TGO,2006,12.7,2006TGO
TGO,2007,9.9,2007TGO
TGO,2008,9.4,2008TGO
TGO,2009,20.3,2009TGO
TGO,2010,20.6,2010TGO
TGO,2011,19.14,2011TGO
TGO,2012,19.8,2012TGO
TGO,2013,18.98,2013TGO
TGO,2014,17.88,2014TGO
TON,1989,1.8,1989TON
TON,1991,0.4,1991TON
TON,1995,2.2,1995TON
TON,1996,1.4,1996TON
TON,1997,1.4,1997TON
TON,1998,0,1998TON
TON,1999,83.4,1999TON
TON,2000,0.5,2000TON
TON,2001,0.8,2001TON
TON,2002,1,2002TON
TON,2003,0.3,2003TON
TON,2004,0.1,2004TON
TON,2005,0,2005TON
TON,2006,0,2006TON
TON,2007,0.1,2007TON
TON,2008,0.2,2008TON
TON,2009,0.1,2009TON
TON,2010,0.1,2010TON
TON,2011,0.07,2011TON
TON,2012,0.05,2012TON
TON,2013,0.04,2013TON
TON,2014,0.02,2014TON
TTO,1989,208.4,1989TTO
TTO,1990,196.6,1990TTO
TTO,1991,168.7,1991TTO
TTO,1992,137.1,1992TTO
TTO,1993,116.6,1993TTO
TTO,1994,157.7,1994TTO
TTO,1995,163.7,1995TTO
TTO,1996,170,1996TTO
TTO,1997,190.7,1997TTO
TTO,1998,214.8,1998TTO
TTO,1999,100.2,1999TTO
TTO,2000,109.1,2000TTO
TTO,2001,90.7,2001TTO
TTO,2002,93.9,2002TTO
TTO,2003,74.4,2003TTO
TTO,2004,54.9,2004TTO
TTO,2005,52.1,2005TTO
TTO,2006,73,2006TTO
TTO,2007,45.8,2007TTO
TTO,2008,56.8,2008TTO
TTO,2009,38.5,2009TTO
TTO,2010,54.1,2010TTO
TTO,2011,34.34,2011TTO
TTO,2012,88.9,2012TTO
TTO,2013,39.5,2013TTO
TTO,2014,26.55,2014TTO
TUN,1989,754.3,1989TUN
TUN,1990,742.2,1990TUN
TUN,1991,1084.8,1991TUN
TUN,1992,646.8,1992TUN
TUN,1993,698.5,1993TUN
TUN,1994,523.1,1994TUN
TUN,1995,811.6,1995TUN
TUN,1996,1011.1,1996TUN
TUN,1997,1155.6,1997TUN
TUN,1998,974.7,1998TUN
TUN,1999,739.4,1999TUN
TUN,2000,625.6,2000TUN
TUN,2001,656.1,2001TUN
TUN,2002,552.5,2002TUN
TUN,2003,440.1,2003TUN
TUN,2004,355.5,2004TUN
TUN,2005,284.5,2005TUN
TUN,2006,100.5,2006TUN
TUN,2007,55.6,2007TUN
TUN,2008,59.2,2008TUN
TUN,2009,67.5,2009TUN
TUN,2010,43.6,2010TUN
TUN,2011,40.5,2011TUN
TUN,2012,39.29,2012TUN
TUN,2013,38.71,2013TUN
TUR,1989,3493.1,1989TUR
TUR,1990,4361,1990TUR
TUR,1991,3720.6,1991TUR
TUR,1992,4628.4,1992TUR
TUR,1993,5050.5,1993TUR
TUR,1994,3170.1,1994TUR
TUR,1995,4606.9,1995TUR
TUR,1996,4904.2,1996TUR
TUR,1997,4655.4,1997TUR
TUR,1998,4960.4,1998TUR
TUR,1999,2439,1999TUR
TUR,2000,1592,2000TUR
TUR,2001,1154.9,2001TUR
TUR,2002,1291.9,2002TUR
TUR,2003,1048.8,2003TUR
TUR,2004,867.9,2004TUR
TUR,2005,774.6,2005TUR
TUR,2006,901.1,2006TUR
TUR,2007,937.2,2007TUR
TUR,2008,762.5,2008TUR
TUR,2009,609.9,2009TUR
TUR,2010,493.03,2010TUR
TUR,2011,427.23,2011TUR
TUR,2012,318.18,2012TUR
TUR,2013,147.02,2013TUR
TKM,1989,177.9,1989TKM
TKM,1990,145.2,1990TKM
TKM,1991,100.6,1991TKM
TKM,1992,70,1992TKM
TKM,1993,63.7,1993TKM
TKM,1994,58.6,1994TKM
TKM,1995,56.7,1995TKM
TKM,1996,31.1,1996TKM
TKM,1997,27.2,1997TKM
TKM,1998,40.8,1998TKM
TKM,1999,19.8,1999TKM
TKM,2000,23.6,2000TKM
TKM,2001,62.1,2001TKM
TKM,2002,10.9,2002TKM
TKM,2003,63.6,2003TKM
TKM,2004,59.2,2004TKM
TKM,2005,27.3,2005TKM
TKM,2006,22.4,2006TKM
TKM,2007,8.3,2007TKM
TKM,2008,10.1,2008TKM
TKM,2009,13.1,2009TKM
TKM,2010,9.6,2010TKM
TKM,2011,5.83,2011TKM
TKM,2012,7.73,2012TKM
TKM,2013,4.16,2013TKM
TKM,2014,2.7,2014TKM
TUV,1989,0.3,1989TUV
TUV,1991,0,1991TUV
TUV,1993,0.3,1993TUV
TUV,1994,0.3,1994TUV
TUV,1995,0.3,1995TUV
TUV,1996,0.4,1996TUV
TUV,1997,0.3,1997TUV
TUV,1998,0.3,1998TUV
TUV,1999,0.2,1999TUV
TUV,2000,0,2000TUV
TUV,2001,0,2001TUV
TUV,2002,0,2002TUV
TUV,2003,0,2003TUV
TUV,2004,0,2004TUV
TUV,2005,0,2005TUV
TUV,2006,0,2006TUV
TUV,2007,0,2007TUV
TUV,2008,0,2008TUV
TUV,2009,0.1,2009TUV
TUV,2010,0.1,2010TUV
TUV,2011,0.01,2011TUV
TUV,2012,0.02,2012TUV
TUV,2013,0,2013TUV
TUV,2014,0,2014TUV
