Code,Year,Consumption of Ozone-Depleting Substances ,IDCODS
GUY,2012,1.36,2012GUY
GUY,2013,0.96,2013GUY
GUY,2014,0.8,2014GUY
HTI,1989,0,1989HTI
HTI,1991,0,1991HTI
HTI,1995,170.5,1995HTI
HTI,1996,170.5,1996HTI
HTI,1997,170.5,1997HTI
HTI,1998,0.2,1998HTI
HTI,1999,0.2,1999HTI
HTI,2000,185.7,2000HTI
HTI,2001,185.7,2001HTI
HTI,2002,197.7,2002HTI
HTI,2003,121,2003HTI
HTI,2004,140.6,2004HTI
HTI,2005,85.5,2005HTI
HTI,2006,54.8,2006HTI
HTI,2007,9.4,2007HTI
HTI,2008,3.7,2008HTI
HTI,2009,3.85,2009HTI
HTI,2010,3.41,2010HTI
HTI,2011,4.24,2011HTI
HTI,2012,5.15,2012HTI
HTI,2013,1.95,2013HTI
HND,1989,0.4,1989HND
HND,1991,0,1991HND
HND,1994,114.8,1994HND
HND,1995,369.2,1995HND
HND,1996,779.5,1996HND
HND,1997,620.7,1997HND
HND,1998,430.8,1998HND
HND,1999,634.8,1999HND
HND,2000,556.3,2000HND
HND,2001,639.3,2001HND
HND,2002,555.7,2002HND
HND,2003,591.5,2003HND
HND,2004,519.5,2004HND
HND,2005,448.2,2005HND
HND,2006,391.5,2006HND
HND,2007,305.1,2007HND
HND,2008,216.2,2008HND
HND,2009,153.9,2009HND
HND,2010,161.6,2010HND
HND,2011,109.36,2011HND
HND,2012,80.91,2012HND
HND,2013,18.94,2013HND
HUN,1989,7051.3,1989HUN
HUN,1990,7624.8,1990HUN
HUN,1991,4156.3,1991HUN
HUN,1992,2467.5,1992HUN
HUN,1993,1919.2,1993HUN
HUN,1994,988.2,1994HUN
HUN,1995,684.7,1995HUN
HUN,1996,98.8,1996HUN
HUN,1997,117.5,1997HUN
HUN,1998,122.1,1998HUN
HUN,1999,113.7,1999HUN
HUN,2000,97.3,2000HUN
HUN,2001,96.4,2001HUN
HUN,2002,47.3,2002HUN
HUN,2003,34.2,2003HUN
ISL,1989,221.6,1989ISL
ISL,1990,172.4,1990ISL
ISL,1991,126.3,1991ISL
ISL,1992,88.5,1992ISL
ISL,1993,69.2,1993ISL
ISL,1994,38.6,1994ISL
ISL,1995,7.6,1995ISL
ISL,1996,7.5,1996ISL
ISL,1997,8.9,1997ISL
ISL,1998,7,1998ISL
ISL,1999,6.6,1999ISL
ISL,2000,6.7,2000ISL
ISL,2001,7.1,2001ISL
ISL,2002,2.6,2002ISL
ISL,2003,2.7,2003ISL
ISL,2004,2,2004ISL
ISL,2005,1.7,2005ISL
ISL,2006,2.4,2006ISL
ISL,2007,2.2,2007ISL
ISL,2008,2.2,2008ISL
ISL,2009,1.8,2009ISL
ISL,2010,0,2010ISL
ISL,2011,0,2011ISL
ISL,2012,0,2012ISL
ISL,2013,0,2013ISL
ISL,2014,0.1,2014ISL
IND,1989,9280.1,1989IND
IND,1990,0,1990IND
IND,1991,0,1991IND
IND,1992,11041.2,1992IND
IND,1993,16312.2,1993IND
IND,1994,16066.1,1994IND
IND,1995,10286.9,1995IND
IND,1996,16668.5,1996IND
IND,1997,15165.1,1997IND
IND,1998,12253.6,1998IND
IND,1999,21454.6,1999IND
IND,2000,18695.6,2000IND
IND,2001,14369.8,2001IND
IND,2002,15026.9,2002IND
IND,2003,13848.1,2003IND
IND,2004,10149.8,2004IND
IND,2005,4326.3,2005IND
IND,2006,5280.3,2006IND
IND,2007,2971,2007IND
IND,2008,2904.9,2008IND
IND,2009,977,2009IND
IND,2010,1933.7,2010IND
IND,2011,1484.57,2011IND
IND,2012,1638.45,2012IND
IND,2013,956.14,2013IND
IDN,1989,1457.1,1989IDN
IDN,1991,80.8,1991IDN
IDN,1992,6693.3,1992IDN
IDN,1993,5686.3,1993IDN
IDN,1994,8027.1,1994IDN
IDN,1995,9199.6,1995IDN
IDN,1996,9476,1996IDN
IDN,1997,7965.8,1997IDN
IDN,1998,6330.5,1998IDN
IDN,1999,5921.2,1999IDN
IDN,2000,5451.2,2000IDN
IDN,2001,5229.5,2001IDN
IDN,2002,5787.4,2002IDN
IDN,2003,5119.8,2003IDN
IDN,2004,4256.7,2004IDN
IDN,2005,2725.7,2005IDN
IDN,2006,553.7,2006IDN
IDN,2007,500.1,2007IDN
IDN,2008,299.9,2008IDN
IDN,2009,374.8,2009IDN
IDN,2010,433,2010IDN
IDN,2011,337.5,2011IDN
IDN,2012,329.38,2012IDN
IDN,2013,310.52,2013IDN
IDN,2014,257.98,2014IDN
IRN,1989,2287.3,1989IRN
IRN,1990,1393.9,1990IRN
IRN,1991,6865,1991IRN
IRN,1992,7195.3,1992IRN
IRN,1993,8069,1993IRN
IRN,1994,6866.2,1994IRN
IRN,1995,4691.7,1995IRN
IRN,1996,3773.5,1996IRN
IRN,1997,9831.9,1997IRN
IRN,1998,8924.6,1998IRN
IRN,1999,5926.8,1999IRN
IRN,2000,5693.3,2000IRN
IRN,2001,5804.4,2001IRN
IRN,2002,8572.9,2002IRN
IRN,2003,6753.6,2003IRN
IRN,2004,6188.6,2004IRN
IRN,2005,2448.6,2005IRN
IRN,2006,1143.8,2006IRN
IRN,2007,745.6,2007IRN
IRN,2008,508.6,2008IRN
IRN,2009,466.3,2009IRN
IRN,2010,421.3,2010IRN
IRN,2011,377.58,2011IRN
IRN,2012,376.81,2012IRN
IRN,2013,357.84,2013IRN
IRQ,1989,67.7,1989IRQ
IRQ,1991,12.6,1991IRQ
IRQ,1995,1618.3,1995IRQ
IRQ,1996,1583.3,1996IRQ
IRQ,1997,1573.4,1997IRQ
IRQ,1998,25.9,1998IRQ
IRQ,1999,27.1,1999IRQ
IRQ,2000,26.4,2000IRQ
IRQ,2006,1580.6,2006IRQ
IRQ,2007,1836.3,2007IRQ
IRQ,2008,1752.4,2008IRQ
IRQ,2009,593.1,2009IRQ
IRQ,2010,105.8,2010IRQ
IRQ,2011,110.44,2011IRQ
IRQ,2012,112.2,2012IRQ
IRQ,2013,101.75,2013IRQ
ISR,1989,5604.5,1989ISR
ISR,1990,0,1990ISR
ISR,1991,2148,1991ISR
ISR,1992,6735.2,1992ISR
ISR,1993,5670,1993ISR
ISR,1994,1431.3,1994ISR
ISR,1995,1103.7,1995ISR
ISR,1996,-838.6,1996ISR
ISR,1997,2136.2,1997ISR
ISR,1998,2258.8,1998ISR
ISR,1999,1652.8,1999ISR
ISR,2000,1696.5,2000ISR
ISR,2001,1147.7,2001ISR
ISR,2002,1241.3,2002ISR
ISR,2003,710.6,2003ISR
ISR,2004,783.1,2004ISR
ISR,2005,725.9,2005ISR
ISR,2006,585,2006ISR
ISR,2007,503.3,2007ISR
ISR,2008,475.4,2008ISR
ISR,2009,817.8,2009ISR
ISR,2010,91.1,2010ISR
ISR,2011,-488.57,2011ISR
ISR,2012,731.49,2012ISR
ISR,2013,90.96,2013ISR
JAM,1989,421.9,1989JAM
JAM,1990,431,1990JAM
JAM,1991,371.7,1991JAM
JAM,1992,482.5,1992JAM
JAM,1993,103.3,1993JAM
JAM,1994,82.4,1994JAM
JAM,1995,93.4,1995JAM
JAM,1996,100.4,1996JAM
JAM,1997,113.8,1997JAM
JAM,1998,221.9,1998JAM
JAM,1999,226.4,1999JAM
JAM,2000,69.5,2000JAM
JAM,2001,61.4,2001JAM
JAM,2002,39.2,2002JAM
JAM,2003,23.1,2003JAM
JAM,2004,23.3,2004JAM
JAM,2005,6.2,2005JAM
JAM,2006,2.5,2006JAM
JAM,2007,2.9,2007JAM
JAM,2008,8.5,2008JAM
JAM,2009,19.5,2009JAM
JAM,2010,15.7,2010JAM
JAM,2011,5.74,2011JAM
JAM,2012,7.4,2012JAM
JAM,2013,3.63,2013JAM
JPN,1989,275796.7,1989JPN
JPN,1990,120074.2,1990JPN
JPN,1991,170008,1991JPN
JPN,1992,99418.2,1992JPN
JPN,1993,72952.1,1993JPN
JPN,1994,23341.5,1994JPN
JPN,1995,36103.6,1995JPN
JPN,1996,5944.2,1996JPN
JPN,1997,7364.5,1997JPN
JPN,1998,6883.3,1998JPN
JPN,1999,6867,1999JPN
JPN,2000,5989.2,2000JPN
JPN,2001,5261.1,2001JPN
JPN,2002,2461,2002JPN
JPN,2003,3559.5,2003JPN
JPN,2004,1959.4,2004JPN
JPN,2005,1067.9,2005JPN
JPN,2006,1051.9,2006JPN
JPN,2007,1030,2007JPN
JPN,2008,1050,2008JPN
JPN,2009,699.5,2009JPN
JPN,2010,225.4,2010JPN
JPN,2011,262.83,2011JPN
JPN,2012,80.84,2012JPN
JPN,2013,39.59,2013JPN
JOR,1989,856.1,1989JOR
JOR,1990,798.3,1990JOR
JOR,1991,839.5,1991JOR
JOR,1992,779,1992JOR
JOR,1993,856.3,1993JOR
JOR,1994,963.7,1994JOR
JOR,1995,944.1,1995JOR
JOR,1996,1036.6,1996JOR
JOR,1997,1239.2,1997JOR
JOR,1998,1110.5,1998JOR
JOR,1999,799.9,1999JOR
JOR,2000,746.6,2000JOR
JOR,2001,607.7,2001JOR
JOR,2002,267,2002JOR
JOR,2003,228.6,2003JOR
JOR,2004,196.9,2004JOR
JOR,2005,201.2,2005JOR
JOR,2006,150.3,2006JOR
JOR,2007,119.5,2007JOR
JOR,2008,92.4,2008JOR
JOR,2009,97.7,2009JOR
JOR,2010,114.2,2010JOR
JOR,2011,120.51,2011JOR
JOR,2012,143.15,2012JOR
JOR,2013,63,2013JOR
KAZ,1989,2538.4,1989KAZ
KAZ,1990,2355.9,1990KAZ
KAZ,1991,2285.2,1991KAZ
KAZ,1993,3279.2,1993KAZ
KAZ,1996,1739.6,1996KAZ
KAZ,1997,1541.6,1997KAZ
KAZ,1998,1970.5,1998KAZ
KAZ,1999,829.6,1999KAZ
KAZ,2000,597.9,2000KAZ
KAZ,2001,346.2,2001KAZ
KAZ,2002,146.9,2002KAZ
KAZ,2003,64,2003KAZ
KAZ,2004,45.5,2004KAZ
KAZ,2005,40,2005KAZ
KAZ,2006,79.9,2006KAZ
KAZ,2007,120.9,2007KAZ
KAZ,2008,128.8,2008KAZ
KAZ,2009,130.2,2009KAZ
KAZ,2010,110,2010KAZ
KAZ,2011,96.75,2011KAZ
KAZ,2012,21.36,2012KAZ
KAZ,2013,102.32,2013KAZ
KEN,1989,275.3,1989KEN
KEN,1990,452.3,1990KEN
KEN,1991,442.9,1991KEN
KEN,1992,350.4,1992KEN
KEN,1993,352.1,1993KEN
KEN,1994,563.5,1994KEN
KEN,1995,562,1995KEN
KEN,1996,410.6,1996KEN
KEN,1997,573,1997KEN
KEN,1998,566.9,1998KEN
KEN,1999,387.9,1999KEN
KEN,2000,381.4,2000KEN
KEN,2001,343.4,2001KEN
KEN,2002,322,2002KEN
KEN,2003,268.4,2003KEN
KEN,2004,200,2004KEN
KEN,2005,267.5,2005KEN
KEN,2006,134.8,2006KEN
KEN,2007,88.8,2007KEN
KEN,2008,75.7,2008KEN
KEN,2009,58.3,2009KEN
KEN,2010,56.2,2010KEN
KEN,2011,52.62,2011KEN
KEN,2012,42.35,2012KEN
KEN,2013,29.14,2013KEN
KIR,1989,0,1989KIR
KIR,1991,0,1991KIR
KIR,1993,0.8,1993KIR
KIR,1994,0.8,1994KIR
KIR,1995,0.8,1995KIR
KIR,1996,0.8,1996KIR
KIR,1997,0.7,1997KIR
KIR,1998,0.6,1998KIR
KIR,1999,0,1999KIR
KIR,2000,0,2000KIR
KIR,2001,0,2001KIR
KIR,2002,0,2002KIR
KIR,2003,0,2003KIR
KIR,2004,0,2004KIR
KIR,2005,0,2005KIR
KIR,2006,0,2006KIR
KIR,2007,0.1,2007KIR
KIR,2008,0.2,2008KIR
KIR,2009,0,2009KIR
KIR,2010,0.1,2010KIR
KIR,2011,0.01,2011KIR
KIR,2012,0.03,2012KIR
KIR,2013,0.03,2013KIR
KWT,1989,2415.1,1989KWT
KWT,1991,0,1991KWT
KWT,1993,576,1993KWT
KWT,1994,694,1994KWT
KWT,1995,615.9,1995KWT
KWT,1996,614.7,1996KWT
KWT,1997,615.3,1997KWT
KWT,1998,546.5,1998KWT
KWT,1999,596.4,1999KWT
KWT,2000,595.1,2000KWT
KWT,2001,518.7,2001KWT
KWT,2002,515.7,2002KWT
KWT,2003,450.6,2003KWT
KWT,2004,485.8,2004KWT
KWT,2005,373.9,2005KWT
KWT,2006,393.1,2006KWT
KWT,2007,427.9,2007KWT
KWT,2008,408.5,2008KWT
KWT,2009,426.1,2009KWT
KWT,2010,439.1,2010KWT
KWT,2011,397.75,2011KWT
KWT,2012,420.15,2012KWT
KWT,2013,414.67,2013KWT
KGZ,1989,0.1,1989KGZ
KGZ,1991,131.5,1991KGZ
KGZ,1992,120.1,1992KGZ
KGZ,1993,106.5,1993KGZ
KGZ,1994,98.6,1994KGZ
KGZ,1995,95.4,1995KGZ
KGZ,1996,82.9,1996KGZ
KGZ,1997,83.5,1997KGZ
KGZ,1998,70.7,1998KGZ
KGZ,1999,67.9,1999KGZ
KGZ,2000,53.7,2000KGZ
KGZ,2001,67,2001KGZ
KGZ,2002,50.2,2002KGZ
KGZ,2003,47.3,2003KGZ
KGZ,2004,36.5,2004KGZ
KGZ,2005,16.4,2005KGZ
KGZ,2006,8.8,2006KGZ
KGZ,2007,5.8,2007KGZ
KGZ,2008,12.4,2008KGZ
KGZ,2009,7.7,2009KGZ
KGZ,2010,4.3,2010KGZ
KGZ,2011,2.96,2011KGZ
KGZ,2012,2.91,2012KGZ
KGZ,2013,3.99,2013KGZ
LAO,1989,0.3,1989LAO
LAO,1990,0,1990LAO
LAO,1991,0,1991LAO
LAO,1992,4,1992LAO
LAO,1993,0,1993LAO
LAO,1994,0,1994LAO
LAO,1995,43.3,1995LAO
LAO,1996,43.3,1996LAO
LAO,1997,43.3,1997LAO
LAO,1998,43.9,1998LAO
LAO,1999,44.7,1999LAO
LAO,2000,45.2,2000LAO
LAO,2001,42,2001LAO
LAO,2002,42.9,2002LAO
LAO,2003,35.9,2003LAO
LAO,2004,23.1,2004LAO
LAO,2005,21.3,2005LAO
LAO,2006,19.4,2006LAO
LAO,2007,8,2007LAO
LAO,2008,3.6,2008LAO
LAO,2009,3,2009LAO
LAO,2010,2.5,2010LAO
LAO,2011,2.66,2011LAO
LAO,2012,2.75,2012LAO
LAO,2013,1.6,2013LAO
LAO,2014,2,2014LAO
,1989,74449.6,
,1990,74647.7,
,1991,48121.1,
,1992,58599.4,
,1993,59045.9,
,1994,43530.3,
,1995,44614.6,
,1996,35781,
,1997,27732.7,
,1998,31042.3,
,1999,35768.7,
,2000,31019.6,
,2001,26209.3,
,2002,17683.6,
,2003,18357.6,
,2004,19879.9,
,2005,14496.9,
,2006,11431.6,
,2007,7042,
,2008,5944.9,
,2009,5386.66,
,2010,5245.91,
,2011,4834.55,
,2012,5166.47,
,2013,3849.69,
,2014,2462.51,
LVA,1989,4761.6,1989LVA
LVA,1991,15.3,1991LVA
LVA,1995,726.9,1995LVA
LVA,1996,342.8,1996LVA
LVA,1997,43.2,1997LVA
LVA,1998,39.8,1998LVA
LVA,1999,25.1,1999LVA
LVA,2000,38.2,2000LVA
LVA,2001,11.4,2001LVA
LVA,2002,3,2002LVA
LVA,2003,2.2,2003LVA
LBN,1989,442.7,1989LBN
LBN,1991,0,1991LBN
LBN,1993,942.1,1993LBN
LBN,1994,861.9,1994LBN
LBN,1995,1024.7,1995LBN
LBN,1996,980.9,1996LBN
LBN,1997,884.9,1997LBN
LBN,1998,776.7,1998LBN
LBN,1999,724.8,1999LBN
LBN,2000,777.5,2000LBN
LBN,2001,770.1,2001LBN
LBN,2002,710.8,2002LBN
LBN,2003,685,2003LBN
LBN,2004,432,2004LBN
LBN,2005,354.6,2005LBN
LBN,2006,290,2006LBN
LBN,2007,112.4,2007LBN
LBN,2008,58.2,2008LBN
LBN,2009,58.4,2009LBN
LBN,2010,88.6,2010LBN
LBN,2011,92.26,2011LBN
LBN,2012,94.67,2012LBN
LBN,2013,72.61,2013LBN
LBN,2014,69.69,2014LBN
LSO,1989,6.2,1989LSO
LSO,1991,0.3,1991LSO
LSO,1994,6,1994LSO
LSO,1995,6.8,1995LSO
LSO,1996,6.6,1996LSO
LSO,1997,3.5,1997LSO
LSO,1998,3.4,1998LSO
LSO,1999,2.8,1999LSO
LSO,2000,2.4,2000LSO
LSO,2001,4.1,2001LSO
LSO,2002,4.6,2002LSO
LSO,2003,3.3,2003LSO
LSO,2004,2.1,2004LSO
LSO,2005,1.1,2005LSO
LSO,2006,1.9,2006LSO
LSO,2007,2,2007LSO
LSO,2008,3.3,2008LSO
LSO,2009,3.8,2009LSO
LSO,2010,3.1,2010LSO
LSO,2011,2.5,2011LSO
LSO,2012,2.24,2012LSO
LSO,2013,1.96,2013LSO
LSO,2014,1.14,2014LSO
LBR,1989,51.5,1989LBR
LBR,1990,27.3,1990LBR
LBR,1991,65,1991LBR
LBR,1992,66.9,1992LBR
LBR,1993,44.3,1993LBR
LBR,1994,34.9,1994LBR
LBR,1995,67.9,1995LBR
LBR,1996,89,1996LBR
LBR,1997,77.5,1997LBR
LBR,1998,32.4,1998LBR
LBR,1999,20.3,1999LBR
LBR,2000,42.8,2000LBR
LBR,2001,26.2,2001LBR
LBR,2002,54,2002LBR
LBR,2003,27.8,2003LBR
LBR,2004,15.5,2004LBR
LBR,2005,5.8,2005LBR
LBR,2006,6.2,2006LBR
LBR,2007,3.7,2007LBR
LBR,2008,3.4,2008LBR
LBR,2009,5,2009LBR
LBR,2010,5.5,2010LBR
LBR,2011,5.41,2011LBR
LBR,2012,4.82,2012LBR
LBR,2013,4.51,2013LBR
LBR,2014,3.74,2014LBR
LBY,1989,2.2,1989LBY
LBY,1990,135.1,1990LBY
LBY,1991,1284.5,1991LBY
LBY,1992,1527.8,1992LBY
LBY,1993,1589,1993LBY
LBY,1994,1582.8,1994LBY
LBY,1995,1522.4,1995LBY
LBY,1996,1498.7,1996LBY
LBY,1997,1324,1997LBY
LBY,1998,2145.3,1998LBY
LBY,1999,1472.6,1999LBY
LBY,2000,1596.5,2000LBY
LBY,2001,1596.5,2001LBY
LBY,2002,1596.5,2002LBY
LBY,2003,1511.6,2003LBY
LBY,2004,1281.5,2004LBY
LBY,2005,1088,2005LBY
LBY,2006,520.7,2006LBY
LBY,2007,142.8,2007LBY
LBY,2008,111.6,2008LBY
LBY,2009,127.5,2009LBY
LBY,2010,139.26,2010LBY
LBY,2011,131.89,2011LBY
LBY,2012,144.1,2012LBY
LBY,2013,144,2013LBY
LBY,2014,122.4,2014LBY
LIE,1989,18,1989LIE
LIE,1990,11,1990LIE
LIE,1991,25.1,1991LIE
LIE,1992,14.8,1992LIE
LIE,1993,10.2,1993LIE
LIE,1994,5.7,1994LIE
LIE,1995,1.8,1995LIE
LIE,1996,0.4,1996LIE
LIE,1997,0.2,1997LIE
LIE,1998,0,1998LIE
LIE,1999,0.1,1999LIE
LIE,2000,0.1,2000LIE
LIE,2001,0.1,2001LIE
LIE,2002,0.1,2002LIE
LIE,2003,0.1,2003LIE
LIE,2004,-0.1,2004LIE
LIE,2005,0,2005LIE
LIE,2006,0,2006LIE
LIE,2007,0,2007LIE
LIE,2008,0,2008LIE
LIE,2009,0,2009LIE
LIE,2010,0,2010LIE
LIE,2011,0,2011LIE
LIE,2012,0,2012LIE
LIE,2013,0,2013LIE
LTU,1989,5622.4,1989LTU
LTU,1990,4180.1,1990LTU
LTU,1991,3849.2,1991LTU
LTU,1992,2450.7,1992LTU
LTU,1994,665.3,1994LTU
LTU,1995,421.7,1995LTU
LTU,1996,328.4,1996LTU
LTU,1997,122.3,1997LTU
LTU,1998,110.6,1998LTU
LTU,1999,87.9,1999LTU
LTU,2000,50.5,2000LTU
LTU,2001,11.7,2001LTU
LTU,2002,14.7,2002LTU
LTU,2003,13,2003LTU
MDG,1989,50.1,1989MDG
MDG,1991,0.8,1991MDG
MDG,1995,20.8,1995MDG
MDG,1996,23.5,1996MDG
MDG,1997,114.3,1997MDG
MDG,1998,27,1998MDG
MDG,1999,27.5,1999MDG
MDG,2000,14.2,2000MDG
MDG,2001,11.3,2001MDG
MDG,2002,8.8,2002MDG
MDG,2003,7.9,2003MDG
MDG,2004,9.7,2004MDG
MDG,2005,9.6,2005MDG
MDG,2006,4,2006MDG
MDG,2007,4.2,2007MDG
MDG,2008,3,2008MDG
MDG,2009,33,2009MDG
MDG,2010,16.8,2010MDG
MDG,2011,16.5,2011MDG
MDG,2012,15.95,2012MDG
MDG,2013,15.95,2013MDG
MWI,1989,0.4,1989MWI
MWI,1991,97.3,1991MWI
MWI,1992,61.8,1992MWI
MWI,1993,174.5,1993MWI
MWI,1994,156.8,1994MWI
MWI,1995,160.2,1995MWI
MWI,1996,181.3,1996MWI
MWI,1997,159.5,1997MWI
MWI,1998,184.3,1998MWI
MWI,1999,180.5,1999MWI
MWI,2000,101.7,2000MWI
MWI,2001,88,2001MWI
MWI,2002,75.4,2002MWI
MWI,2003,60.9,2003MWI
MWI,2004,12.1,2004MWI
MWI,2005,7.1,2005MWI
MWI,2006,6.6,2006MWI
MWI,2007,5.1,2007MWI
MWI,2008,6.7,2008MWI
MWI,2009,8.6,2009MWI
MWI,2010,13,2010MWI
MWI,2011,12.71,2011MWI
MWI,2012,12.54,2012MWI
MWI,2013,10.18,2013MWI
MWI,2014,9.35,2014MWI
MYS,1989,4856.8,1989MYS
MYS,1990,4193.7,1990MYS
MYS,1991,4501.8,1991MYS
MYS,1992,4469.5,1992MYS
MYS,1993,4266.8,1993MYS
MYS,1994,5188.4,1994MYS
MYS,1995,3740.2,1995MYS
MYS,1996,3285.1,1996MYS
MYS,1997,3619.3,1997MYS
MYS,1998,2625.5,1998MYS
MYS,1999,2342.5,1999MYS
MYS,2000,2435,2000MYS
MYS,2001,2374.7,2001MYS
MYS,2002,1966.3,2002MYS
MYS,2003,1516.6,2003MYS
MYS,2004,1483.6,2004MYS
MYS,2005,1042.4,2005MYS
MYS,2006,964.3,2006MYS
MYS,2007,664.2,2007MYS
MYS,2008,571.2,2008MYS
MYS,2009,604.5,2009MYS
MYS,2010,542.8,2010MYS
MYS,2011,485.8,2011MYS
MYS,2012,737.6,2012MYS
MYS,2013,449.93,2013MYS
MYS,2014,473.39,2014MYS
MDV,1989,2.2,1989MDV
MDV,1990,4.5,1990MDV
MDV,1991,5.9,1991MDV
MDV,1992,16.1,1992MDV
MDV,1993,18.5,1993MDV
MDV,1994,23.8,1994MDV
MDV,1995,5.9,1995MDV
MDV,1996,0,1996MDV
MDV,1997,7.8,1997MDV
MDV,1998,0.9,1998MDV
MDV,1999,1.5,1999MDV
MDV,2000,4.6,2000MDV
MDV,2001,15.7,2001MDV
MDV,2002,4,2002MDV
MDV,2003,2,2003MDV
MDV,2004,2.2,2004MDV
MDV,2005,2.7,2005MDV
MDV,2006,5.4,2006MDV
MDV,2007,4.4,2007MDV
MDV,2008,3.7,2008MDV
MDV,2009,5.1,2009MDV
MDV,2010,4,2010MDV
MDV,2011,3.67,2011MDV
MDV,2012,3.69,2012MDV
MDV,2013,3.19,2013MDV
MDV,2014,3.32,2014MDV
MLI,1989,1.6,1989MLI
MLI,1990,0,1990MLI
MLI,1991,0,1991MLI
MLI,1992,0,1992MLI
MLI,1993,0,1993MLI
MLI,1994,0,1994MLI
MLI,1995,106.1,1995MLI
MLI,1996,111.6,1996MLI
MLI,1997,115.2,1997MLI
MLI,1998,117,1998MLI
MLI,1999,39,1999MLI
MLI,2000,30.2,2000MLI
MLI,2001,28.3,2001MLI
MLI,2002,30.1,2002MLI
MLI,2003,31.6,2003MLI
MLI,2004,31.7,2004MLI
MLI,2005,33.1,2005MLI
MLI,2006,26,2006MLI
MLI,2007,21.6,2007MLI
MLI,2008,14.5,2008MLI
MLI,2009,14.4,2009MLI
MLI,2010,15.5,2010MLI
MLI,2011,17.6,2011MLI
MLI,2012,16.61,2012MLI
MLI,2013,10.29,2013MLI
MLT,1989,383.9,1989MLT
MLT,1990,194.7,1990MLT
MLT,1991,130.2,1991MLT
MLT,1992,95.9,1992MLT
MLT,1993,71.7,1993MLT
MLT,1994,135.3,1994MLT
MLT,1995,109.5,1995MLT
MLT,1996,98.4,1996MLT
MLT,1997,82.1,1997MLT
MLT,1998,143.4,1998MLT
MLT,1999,261.1,1999MLT
MLT,2000,99.5,2000MLT
MLT,2001,94.7,2001MLT
MLT,2002,40.5,2002MLT
MLT,2003,43.8,2003MLT
MHL,1989,1.3,1989MHL
MHL,1990,1.2,1990MHL
MHL,1991,1.2,1991MHL
MHL,1992,1.2,1992MHL
MHL,1993,1.3,1993MHL
MHL,1994,1.3,1994MHL
MHL,1995,1.3,1995MHL
MHL,1996,1.2,1996MHL
MHL,1997,1.2,1997MHL
MHL,1998,0.7,1998MHL
MHL,1999,1.2,1999MHL
MHL,2000,0.6,2000MHL
MHL,2001,0.3,2001MHL
MHL,2002,0.3,2002MHL
MHL,2003,0.5,2003MHL
MHL,2004,0.1,2004MHL
MHL,2005,0,2005MHL
MHL,2006,0.1,2006MHL
MHL,2007,0.2,2007MHL
MHL,2008,0.2,2008MHL
MHL,2009,0.2,2009MHL
MHL,2010,0.2,2010MHL
MHL,2011,0.24,2011MHL
MHL,2012,0.21,2012MHL
MHL,2013,0.12,2013MHL
,1989,2600.7,
,1991,2250.9,
,1995,6594.6,
,1996,6615.8,
,1997,6453.7,
,1998,3654.6,
,1999,3360.3,
,2000,3263,
,2006,2731.7,
,2007,2440.5,
,2008,2192.8,
,2009,979.9,
,2010,476.1,
,2011,499.78,
,2012,433.2,
,2013,265.39,
MRT,1989,17.3,1989MRT
MRT,1991,0,1991MRT
MRT,1994,17.3,1994MRT
MRT,1995,23.2,1995MRT
MRT,1996,7.8,1996MRT
MRT,1997,16,1997MRT
MRT,1998,14.7,1998MRT
MRT,1999,13.4,1999MRT
MRT,2000,15.6,2000MRT
MRT,2001,16.6,2001MRT
MRT,2002,16.5,2002MRT
MRT,2003,14.3,2003MRT
MRT,2004,8.4,2004MRT
MRT,2005,7.3,2005MRT
MRT,2006,4.2,2006MRT
MRT,2007,2.7,2007MRT
MRT,2008,6.5,2008MRT
MRT,2009,20.4,2009MRT
MRT,2010,20.5,2010MRT
MRT,2011,17.6,2011MRT
MRT,2012,20.35,2012MRT
MRT,2013,20.35,2013MRT
MUS,1989,75.9,1989MUS
MUS,1991,0,1991MUS
MUS,1992,71.2,1992MUS
MUS,1993,70.1,1993MUS
MUS,1994,43.8,1994MUS
MUS,1995,27.7,1995MUS
MUS,1996,37.7,1996MUS
MUS,1997,30.3,1997MUS
MUS,1998,45.8,1998MUS
MUS,1999,24.2,1999MUS
MUS,2000,27.6,2000MUS
MUS,2001,20.4,2001MUS
MUS,2002,14.4,2002MUS
MUS,2003,16.3,2003MUS
MUS,2004,15.7,2004MUS
MUS,2005,9.1,2005MUS
MUS,2006,8.6,2006MUS
MUS,2007,8.6,2007MUS
MUS,2008,6.9,2008MUS
MUS,2009,10.7,2009MUS
MUS,2010,5.3,2010MUS
MUS,2011,8.82,2011MUS
MUS,2012,7.14,2012MUS
MUS,2013,5.44,2013MUS
MUS,2014,7.93,2014MUS
,1989,30175,
,1990,22201.9,
,1991,18228.2,
,1992,13397.2,
,1993,14341.6,
,1994,15936,
,1995,8924.9,
,1996,9018.5,
,1997,8724.4,
,1998,7727.2,
,1999,7323,
,2000,8436.4,
,2001,7283.6,
,2002,6287.7,
,2003,5881.2,
,2004,7400.4,
,2005,5517.2,
,2006,2864.5,
,2007,2912.3,
,2008,2701.2,
,2009,2432.3,
,2010,2244.3,
,2011,2062.6,
,2012,1820.81,
,2013,1423.19,
,2014,985.22,
MEX,1989,28664.1,1989MEX
MEX,1990,21484.9,1990MEX
MEX,1991,16389.2,1991MEX
MEX,1992,11600.6,1992MEX
MEX,1993,12792.9,1993MEX
